,Bloom_0_OK
Bloom_0_OK,1.0000000000000002
MYMYMY_0_OK,0.9997267395920306
Conan Gray - Grow_0_OK,0.9997159944172512
petedavidson_0_OK,0.9996673522570784
ILoveToo_0_OK,0.9995338070695958
