,MYMYMY_0_OK
MYMYMY_0_OK,0.0
petedavidson_0_OK,0.6953965847126145
Bloom_0_OK,0.8675373922771791
Roy Bliar - Grow Up_0_OK,1.0274037257243507
SidetoSide_0_OK,1.0682083874644404
