,SF_0_OK
SF_0_OK,1.0000000000000002
Hollywood_0_OK,0.999759475288927
ja_0_OK,0.999678684541202
wf_0_OK,0.9996023103180761
Decalcomanie_0_OK,0.9995948826211438
