,Lie_0_OK
Lie_0_OK,1.0000000000000002
RainySeason_0_OK,0.9998825216037048
ja_0_OK,0.9998803101385969
wf_0_OK,0.9998790690127627
Roy Bliar - Grow Up_0_OK,0.999787386256669
