,EpikHigh-Decalcomanie_0_OK
EpikHigh-Decalcomanie_0_OK,1.0
gogobebe_0_OK,0.9998543397888058
44f4a79e49f7ffcec038573e94cdab5d1b98cda6_0_OK,0.9998543397888058
EpikHigh-NOTHANXXX_0_OK,0.9997533682030402
NO THANXXX_0_OK,0.9997533682030402
