,44f4a79e49f7ffcec038573e94cdab5d1b98cda6_0_OK
gogobebe_0_OK,1.0000000000000002
44f4a79e49f7ffcec038573e94cdab5d1b98cda6_0_OK,1.0000000000000002
Egotistic_0_OK,0.9998744742609333
EpikHigh-Decalcomanie_0_OK,0.9998543397888058
Decalcomanie_0_OK,0.9998044179136788
