id,a_top1,a_top2,a_top3,a_top4,a_top5,a_top6,a_top7,a_top8,a_top9,a_top10,a_top11,a_top12,a_top13,a_top14,a_top15,a_top16,a_top17,a_top18,a_top19,a_top20
52UWtKlYjZO3dHoRlWuz9S,"['5MxJfJ0ljPIXQATV0S6F5W', 0.3285710680741651]","['2c9CoAhbkfxZNThJ1itf3d', 0.37650124660864304]","['1c4dnjYylnfd8bsZfY9Ugt', 0.3923435475590839]","['4WocC6NtlTJQzezxWiwgDj', 0.3969744249209905]","['4vtB5TaZa1APUogh7ZsyCw', 0.41138682260625753]","['0CiyUD4UpIdztjBQZoGC6e', 0.4147126124386334]","['4sSutqK9JRIqWDRBQ9zP9o', 0.42369712690076383]","['6ND1JpAm104i6GWI2DmX0F', 0.426450089070173]","['56GFlp1dkt7dw56pQdTwqW', 0.4275984310686137]","['738bixQtdt3aj2gLWOdWvI', 0.42779628774889]","['3f5cAVQCYdotACCXu1u7Wc', 0.4293813535003318]","['6ybuqDYA1Y4qa45NmRLUME', 0.4343617660046422]","['4S85DkBldeNBKoQheZX4ja', 0.43717903490647175]","['7E95A6ryI0Op41X79FLmDq', 0.44142172033357924]","['7JELSkAZUWvWAvyGJPy7SW', 0.4459643920031489]","['2Ok4AZWlxep9lNoB7F8uf7', 0.446807962846536]","['5qAaYMahTumxvF9LuelRtc', 0.4529716971508608]","['5tsh8fpTyyLodw4iaja48Y', 0.4545346092593104]","['264rBv7x62Yhd0fmiwdrhH', 0.45553124629649266]","['4tj6uekOEtNOqJJ8BpBP74', 0.4561154011736287]"
5b88tNINg4Q4nrRbrCXUmg,"['5SrSCFXjjn76bK13engFQr', 0.2689167415322446]","['40tlsTEclnd2cBglk2QSOY', 0.28763041966921027]","['7E5PRdbZq6m5PcKskAhPJV', 0.3055507738424998]","['7wFH1msd9BVQMc8SJXqEmf', 0.32458883369813524]","['39LqN754wuVEI5NmRtUS8i', 0.33503241119581395]","['5yF33pmtR39xmPI2yHeOgW', 0.33749339078973345]","['3VMXthb167x6pQOQe42m6f', 0.34743584534312294]","['3VdJ3at38FXnoQX6yyuDJc', 0.3493527651997414]","['4vQH6TCMMWk7lO3kPFDZZf', 0.352890716859725]","['7B2SMMslfm3Ocf7ZnTa5dS', 0.35565018624293165]","['1g1RmSl6D0I6m6MEtDvxYn', 0.364072112579956]","['6dUk3McgXlI5zublTmqYEp', 0.36426689999403333]","['45ou2UBThJA4WtFGIiYLI3', 0.3645002033860374]","['4CME3Tezpe79zKGfHElok8', 0.36511296838781104]","['7aSvPfoqiM0zwPqupLGaHd', 0.3654318069690104]","['0tOpMcr2I01zrr4lyVUHJk', 0.3718138635252453]","['44kgtDJyAFv4Z01z7bIxco', 0.3730323593447351]","['2oeySdF5FtALXQxYNBvq78', 0.37993586697563553]","['2dRvMEW4EwySxRUtEamSfG', 0.3817018885192052]","['6pI1TqgmpEjMJs9LMzAkc8', 0.3820201818218951]"
5E5MqaS6eOsbaJibl3YeMZ,"['6FqfwpC2pxpRDyhOy3aVwZ', 0.39715310746773697]","['4RL77hMWUq35NYnPLXBpih', 0.4013712357262381]","['0ZxutHFiw5KFv6mNpIbqLf', 0.5119349285775382]","['41TN32U3P4hw4dN0dH6LOo', 0.5225967924103422]","['3gDUdpPr7IxAgS31lEhHxU', 0.5691387501754233]","['51Bpjq1BdQlS3V852vJCw7', 0.5917907019607426]","['0aSgzAUObtmSSwh1yO6shv', 0.6114905727775644]","['5fvETjmhp6xoCQKVAjklVE', 0.6176683648199698]","['6PBVYvYHKmqlkTgrMcZu19', 0.6276372452792965]","['6MJruJh9t1U7kx2C4cNAvr', 0.6325400069942754]","['26nXtAXEGkdPfBlrFj2rDg', 0.6334632173488814]","['6OMvX7ieloQ1qdSwKb5BRD', 0.6345603917944496]","['1wu5Nyfu06lLsl5mSyOo0p', 0.6365360364131656]","['6koowTu9pFHPEcZnACLKbK', 0.6399417868945266]","['2jVLwzrzKVhcI8UmVonVas', 0.6418508227118619]","['4tOmFSoQA9ji8lTxAbbvq1', 0.6438318594695304]","['6X1DiQL7uRQwLXlWSWSN2w', 0.6476105907162802]","['65RAoLmj9ImbRNZHPSJiH0', 0.6487704958608809]","['3RWbvxdbGwXFaHQOn6mBl1', 0.6568747429858232]","['3u5bTqHMM1P34ZkbwzdckV', 0.6572475601800487]"
5uCax9HTNlzGybIStD3vDh,"['3EDTEI2CNZ3ApCAq45wnkC', 0.23224497065235822]","['2vApTiwyucqeHtHV8y6EAK', 0.25187136997063736]","['113wHUmXRiuXq1iK2QDoMq', 0.2631579698935238]","['4BV9SrdzikztIBOi2dVAtL', 0.3246657587590586]","['6CGf2aPvKj7497cZ6JMmGT', 0.3426216869447423]","['3dpVSZnUl5iz4ZJJPtN5km', 0.34399505170332173]","['7d3cx47aWj0XbW7mLXXT9u', 0.3464280770764726]","['3leWYnzsmyiqNoRePTFvhV', 0.34911032611689224]","['0DqKMbPXhUIXcgDOVmohiM', 0.35551268128090924]","['2GlsXuQV0YOOwPy3XKFIS9', 0.36720847692489894]","['67gzYAhpsyc0FHluUxvLbl', 0.37897474419443933]","['5FPnjikbwlDMULCCCa6ZCJ', 0.37951657827584023]","['0BP2o4rGe7nkQea1JOWMbl', 0.3808977697198637]","['2p2xmm9GmHZ31BuI6qNiAl', 0.3845962073595987]","['482bSlBQGKcWoLavrSxCGW', 0.38601106850567485]","['5oAOK7xCJD8hzp9PuxjULL', 0.3909533324293385]","['3d7pK1CqZaj5xbIGPy85rD', 0.3930978061886478]","['64H3kZaBMnTErYa4n8UQai', 0.3994208471550841]","['7GyDcM22nxCJHcQa11fbYk', 0.4018899015542213]","['2wSJEsk3c0E1ZXYRwgNQoR', 0.4094435687611204]"
5WLSak7DN3LY1K71oWYuoN,"['4FMxywpaDTmFPhEYarTFOg', 0.44769247037574905]","['0xun1Olh7EtEef4wIg9l3l', 0.5247863808920299]","['2aay5Exr9xPNdvLztiWl35', 0.5292710873763562]","['6r5rICHmvC48TC6vY9JEYL', 0.5477247698282597]","['0wLeCwA3SG4OGahS8CJNM6', 0.5523976725193565]","['7nYw37hFYh1BufGA2HT0Ol', 0.572428031564601]","['14Zkkd1eYP3pcNPwLAZikf', 0.5906133039547642]","['7LQqZ05ph3crG0Tg33fNb9', 0.5938023849408368]","['66vHRB1BRlnhJ4v8e6tpaB', 0.595282468313409]","['79JXD0Avn3iqfbKBjbHdbR', 0.5995574086078526]","['3GpWADl5hikd23jYTOFqzg', 0.6008488879802318]","['0z9SEBuysqrbbMmgHjbgPl', 0.6011114352545012]","['211LaT5hzPOKolVtgzwWnq', 0.6017485235934297]","['0ZxutHFiw5KFv6mNpIbqLf', 0.6088205414421703]","['1PWnAEQcbwQwK759otUbta', 0.6102504965781128]","['3rkAqA4V0niRSLaDd65rQD', 0.620237432341225]","['6aJlabqT4DO0hP4e7uFiRU', 0.6264053478680712]","['3gDUdpPr7IxAgS31lEhHxU', 0.630338293672457]","['0u2lumqwdITUiJFZuygCYL', 0.6489482658963972]","['3iFYuSmn6o6TZXtK8eu2wq', 0.6556583826574433]"
6G7URf5rGe6MvNoiTtNEP7,"['1LDNoleOzLl8LdHH7L9e5t', 0.25837264758374595]","['2QXBh408EhthzKXKO8Lbqk', 0.26227520660014886]","['5uARhdcnGgFIC2uijiEhXn', 0.26725869351905973]","['5x7dU3Eq7vWRNrgCPnpctF', 0.27544857018416846]","['6QHX9Nk5NOTsxrCb7HaA7D', 0.2828568876059483]","['19mR38avjtoRssdk70QlJM', 0.29002025696651995]","['7vrtXD8xPBC2E69eOCrkhj', 0.2981031229171759]","['6yXwzAdml0MyRURctW038w', 0.29892953752331997]","['3xXKwkmkrpZmGpIof83xbE', 0.29936988819431815]","['4zVqWUET8JgoDHwmWrYP45', 0.2999986849144435]","['4N2yjWLIxZjOXDrCu2VlJe', 0.31391710541641193]","['6GohV1Vq26R2MwHZBuiTsc', 0.3141936333926329]","['4481FMe9L5gn9HNYkkgJ69', 0.3145645761903781]","['6WNB8NvbbhCPhk9Qlr31VX', 0.3184937112926477]","['2I5s8aZVfXa2wq7c1RzoXw', 0.3186798187865932]","['5nFskY47OoXlr6uFb1wiqP', 0.31995514154326216]","['4olNBNSYB0jknut4nO3GvY', 0.3266899898668942]","['6cAx41vDIMSjtXLZEowJLa', 0.3321624230239467]","['2D9BrlpeyjXF0vli2dYQ5V', 0.3324352126733179]","['7pDHM9huHHpRc9CrxZElsW', 0.3364574994216635]"
6QPKYGnAW9QozVz2dSWqRg,"['4CQb9KyKREQ2u9BjszeqZA', 0.41098581639804627]","['65GkbnLAYZWfUfj0A7trf7', 0.4137569246637249]","['2flnYutr2WlFzi6ZpXz8ci', 0.4209528615579055]","['4Z32X8Mf0vdUgj9PPbojWf', 0.42529927147894275]","['6oz0TkxZqdcyHYp5UOjvri', 0.4302984648486786]","['3t40W5kFgs4jQKtdRMxUwK', 0.45141737557956346]","['5VlstKgCJPHDIMCQO4jHcQ', 0.4743521693854713]","['7jLog11XbKla3c7KjIwsVY', 0.488167559083901]","['6zo52JP3T62BJWN1Fd802D', 0.4919225453787753]","['2Y3zcR4Zk0XyNtscjr7qvN', 0.4953527086611876]","['6bejpQb8hrDT8vs12EegMQ', 0.4960059119419088]","['4MAxq4eEuuyE97wodPnisY', 0.4980427253049236]","['6pqNafE84udPaoFLGffd7E', 0.49953997121653876]","['178jAWwuJ9M3DXImTdaLOL', 0.5013535147965414]","['3lLyNLrIesR0k07gRIMQfm', 0.5101409515297649]","['6JTzWoKg61bEaUg9tYO6WN', 0.5149191189826555]","['6NaTklchYJQzaPdWiinSim', 0.519722888435565]","['7pxCM5qnV9SDnnv24rbeFR', 0.5199487377040541]","['3LELTbDh9YCJrJIUERcj9p', 0.5207394324708146]","['3mxAHm4zB7RFprLKdgKhI3', 0.5283603172880632]"
6rUp7v3l8yC4TKxAAR5Bmx,"['3hP3pq682TWU6gZChsUCTV', 0.28330945735282753]","['0ugjtsLHei2JESMrmlJF7a', 0.2930180473690592]","['7HZOCMa0XEXNFklxUG5kKb', 0.305643279422991]","['4StqwQ3RBkz8unUqwpcNuy', 0.32589587320130353]","['7H7NI75DdeaOW7c70oYtjM', 0.32944355779418794]","['0BxqHzvd8c2IpRwdYusH2D', 0.33264244977686785]","['1rv6n0m0RwMTAdQeMquLgM', 0.3476325993656822]","['4USmv48xjR66HcOc3Fh5Tg', 0.3481662732060452]","['76ZDwA8uTyMys4LIS3pBUX', 0.34831609982111383]","['5LJlhNN4MwtkEB2iEhClYs', 0.35411294186396525]","['07GmMxHsUMR3qFOCLmYuzN', 0.3600483143767061]","['3aAxoOoSVn9whm56JV99Si', 0.3603508363211553]","['6EV76vSlBo2VNgvePRYoCu', 0.3658617604939949]","['2Nq9T0nShSmuBggNE1ZK19', 0.3660518926168496]","['7yPMbbgTaSO2I1aA09tzz3', 0.366272780428318]","['2vM2x66y8JcDARNarbrw9F', 0.3688275129189823]","['0smKH3Kxqq5RJUKPVIdOmL', 0.36908882654803926]","['2BT3luyOePuRIR1aZ6aEDK', 0.36956890229665573]","['1aSrkCqgVnpRxa5Uy9QV1w', 0.3740824577565427]","['7tFyWSNsfnkWQsPpAC3uST', 0.37453628147314727]"
7qjbpdk0IYijcSuSYWlXO6,"['6HvGBgyevPFMrU3KPSHeRV', 0.25312136376845046]","['3qT2p6ds3k7CjqiAjl6yeV', 0.2627568378477489]","['3hWwK2kBwWlnApnSuqxdQb', 0.2690087144610536]","['3NU0MFGJ7ZhDPuYWXpB2xd', 0.28136045085618233]","['1Dl5JUWYg3tGJYUA4dFQcl', 0.28365017933280584]","['6abblHanwpcdv4NnMZVAF0', 0.28876582459210326]","['1PGrlexMIHKwInhS6eH08H', 0.2917408017333057]","['3koOoLN69AAiw5JCQNaZMe', 0.29270590868118795]","['57UeXVfGuRB5vs6b0hRD3y', 0.29923390390124716]","['0aHWzIvtnkG3FVcBoFQ6BG', 0.3020354303993948]","['2Nut5wxGFEwdbjuEe32syQ', 0.3063137678069315]","['2LE8DiTLvygUSU5VLFPbi9', 0.3143119011920808]","['1GCrBvm2LVf0uf2uWAJAhx', 0.3150382656528802]","['7xQxjMokrYnY8n9w19FZqr', 0.31730985309565796]","['7MbII8jWqFiTFYU3MPYEfW', 0.3177077220551736]","['7oQv46c5kSygEcYZ2alEGv', 0.3182597587285115]","['6GppkUSxmGY6vehPgl0hI1', 0.31939847167381186]","['0m5OloQN7f6QehvwgqECn3', 0.3218830252599606]","['21N2YK2VhdEqHoY433WPQF', 0.3235397735290337]","['38tg9DeoBXsgbNv9YfKTcP', 0.3265248655708238]"
7uRznL3LcuazKpwCTpDltz,"['1tPgFvReGeVugnooLZDcxP', 0.27396131837344756]","['3EermXPNw0ZRp2u4prbnAm', 0.2946546756772162]","['4QEVErTxEByWRe8haofjnP', 0.3005136904937368]","['5gPvJIm1lXEKiefB0pFmxs', 0.30054689936715634]","['5Z3u3g9VTJIIUlOguL3PCh', 0.3132869604994148]","['55HgyfEki0BiJVPZo2Z2qY', 0.31494675156647284]","['6GEa0LYWeQa8L61QNSWRh2', 0.3230296374333163]","['3FfHZSYwGrvfTzagBedIK6', 0.32437502560669357]","['4L6zBUIPLIqvPacWAjjaDN', 0.32510299851356833]","['4toeIDt20W3pA6hoce1P8W', 0.32977676564057135]","['4YOJEll0Ycd3HjKqzWdmgR', 0.3326291956199241]","['01k24g94i1JvkFLQmVEdCd', 0.3347735552355129]","['6XNui7ZUhCAZq3oKHUmDeA', 0.33514099369113093]","['1R40rTjGvNnYXgS63BOjGl', 0.33648265159038765]","['53omHAZC5Onf7gLzSOOtMP', 0.3371419122215629]","['53sUsXn5f1K0GfWEuCCTUd', 0.3415701975887045]","['23gBv22PzANoNi0up9Qots', 0.34619781080201883]","['2kGflpDFBexojT5vIu6tmr', 0.3486919831664564]","['1NcGrbn2dbx6VQOPQeKhjl', 0.3492762401293838]","['03HycZUV9vzoo4XrbgCzsj', 0.3505914101589137]"
