Calling All The People,4 Non Blondes,108.621,0.95,-8.123,0.557,0.468,0.0729,15.0,27.0,18.0,40.0,3
Dear Mr. President,4 Non Blondes,129.797,0.525,-9.938,0.518,0.336,0.133,0.0,32.5,15.0,52.5,3
Drifting,4 Non Blondes,78.532,0.394,-11.21,0.442,0.631,0.464,8.333333333333332,1.6666666666666667,71.66666666666667,18.333333333333332,2
Morphine & Chocolate,4 Non Blondes,113.673,0.652,-9.199,0.536,0.22,0.0694,0.0,29.500000000000004,8.0,62.5,3
No Place Like Home,4 Non Blondes,120.649,0.929,-9.177,0.406,0.655,0.185,6.0,4.0,33.333333333333336,56.666666666666664,3
Old Mr. Heffer,4 Non Blondes,116.262,0.826,-7.346,0.56,0.905,0.198,0.0,22.000000000000004,21.333333333333332,56.666666666666664,3
Pleasantly Blue,4 Non Blondes,122.188,0.689,-9.575,0.529,0.881,0.136,0.0,32.5,25.0,42.5,3
Spaceman,4 Non Blondes,125.614,0.64,-8.924,0.594,0.251,0.228,10.0,19.5,11.333333333333332,59.166666666666664,3
Superfly,4 Non Blondes,98.697,0.906,-7.859,0.65,0.763,0.0743,20.0,27.0,23.0,30.0,3
Train,4 Non Blondes,153.088,0.878,-9.104,0.343,0.493,0.0413,0.0,20.0,30.0,50.0,3
"""Whats Up?""",4 Non Blondes,134.369,0.555,-9.734,0.561,0.497,0.16,20.0,29.500000000000004,27.999999999999996,22.5,1
7 Days,Alessia Cara,79.164,0.697,-4.888,0.497,0.799,0.211,10.0,20.0,30.0,40.0,3
A Little More,Alessia Cara,94.7,0.211,-11.665,0.376,0.228,0.797,26.666666666666668,20.0,35.0,18.333333333333332,2
Comfortable,Alessia Cara,107.975,0.553,-5.354,0.69,0.645,0.283,5.0,49.5,43.0,2.5,1
Four Pink Walls,Alessia Cara,87.512,0.828,-4.886,0.584,0.529,0.0121,0.0,42.00000000000001,48.0,10.0,2
Growing Pains,Alessia Cara,191.153,0.755,-6.276,0.353,0.437,0.0822,10.0,10.0,40.0,40.0,2
Here,Alessia Cara,120.462,0.821,-3.974,0.376,0.331,0.0785,0.0,20.0,50.0,30.0,2
"""I Dont Want To""",Alessia Cara,82.441,0.292,-10.167,0.532,0.635,0.84,30.0,20.0,10.0,40.0,3
Nintendo Game,Alessia Cara,202.984,0.553,-5.592,0.472,0.328,0.265,0.0,16.666666666666664,53.333333333333336,30.0,2
Not Today,Alessia Cara,111.524,0.462,-6.04,0.547,0.16,0.0972,2.5,46.16666666666667,31.333333333333336,20.0,1
Out Of Love,Alessia Cara,117.679,0.267,-9.25,0.492,0.137,0.8,20.0,20.0,20.0,40.0,3
River Of Tears,Alessia Cara,89.701,0.372,-5.72,0.388,0.285,0.928,18.333333333333332,20.0,31.666666666666664,30.0,2
Scars To Your Beautiful,Alessia Cara,97.085,0.739,-5.74,0.573,0.451,0.0285,10.0,49.5,38.0,2.5,1
Stone,Alessia Cara,128.022,0.514,-5.834,0.771,0.337,0.321,5.0,32.0,27.999999999999996,35.0,3
Trust My Lonely,Alessia Cara,150.305,0.662,-6.025,0.583,0.636,0.00541,0.0,29.500000000000004,48.0,22.5,2
Trust My Lonely,Alessia Cara,150.305,0.662,-6.025,0.583,0.636,0.00541,0.0,29.500000000000004,48.0,22.5,2
Wild Things,Alessia Cara,108.029,0.626,-4.826,0.741,0.706,0.02,20.0,42.00000000000001,32.99999999999999,5.0,1
Blame,Calvin Harris,128.017,0.856,-4.078,0.413,0.35,0.0289,0.0,20.0,50.0,30.0,2
How Deep Is Your Love,Calvin Harris,122.003,0.868,-4.373,0.738,0.336,0.0389,20.0,32.0,43.0,5.0,2
My Way,Calvin Harris,119.989,0.913,-3.059,0.819,0.536,0.0935,0.0,52.0,43.0,5.0,1
Outside,Calvin Harris,128.035,0.823,-4.123,0.646,0.418,0.213,0.0,32.0,48.0,20.0,2
Rollin,Calvin Harris,92.002,0.762,-4.486,0.754,0.673,0.45,25.0,12.0,43.0,20.0,2
Summer,Calvin Harris,127.949,0.856,-3.556,0.596,0.743,0.0211,5.0,42.00000000000001,38.0,15.0,1
This Is What You Came For,Calvin Harris,123.963,0.928,-2.787,0.63,0.465,0.199,5.0,37.0,38.0,20.0,2
Under Control,Calvin Harris,126.094,0.915,-3.405,0.544,0.51,0.129,5.0,47.0,38.0,10.0,1
A Night To Remember,Cyndi Lauper,119.883,0.738,-11.434,0.698,0.541,0.252,38.33333333333333,17.0,8.0,36.666666666666664,0
All Through the Night,Cyndi Lauper,95.1,0.65,-5.934,0.573,0.346,0.201,0.0,29.500000000000004,48.0,22.5,2
At Last,Cyndi Lauper,174.332,0.0397,-15.774,0.288,0.213,0.966,13.333333333333334,0.0,51.66666666666666,35.0,2
Back in Your Head,Cyndi Lauper,138.0,0.641,-7.131,0.707,0.494,0.0119,10.0,39.5,27.999999999999996,22.5,1
Boy Blue,Cyndi Lauper,119.856,0.604,-13.324,0.757,0.916,0.0986,63.33333333333333,12.0,18.0,6.666666666666667,0
Calm Inside the Storm,Cyndi Lauper,207.981,0.593,-15.188,0.535,0.723,0.354,43.33333333333333,12.0,21.333333333333332,23.333333333333332,0
Change of Heart,Cyndi Lauper,119.759,0.718,-11.439,0.686,0.488,0.317,23.333333333333332,32.0,18.0,26.666666666666668,1
"""Dont Let Me Be Misunderstood""",Cyndi Lauper,161.73,0.0713,-13.836,0.446,0.18,0.896,16.666666666666664,0.0,70.0,13.333333333333334,2
Echo,Cyndi Lauper,120.019,0.368,-8.823,0.787,0.598,0.000763,32.5,29.500000000000004,27.999999999999996,10.0,0
Funnel Of Love,Cyndi Lauper,135.414,0.734,-9.332,0.768,0.978,0.0652,50.0,12.0,27.999999999999996,10.0,0
Girls Just Want to Have Fun,Cyndi Lauper,120.372,0.799,-4.897,0.71,0.725,0.22,0.0,22.000000000000004,57.99999999999999,20.0,2
Hat Full of Stars,Cyndi Lauper,77.506,0.201,-9.727,0.473,0.192,0.926,26.666666666666668,10.0,30.0,33.33333333333333,3
Heartaches By The Number,Cyndi Lauper,127.806,0.547,-9.614,0.699,0.774,0.0415,25.0,34.5,8.0,32.5,1
High And Mighty,Cyndi Lauper,127.999,0.5,-8.397,0.886,0.68,0.00426,25.0,37.0,18.0,20.0,1
I Drove All Night,Cyndi Lauper,131.067,0.706,-10.637,0.703,0.766,0.233,35.0,24.500000000000004,18.0,22.5,0
I Fall To Pieces,Cyndi Lauper,111.661,0.366,-9.877,0.627,0.582,0.603,26.0,17.5,23.333333333333332,33.166666666666664,3
Iko Iko,Cyndi Lauper,99.885,0.54,-18.918,0.793,0.873,0.336,26.666666666666668,22.000000000000004,18.0,33.33333333333333,3
"""Ill Kiss You""",Cyndi Lauper,138.899,0.852,-5.899,0.762,0.923,0.0561,10.0,22.000000000000004,43.0,25.0,2
