,Decalcomanie_0_OK
Decalcomanie_0_OK,0.0
gogobebe_0_OK,0.7830695134108024
44f4a79e49f7ffcec038573e94cdab5d1b98cda6_0_OK,0.7830695134108024
Egotistic_0_OK,0.902206767134577
SF_0_OK,1.0604925224415578
