,ILoveToo_0_OK
ILoveToo_0_OK,1.0000000000000002
MYMYMY_0_OK,0.9997295214396358
NO THANXXX_0_OK,0.9996051077914015
EpikHigh-NOTHANXXX_0_OK,0.9996051077914015
SidetoSide_0_OK,0.9995681807204094
