,RainySeason_0_OK
RainySeason_0_OK,0.9999999999999999
ja_0_OK,0.9999132667395896
wf_0_OK,0.9998942889551805
Lie_0_OK,0.9998825216037048
Hollywood_0_OK,0.9997587774631764
