,Decalcomanie_0_OK
Decalcomanie_0_OK,1.0000000000000002
Wolves_0_OK,0.9998935198668599
Egotistic_0_OK,0.9998261765011979
gogobebe_0_OK,0.9998044179136788
44f4a79e49f7ffcec038573e94cdab5d1b98cda6_0_OK,0.9998044179136788
