lyrics,singer,title,url
"Could you believe? I could be different
I'll be the difference, I'll lift you high
And I understand your hesitation
My reputation, it's no surpriseSo let me redefine you
And you can see the tide move
Just like tears in the eyes do
And when you're feeling alone
Oh, baby, I'll be right here
Between the sea and silence
So breathe easy my dear
You can find sunshine in the rainI will come running when you call my name
Even a broken heart can beat again
Forget about the one who caused you pain
I swear I'll love you in a different wayI know that love is so unforgiving
You've been a victim too many times
And I'll be the thread, hold you together
I'll be forever, will you be mine?So let me redefine you
And you can see the tide move
Just like tears in the eyes do
And when you're feeling alone
Oh, baby, I'll be right here
Between the sea and silence
So breathe easy my dear
You can find sunshine in the rainI will come running when you call my name
Even a broken heart can beat again
Forget about the one who caused you pain
I swear I'll love you in a different wayHey, hey, hey
I swear I'll love you in a different way
Hey, hey, hey
I swear I'll love you in a different way",lauv,A Different Way (DEVAULT Remix),http://www.metrolyrics.com/a-different-way-devault-remix-lyrics-dj-snake.html
"Could you believe, I could be different?
I'll be the difference, I'll lift you high
And I understand your hesitationOur reputation, it's no surpriseSo let me redefine you
And you can see the tide move
Just like tears in the eyes do
And when you're feeling alone
Oh baby, I'll be right here
Between the sea and silence
So breathe easy my dear
You can find sunshine in the rainI will come running when you call my name
Even a broken heart can beat again
Forget about the one who caused you pain
I swear I'll love you in a different wayI know that love is so unforgiving
You've been a victim too many times
And I'll be the friend, hold you together
I'll be forever, will you be mine?So let me redefine you
And you can see the tide move
Just like tears in the eyes do
And when you're feeling alone
Oh baby, I'll be right here
Between the sea and silence
So breathe easy my dear
You can find sunshine in the rainI will come running when you call my name
Even a broken heart can beat again
Forget about the one who caused you pain
I swear I'll love you in a different wayHey hey, hey
I swear I'll love you in a different way
Hey hey, hey
I swear I'll love you in a different way",lauv,A Different Way,http://www.metrolyrics.com/a-different-way-lyrics-dj-snake.html
,lauv,There's No Way (MYRNE Remix),http://www.metrolyrics.com/theres-no-way-myrne-remix-lyrics-lauv.html
"I met a superhero
I lost her
I want her back
She did things to me that no one else could
And I miss thatOhhh
Don't wanna talk about it
Oooh
I was so wrong about it
Oooh
Can't do a thing about it now
NowCause they say if you love her let her go
And they say if it's meant to be you'll know
KnowI met a superhero
I lost her
I want her back
She did things to me that no one else could
And I miss that
YeahI met a superhero
I lost her
I want her back
She did things to me that no one else could
And I miss that
I miss thatI miss that
X 4Ohhh
Don't wanna talk about it
Oooh
I was so wrong about it
Oooh
Can't do a thing about it now
Now
X 2And they say if it's meant to be you'll know
I met a superhero
I lost her
I want her back
She did things to me that no one else could
And damn, I miss that",lauv,Superhero,http://www.metrolyrics.com/superhero-lyrics-lauv.html
"You touch me and it's almost like we knew
That there will be history between us two
We knew someday that we would have regrets
But we just ignored them the night we met
We just dance backwards into each other
Trying to keep our feelings secretly covered
You touch me and it's almost like we knew
That there will be historyThere's no way that it's not going there
With the way that we're looking at each other
There's no way that it's not going there
Every second with you I want another
But maybe we can hold off one sec
So we can keep this tension in check
But there's no way that it's not going there
With the way that we're looking at each otherI wish I could make the time stop
So we could forget everything and everyone
I wish that the time would line up
So we could just give in to what we want
Cause when I got somebody you don't
And when you got somebody I don't
I wish that the time would line up
So we could just give inThere's no way that it's not going there
With the way that we're looking at each other
There's no way that it's not going there
Every second with you I want another
But maybe we can hold off one sec
So we can keep this tension in check
But there's no way that it's not going there
With the way that we're looking at each otherWe just dance backwards into each other
Trying to keep our feelings secretly covered
We just dance backwards into each other
Trying to keep our feelings secretly covered
You touched me and it's almost like we knew
That there would be historyThere's no way that it's not going there
With the way that we're looking at each other
There's no way that it's not going there
Every second with you I want another
But maybe we can hold off one sec
So we can keep this tension in check
But there's no way that it's not going there
With the way that we're looking at each other(We just keep on dancing right into each other)
(We just keep on dancing right into each other)",lauv,There's No Way,http://www.metrolyrics.com/theres-no-way-lyrics-lauv.html
,lauv,There's No Way (Alle Farben Remix),http://www.metrolyrics.com/theres-no-way-alle-farben-remix-lyrics-lauv.html
"Smile when you're sleepin'
Wonder who you're dreamin' of
Oh, 'cause I could just see you
With wine on your t-shirt and somebody else on your arm
Can't control this feelin'
Wonder who you're dreamin' of
After all of these nights, layin' right by your side
How could my brain make me feel so far?Maybe it's a case of paranoia
Nervous that I'll never really know you
Why do I fear?
Who do I trust?
Maybe it's real, or maybe I'm justParanoid
Paranoid
Maybe I'm just
Paranoid
Paranoid
Maybe I'm justNever felt so naked
Lookin' at you naked
Got your hands down the back of my soul
And the more that I show you, the more I'm afraid
That you're gonna wake up and realize I'm not the one
That I thought I was
That I thought I wasMaybe it's a case of paranoia
Nervous that I'll never really know you
Why do I fear?
Who do I trust?
Maybe it's real, or maybe I'm justParanoid
Paranoid
Whoa
Maybe I'm just
Paranoid
Paranoid
Whoa
Maybe I'm justCrazy
But baby I love you
Baby, I'd love to
Might be
Paranoid
Paranoid
I wish I wasn't
Paranoid
But maybe I'm just",lauv,Paranoid,http://www.metrolyrics.com/paranoid-lyrics-lauv.html
"Remembering what you said
Now, I'm layin' alone in bed
Tryna wrap up this feeling
Fallin' apart instead
'Cause baby we hit the top
Sweeter than sugar rock
Holding onto a moment
Let go, I'm fallin' offI just need a little of it
Need a little, not a lot
To get into it, oh
Keep callin' me homeCan we go back to adrenaline? ('drenaline)
Can we go back to adrenaline? ('drenaline)
Girl you know that
We've been settlin', settlin'
(But...)
But I need to feel
Need to feel it
AdrenalineRemembering all those nights
With your body straight to the sky
You'd work me until the morning
Fall asleep half past nine (a.m.)
So crazy in love
And enough was never enough
Tell me our touch ain't dull now
Tell me our touch ain't dull nowI just need a little of it
Need a little, not a lot
To get into it, oh
Keep callin' me homeCan we go back to adrenaline? ('drenaline)
Can we go back to adrenaline? ('drenaline)
Girl you know that
We've been settlin', settlin'
(But...)
But I need to feel
Need to feel it
AdrenalineAnd I don't know where the ceilin' is
Anymore, oh-ooh-oh, oh-ooh-oh, oh, oh
Anymore, oh-ooh-oh, oh-ooh-oh, oh, ohNo, I don't know where the feelin' is
Anymore, oh-ooh-oh, oh-ooh-oh, oh, oh
Anymore, oh-ooh-oh, oh-ooh-oh, oh, ohNo, I don't, don't, (dont!)
Can we go back to adrenaline? ('drenaline)
(Can we go back from here?)
Can we go back to adrenaline? ('drenaline)
(Can we go back from here?)
Girl you know that
We've been settlin', settlin'
(But...)
But I need to feel
Need to feel it
Adrenaline(Oh, oh-ooh-oh, oh-ooh-oh, oh, oh)
(Anymore, oh-ooh-oh, oh-ooh-oh, oh, oh)
Can we go back from here? (Oh, oh-ooh-oh, oh-ooh-oh, oh, oh)
(Anymore, oh-ooh-oh, oh-ooh-oh, oh, oh)
Can we go back from here? (Oh, oh-ooh-oh, oh-ooh-oh, oh, oh)
(Anymore, oh-ooh-oh, oh-ooh-oh, oh, oh)
Can we got back from here?
'Cause I need to feel
Need to feel it
Adrenaline",lauv,Adrenaline,http://www.metrolyrics.com/adrenaline-lyrics-lauv.html
"To be young and in love in New York City
To not know who I am but still know that I'm good long as you're here with me
To be drunk and in love in New York City
Midnight into morning coffee
Burning through the hours talkingDamnI like me better when I'm with you
I like me better when I'm with you
I knew from the first time, I'd stay for a long time cause
I like me better when
I like me better when I'm with youI like me better when I'm
I like me better when I'm with youI like me better when I'm
I like me better when I'm with youI don't know what it is but I got that feeling
Waking up in this bed next to you swear the room
Yeah it got no ceiling
If we lay, let the day just pass us by
I might get to too much talking
I might have to tell you somethingDamnI like me better when I'm with you
I like me better when I'm with you
I knew from the first time, I'd stay for a long time cause
I like me better when
I like me better when I'm with youI like me better when I'm
I like me better when I'm with youI like me better when I'm
I like me better when I'm with youStay awhile, stay awhile
Stay here with me
Stay awhile, stay awhile, oh
Stay awhile, stay awhile
Stay here with me
Lay here with meI like me better when I'm with you
(Yes I do, yes I do, babe)
I like me better when I'm with you
(Ooh no)
I knew from the first time, I'd stay for a long time cause
I like me better when
I like me better when I'm with you",lauv,I Like Me Better (Ryan Riback Remix),http://www.metrolyrics.com/i-like-me-better-ryan-riback-remix-lyrics-lauv.html
"I wanna hate you cause I still love you
And it's weighing on my chest
We keep our bodies tied together
To ignore what's coming nextI was driving you home in the middle of the night
But I couldn't bring myself to say goodbye
I was driving you home in the middle of the night
And there's no good way, yeah there's no good wayI'm chasing fire when I'm running after you, you
You got that something that I never want to lose, lose, yeah
It's like dancing when the song's already over
Moving without getting any closer, oh
I'm chasing fire when I'm running after youI wanna feel you, really feel you
Not just hold you close at night
We keep our bodies tied together
To ignore what's on our mindsI was driving you home in the middle of the night
But I couldn't bring myself to say goodbye
I was driving you home in the middle of the night
And there's no good way, yeah there's no good wayI'm chasing fire when I'm running after you, you
You got that something that I never want to lose, lose, yeah
It's like dancing when the song's already over
Moving without getting any closer, oh
I'm chasing fire when I'm running after youKeep chasing fire
No other way
No other way
Keep chasing fire
No other way
No other wayI was driving you home in the middle of the night
But I couldn't bring myself to say goodbye
I was driving you home
Even if I go, even if I stayI'm chasing fire when I am running after you, you
You got that something that I never want to lose, lose, yeah
It's like dancing when the song's already over
Moving without getting any closer, oh
I'm chasing fire when I am running after youKeep chasing fire
No other way
No other way
Keep chasing fire
No other way
No other way",lauv,Chasing Fire (Robin Schulz Remix),http://www.metrolyrics.com/chasing-fire-robin-schulz-remix-lyrics-lauv.html
,lauv,I Like Me Better (Cheat Codes Remix),http://www.metrolyrics.com/i-like-me-better-cheat-codes-remix-lyrics-lauv.html
"You got a way of making me feel insane
Like I can't trust my own brain
Unless it's screaming your name
I'd have it no other way
I'd have it no other way
And maybe that's why I stay
How many times can we pick up the same fight?
Can we keep screaming all night?
And make up until it's light?
That's when I say that you're right
And feel your body on mine
Oh, maybe that's why I stayI could be somewhere, chilling on a beach
I could be with someone, making me happy
But that would be too easy, love
And I don't want no easy love
I could put my phone down
Just pick up my keys
I could let you go and we could let it be
But that would be too easy, love
And I don't want no easy loveKeep coming back
Guess you can say I'm attached
Last time we called it a wrap
I came begging and all that
You're like a habit, it's bad
I gotta have it, it's bad
Oh no, I'm not even mad, noI could be somewhere, chilling on a beach
I could be with someone, making me happy
But that would be too easy, love
And I don't want no easy love
I could put my phone down
Just pick up my keys
I could let you go and we could let it be
But that would be too easy, love
And I don't want no easy loveIt's the way you keep me up all night
It's the way you make me lose my mind
Every time I'm saying one more night
It's the way you know I'm yours
It's the way you know I'm yours for lifeI could be somewhere, chilling on a beach
I could be with someone, making me happy
But that would be too easy, love
And I don't want no easy love
I could put my phone down
Just pick up my keys
I could let you go and we could let it be
But that would be too easy, love
And I don't want no easy love",lauv,Easy Love,http://www.metrolyrics.com/easy-love-lyrics-lauv.html
"it's not me you're really mad at
I see it in your eyes
she's always had you pissed off
and you hold it deep inside
I'm telling you to let go, let go
you told me give you a chance
to feel the way you feel, but so you know
even if I don't quite understand
baby, I'll stand
even if I'm blind
I'll pay no mind
and baby I'll stand
even when you drive me half
you drive me half insane
if you promise that yeah that it's not in vain
if you always do the same for me
I won't question, question it
I won't question, question it
I won't question, question it
you think I'm oblivious
maybe that's true
I don't notice
my heart is too focused
on trying to do right by you, by you, by you
I can't control the actions, actions
of somebody else
don't give them satisfaction, no
just leave them on the shelf, oh baby
you know I'll stand
even if I'm blind
I'll pay no mind
and baby I'll stand
even when you drive me half insane
you drive me half insane
if you promise that yeah that it's not in vain
if you always do the same for me
I won't question, question it
I won't question, question it
I won't question, question it
why do LA girls always have this attitude from out of nowhere?
turning nothing into something
ooh girl please don't gi there
I even changed my number
I don't know how they're still calling
just come back to bed
I'll fix this shit in the morning
it's nothing I can't handle
don't wanna waste these candles
as soon as we get done
another one like Khaled sandals
first thing I'll do is make sure you won't even second guess it
you know I love you
that ain't a question
I won't question, question it
I won't question, question it
I won't question, question it
(end)",lauv,Question,http://www.metrolyrics.com/question-lyrics-lauv.html
"Doubt, doubt, doubt
It kills everything that you love
Now, now, now
I'm losing myself on the runAnd I flew to California
Thought I could leave
Every piece of you right here
Yeah I flew to California
Still wide awake
Oh the sun burned it on clearHow I still love you
I still love you
But sometimes you have to go
Trade your heart for bones
To know you need to come back home
Come back homePaint-chipped skies
Nothing is ever as it seems
Behind these codeine eyes
Blind to the world in betweenAnd I flew to California
Thought I could leave
Every piece of you right here
Yeah I flew to California
Still wide awake
Oh the sun burned it on clearHow I still love you
I still love you
But sometimes you have to go
Trade your heart for bones
To know you need to come back home
Come back homeGetaway
I always thought I needed a getaway.
Getaway
I always thought I needed a getaway.
Getaway
I always thought I needed a getaway.
Getaway
I always thought I needed a getaway.But I still love you
I still love you
But sometimes you have to go
Trade your heart for bones
To know you need to come back home
Come back homeGetaway
I always thought I needed a getaway.
Getaway
I always thought I needed a getaway.
Getaway
I always thought I needed a getaway.",lauv,Come Back Home,http://www.metrolyrics.com/come-back-home-lyrics-lauv.html
"Stick, stick to your stones cause that's all you know
I was caught in the middle
I swallow my words down to the bone
Cause nothing's that simpleLate at night you pour it out
Know that only brings you downBut go ahead give me all the blame
Yeah, twist my words and set them to flame, woah
We all know
That you'll go tell all of your friends
That I'm the one you wish you never met
And woah
We all knowThe story never ends, ends
The story never ends, endsWound me like a toy spinning too fast
In every direction
How, how could I stay when you lit a match to all my intentions?Late at night you pour it out
Know that only brings you downBut go ahead give me all the blame
Yeah, twist my words and set them to flame, woah
We all know
That you'll go tell all of your friends
That I'm the one you wish you never met
And woah
We all knowThe story never ends, ends
The story never ends, endsThat's who you are
Crash the car
And blame the road
Never your fault
After all
I would know
The story never ends
The story never ends, ends
The story never ends, ends",lauv,The Story Never Ends (Piano Version),http://www.metrolyrics.com/the-story-never-ends-piano-version-lyrics-lauv.html
"Wait in here wrapped in and trying not to fight again
'Cause I've been holding too long just to let it end
Girl, you must be walking on eggshells
Trying not to sell myself out
I bet that's what she's thinking,
That's when she said, that's when she saidDo you want it bad?
Do you want it bad?
Do you want it bad?
Yeah, she said
Baby, do you?
Are you just comfortable.Do you want it bad?
Do you want it bad?
Do you want it bad?
Yeah, she said
Baby, do you?
Are you just comfortable.Try my best to show appreciation, oh, yeah
But my apologies are just missed communication
Now it's like I'm walking on egg shells
Try not to burn the hell out,
It's like pulling magic through my mouth
That's when she said, that's when she saidDo you want it bad?
Do you want it bad?
Do you want it bad?
Yeah, she said
Baby, do you?
Are you just comfortable.Could I ever do enough to make this coffee more than bitter water?
Could I ever do enough to make you hate this love not like a color
Could I ever do enough to make you feel the way I want to feel
So, the next time that's what she said to youDo you want it bad?",lauv,Comfortable,http://www.metrolyrics.com/comfortable-lyrics-lauv.html
"I've watched those eyes light up with a smile
River in the not good times
Oh, you taught me all that I knowI've seen your soul grow just like a rose
Made it through all of those thorns
Grow into the woman I knowAnd it's killing me, me to say ""I'm fine,"" ""I'm fine""
When I really mean, mean to say.You're my all and more
All I know you taught me, yeah
You're my all and more
But I need room to breathe, yeahI found New York laying in your arms
We'll melt into the bedroom floor
Never knew I'd stay for so longAnd this truth cuts not through one, but both
Not through one, but both of us
But it's deeper if I hold onAnd it's killing me, me to say ""I'm fine,"" ""I'm fine""
When I really mean, mean to say.You're my all and more
All I know you taught me, yeah
You're my all and more
But I need room to breathe, yeahGotta breathe for me, it's now or never
Gotta breathe for me, it's now or neverI should leave, 'cause you deserve better, betterGave my all and more
But I need room to be meYou're my all and more
All I know you taught me, yeah
You're my all and more
But I need room to breathe, yeahBreathe
Breathe",lauv,Breathe,http://www.metrolyrics.com/breathe-lyrics-lauv.html
"[Chorus]
Nobody wanna see us together, but it don't matter, no
('Cause I got you, babe)
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
'Cause we gon' fight
Yeah, we gon' fight
Believe we gon' fight
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)[Verse 1]
Nobody wanna see us together
Nobody thought we'd last forever
I feel I'm hopin' and prayin' things between us gon' get better
Men steady comin' after you, women steady comin' after me
Seems like everybody wanna go for self
And don't wanna respect boundaries
Tellin' you all those lies just to get on yo' side
But I must admit there was a couple secrets I held inside
Just know that I try to always apologize
I'ma have you first always in my heart to keep you satisfied[Chorus]
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
'Cause we gon' fight
Oh yes. we gon' fight
Believe we gon' fight
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)[Verse 2]
Got every right to wanna leave, got every right to wanna go
Got every right to hit the road and never talk to me no mo'
You don't ever have to call, even check for me at all
'Cause the way I've been actin' lately has been off the wall
Especially towards you, puttin' girls before you
They've been watchin' everything I been doin' just to hurt you
Most of it just ain't true and they won't show you
How much of a queen you are to me and why I love you, baby[Hook]
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
'Cause we gon' fight
Oh yes, we gon' fight
Believe we gon' fight
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)[Bridge]
Oh, oh-whoa-oh-oh
'Cause I got you, babe
Oh, oh-whoa-oh-oh
'Cause I got you babe
'Cause I got you babe
Oh, oh-whoa-oh-oh
Oh, oh-whoa-oh-oh[Hook]
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
Nobody wanna see us together
But it don't matter, no
('Cause I got you, babe)
'Cause we gon' fight
Oh yes, we gon' fight
Believe we gon' fight
Fight for our right to love, yeah
Nobody wanna see us together
But it don't matter, no
('Cause I got you)",lauv,Don't Matter,http://www.metrolyrics.com/dont-matter-lyrics-lauv.html
"Running from the morning
Think I hit a wall
Late night, not you
Running from the moment
So I don't recall
Late nights, not youWaking up in a cold sweat
Someone else in this cold bed
I'd do anything to not be alone
All alone with the ceiling
All alone with this feeling
And I wonder if I'll ever let goI tried spending my nights under
Someone new
But the truth is
I could spend my whole life getting over youYeah yeah yeah
Getting over you
Getting over you
Getting over you
Getting over you
Getting over you
Getting over youDrowning in my coffee
To wash the alcohol
Out my bloodstream
Sitting here I wonder
If we hadn't been at all
Who would I beWaking up in a cold sweat
Someone else in this cold bed
And I wonder if I'll ever let goI tried spending
My nights under
Someone new
But the truth is
I could spend my whole life getting over youYeah yeah yeah
Getting over you
Getting over you
Getting over you
Getting over you
Getting over you
Getting over youI tried spending
My nights under
Someone new
But the truth is
I could spend my whole life getting over youGetting over you
Getting over you
Getting over you
Getting over you",lauv,Getting Over You,http://www.metrolyrics.com/getting-over-you-lyrics-lauv.html
"All I know is
We could go anywhere, we could do
Anything, girl, whatever the mood we're in
Yeah, all I know is
Getting lost late at night under stars
Finding love standing right where we are
Your lips, they pull me in the moment
You and I alone and
People may be watching, I don't mind
'Cause anywhere with you feels right
Anywhere with you feels like
Paris in the rain, Paris in the rain
We don't need a fancy tongue or bottles that we can't pronounce
'Cause anywhere babe is like Paris in the rain
When I'm with you, when I'm with you
Paris in the rain, Paris in the rain
I look at you now and I want this forever
I might not deserve it but there's nothing better
Don't know how I ever did it all without you
My heart is about to, about to jump out of my chest
Feelings, they come and they go, that they do
Feelings, they come and they go, not with you
Late nights and street lights and the people
Look at me girl and the whole world could stop
'Cause anywhere with you feels right
Anywhere with you feels like Paris in the rain, Paris in the rain
We don't need a fancy tongue or bottles that we can't pronounce
'Cause anywhere babe is like
Paris in the rain
When I'm with you, when I'm with you
Paris in the rain, Paris in the rain, oh
Going all night with you
All I do is miss you
So come and set the mood right underneath the moonlight
Crazy, Paris, nights in Paris
Need you with my eyes closed
Wonder where the time goes (Isn't it obvious?)(Isn't it obvious?)
So come and set the mood right underneath the moonlight
'Cause anywhere with you feels right
Anywhere with you feels like
Paris in the rain, Paris in the rain
Walking down an empty street
Bottles underneath our feet",lauv,Paris in the Rain,http://www.metrolyrics.com/paris-in-the-rain-lyrics-lauv.html
"Stick, stick to your stones cause that's all you know
I was caught in the middle
I swallow my words down to the bone
Cause nothing's that simpleLate at night you pour it out
Know that only brings you downBut go ahead give me all the blame
Yeah, twist my words and set them to flame, woah
We all know
That you'll go tell all of your friends
That I'm the one you wish you never met
And woah
We all knowThe story never ends, ends
The story never ends, endsWound me like a toy spinning too fast
In every direction
How, how could I stay when you lit a match to all my intentions?Late at night you pour it out
Know that only brings you downBut go ahead give me all the blame
Yeah, twist my words and set them to flame, woah
We all know
That you'll go tell all of your friends
That I'm the one you wish you never met
And woah
We all knowThe story never ends, ends
The story never ends, endsThat's who you are
Crash the car
And blame the road
Never your fault
After all
I would know
The story never ends
The story never ends, ends
The story never ends, ends",lauv,The Story Never Ends,http://www.metrolyrics.com/the-story-never-ends-lyrics-lauv.html
"Didn't know what I wanted, I'll admit that
Still don't know what I'm wanting, I'll be honest
I'm not ready to let you go, noI walk down memory lane late at night
I end up losing my way every time
I wake up missing you more
Oh why did I take her back?I used to have you, now I have this bracelet
I used to have you, now I have this bracelet
I let you go, but baby, I'm gonna wear it
Until I need to, until I need you
All I know is I can't face it
I used to have you, now I have this bracelet
I let you go, but baby, I'm gonna wear it
Until I need to, until I need youAin't no way I could toss it, I'll admit that
That don't mean that I need her
Keep you wrapped around my wrist, oh noI walk down memory lane late at night
I end up losing my way every time
I wake up missing you more
Oh why did I take her back?I used to have you, now I have this bracelet
I used to have you, now I have this bracelet
I let you go, but baby, I'm gonna wear it
Until I need to, until I need you
All I know is I can't face it
I used to have you, now I have this bracelet
I let you go, but baby, I'm gonna wear it
Until I need to, until I need youAnd another day is passing by
Oh, I still need you
Oh, I still need you
And another day is passing by
Oh, I still need you
Oh, I still need you
All these melatonin tears I cry
Oh, I still need you
Oh, I still need you
Oh, I still need youI used to have you, now I have this bracelet
I used to have you, now I have this bracelet
I let you go, but baby, I'm gonna wear it
Until I need to, until I need you
All I know is I can't face it
I used to have you, now I have this bracelet
I let you go, but baby, I'm gonna wear it
Until I need to, until I need youI walk down memory lane late at night
I end up losing my way every time
I wake up missing you more
Just missing you more, oh
'Cause it couldn't [?]
B-bye, bye, bye, bye, bye bye
B-bye, bye, bye, bye
'Cause it couldn't [?]
B-bye, bye, bye, bye, bye bye
Missing you more, oh I",lauv,Bracelet,http://www.metrolyrics.com/bracelet-lyrics-lauv.html
"I thought we said we're good
Was I misunderstood?
You lookin' at me so cold
After all that we've been through
How could you pretend?
I'm someone that you don't know
I'm so sick of planning all my nights, nights
'Round avoiding you it's gotta end
We don't have to love again or try try
But can you tell meOoh why do we
We have to be
Enemies, enemies?
Forget all the scars
All that they are
Memories, memories
I know it hurts cause I feel it too
But after all, all that we been through, yeah
Ooh why do we
We have to be, enemies, enemies?You see me walking towards
You're headed for the door
Why is your shoulder so cold?
I know it's hard to speak With all our history
But that don't mean you should go
I'm so sick of planning all my nights, nights
'Round avoiding you it's gotta end
We don't have to love again or try try
But can you tell meOoh why do we
We have to be
Enemies, enemies?
Forget all the scars
All that they are
Memories, memories
I know it hurts cause I feel it too
But after all that we been through, yeah
Ooh why do we
We have to be
Enemies, enemies?
OhTell me why did, why did we
Throw away the love we had?
And tell me why do, why do we
Love to make it hurt so bad
I know that we can't be friends
But after all the things we been
Ooh why do we, we have to be
Enemies?Ooh why do we
We have to be
Enemies, enemies?
Forget all the scars
All that they are
Memories, memories
I know it hurts cause I feel it too
But after all, all that we been through, yeah
Ooh why do we
We have to be, enemies, enemies?",lauv,Enemies,http://www.metrolyrics.com/enemies-lyrics-lauv.html
"Didn't wanna be a ghost
But you pushed me over and over
Never thought I'd have a vice
Other than you, over and over
Left you in the sky with the fire below
Thought I had it right but I'm stillLost in the light
And I don't know what night it is
You're somewhere else I'm drinking not to guess
Blurry bodies but you're on my mind
We let it go now I'm full of rum and regret
I go out just so I can reforget
I go out just so I can reforget
I go out just so I can reforget
I go I goI never thought a sunrise
Could burn more than a midnight without you
Already paying for tonight
Head spins like a carousel, over and over
Left you in the sky with the fire below
Thought I had it right but I'm stillLost in the light
And I don't know what night it is
You're somewhere else I'm drinking not to guess
Blurry bodies but you're on my mind
We let it go now I'm full of rum and regret
I go out just so I can reforget
I go out just so I can reforget
I go out just so I can reforget
I go out just so I can reforget
I go out just so I can reforget
I go I goTwo more footsteps on the wood floor
But it ain't you
I'm faded so I bring someone home
Over and over, I do this and I'm stillLost in the light
And I don't know what night it is
You're somewhere else I'm drinking not to guess
Blurry bodies but you're on my mind
We let it go now I'm full of rum and regret
I go out just so I can reforget
I go out just so I can reforget
I go out just so I can reforget
I go out just so I can reforget
I go out just so I can reforget
I go out just so I can reforget
I go I go",lauv,Reforget,http://www.metrolyrics.com/reforget-lyrics-lauv.html
"I wanna hate you
'Cause I still love you
And it's weighing on my chest
We keep our bodies tied together
To ignore what's coming nextI was driving you home in the middle of the night
But I couldn't bring myself to say goodbye
I was driving you home in the middle of the night
And there's no good way
Yeah there's no good wayI'm chasing fire when I am running after you, you
You got that something that i never want to lose
Lose, yeah
It's like dancing when the song's already over
Moving without getting any closer,
Ohhh I'm chasing fire when
I'm running after youI wanna feel you
Really feel you
Not just hold you close at night
We keep our bodies tied together
To ignore what's on our mindsI was driving you home in the middle of the night
But I couldn't bring myself to say goodbye
I was driving you home in the middle of the night
And there's no good
Yeah there's no good wayI'm chasing fire when I am running after you, you
You got that something that i never want to lose
Lose, yeah
It's like dancing when the song's already over
Moving without getting any closer, ohhh
I'm chasing fire when I'm running after youKeep chasing fire
No other way
No other way
Keep chasing fire
No other way
No other wayI was driving you home in the middle of the night
but I couldn't bring myself to bring myself to say goodbye
I was driving you home even if I go, even if I stayI'm chasing fire when I am running after you, you
You got that something that I never want to lose, lose, yeah
It's like dancing when the song's already over
Moving without getting any closer
I'm chasing fire when I am running after youKeep chasing fire
No other way
No other way
Keep chasing fire
No other way
No other way",lauv,Chasing Fire,http://www.metrolyrics.com/chasing-fire-lyrics-lauv.html
"We were so beautiful
We were so tragic
No other magic could ever compare
Lost myself, seventeen
Then you came, found me
No other magic could ever compareThere's a room
In my heart with the memories we made
Took 'em down but they're still in their frames
There's no way I could ever forget, mmmFor as long as I live and as long as I love
I will never not think about you
You, mmm
I will never not think about you
From the moment I loved, I knew you were the one
And no matter what I-I do, ooh, mmm
I will never not think about youWhat we had only comes
Once in a lifetime
For the rest of mine, always compareTo the room
In my heart with the memories we made
Nights on fifth, inbetween B and A
There's no way I could ever forget, mmmFor as long as I live and as long as I love
I will never not think about you
You, mmm
I will never not think about you
From the moment I loved, I knew you were the one
And no matter what I-I do, ooh, mmm
I will never not think about youDidn't we have fun?
Didn't we have fun, looking back?
Didn't we have fun?
Didn't we have fun?
Didn't we have fun?
Didn't we have fun, looking back?
Didn't we have fun?
Didn't we have fun?We were so beautiful
We were so tragic
No other magic could ever compare",lauv,Never Not,http://www.metrolyrics.com/never-not-lyrics-lauv.html
"Like a spotlight the water hits me
Ran it extra cold to shake the words from my mouth
Though I know that no one's listening
I nervously rehearse for when you're aroundAnd I keep waiting like you might change my mindWho wrote the book on goodbye?
There's never been a way to make this easy
When there's nothing quite wrong but it don't feel right
Either your head or your heart, you set the other on fireBack and forth now I'm feelin' guilty
Cause I just can't stop this pendulum in my head
Though I know that our time is ending
I'd rather lay forever right in this bedAnd I keep waiting like, you might change my mind
Give me one more nightWho wrote the book on goodbye?
There's never been a way to make this easy
When there's nothing quite wrong but it don't feel right
Either your head or your heart, you set the other on fireNo one knows (knows)
No one knows (knows)
We fell from the peak
And the stars, they broke their code
I'm trying to forget
How I landed on this road
I'm caught in betweenWhat I wish and what I know
When they say that you just know
Who wrote the book on goodbye?
There's never been a way to make this easy
When there's nothing quite wrong but it don't feel right
Either your head or your heart, you set the other on fire
No on knows (knows)
No one knows (knows)
No one knows (knows)
No one knows (knows)
You set the other on fire",lauv,The Other,http://www.metrolyrics.com/the-other-lyrics-lauv.html
