lyrics,singer,title,url
"Now we're staring at the ceiling
You're so pretty when you're mad
All that I can hear is breathing
Aaah AaahAnd we're stuck inside the silence
In a cold cold war
We're to proud to say we're sorry
Aaah AaahRight now it feels like we're bleeding
So deep that we might not get back up
Our words will tear through the surface
Like a paper, like a papercutRight now don't know why I love you
But by the morning when we wake up
I'll reach for you and remember
It was just a paper, just a papercutI find refuge in the distance
even when we're breaking down
Can we pause it just for one kiss?
Aaah AaahCause I never meant to hurt you
And I know you feel the same
Still the only one I run to
Aaah AaahRight now it feels like we're bleeding
So deep that we might not get back up
Our words will tear through the surface
Like a paper, like a papercutRight now don't know why I love you
But by the morning when we wake up
I'll reach for you and remember
It was just a paper, just a papercutRight now it feels like we're bleeding
So deep that we might not get back up
Our words will tear through the surface
Like a paper, like a papercut
Right now don't know why I love you
But by the morning when we wake up
I'll reach for you and remember
It was just a paper, just a papercut",troye sivan,Papercut (Grey Remix),http://www.metrolyrics.com/papercut-grey-remix-lyrics-zedd.html
"I woke up pissed off today
And lately everyone feels fake
Somewhere, I lost a piece of me
Smoking cigarettes on balconiesBut I can't do this alone
Sometimes I just need a light
If I call you on the phone
Need you on the other sideSo when your tears roll down your pillow like a river
I'll be there for you
I'll be there for you
When you're screaming, but they only hear you whisper
I'll be loud for you
But you gotta be there for me tooBut you gotta be there for me tooLast year took a toll on me
But I made it with you next to me
Around the world and back again
I hope you're waiting at the endBut I can't do this alone
Sometimes I just need a light
If I call you on the phone
Need you on the other sideSo when your tears roll down your pillow like a river
I'll be there for you
I'll be there for you
When you're screaming, but they only hear you whisper
I'll be loud for you
I'll be loud for youI got you, I promise
Let me be honest
Love is a road that goes both ways
When your tears roll down your pillow like a river
I'll be there for you
But you gotta be there for me tooBut you gotta be there for me tooBoy, I'm holding on to something
Won't let go of you for nothing
I'm running, running just to keep my hands on you
There was a time that I was so blue
What I got to do to show you?
I'm running, running just to keep my hands on youRunning, running just to keep my hands on you
Running, running just to keep my hands on you
So, I'm running, running just to keep my hands on you
But you gotta be there for me tooBut you gotta be there for me too",troye sivan,There For You,http://www.metrolyrics.com/there-for-you-lyrics-martin-garrix.html
"[Verse 1: Britney Spears + Gwen Stefani]
Can hold a gun
And hold your heart
Can put out fires
And make 'em start
Skin and bones
And flesh and blood
With all this nerve
How did we get this numb[Pre-Chorus: Meghan Trainor + Troye Sivan]
Cus they can hurt
Or they can heal
They can give back
Or they can steal
They can break the world
Or they can change it too
[Chorus: All Together]
Ooh hands
Hands
Woooo hands
Oh hands
Cause they can love
Or they can take
They can fight up
Until they save
They can break the world
They can change it too
Ooh hands[Verse 2: Selena Gomez + Kacey Musgraves]
Doesn't matter
Who you love
All that matters
Is your love
I've been watching news
And seeing all this hate
Tell me is it wrong
To want a little change[Pre-Chorus: Mary J. Blige]
They can hurt
Or they can heal
They can give back
Or they can steal
They can break the world
Or they can change it too[Chorus: All Together led by Jason Derulo]
Ooh hands
Hands
Woooo hands
Oh hands
Cause they can love
Or they can take
They can fight up
Until they save
They can break the world
They can change it too
Ooh hands[Post-Chorus: Led by Imagine Dragons]
If a million hands can build a wall
A million hands can break it down
If a million hands can build a wall
A million hands can break it down
Ooooh[Bridge: Jennifer Lopez]
Can hold a gun
And hold your heart
Can put out fires
And make 'em start
I've been watching news
And seeing all this hate
Tell me is it wrong
To want a little change[Chorus: Adam Lambert & Tyler Glenn + P!NK & MNEK]
Ooh hands
Hands
Woooo hands
Oh hands
Cause they can love
Or they can take
They can fight up
Until they save
They can break the world
They can change it too
Ooh hands[Post-Chorus: Led by Imagine Dragons]
If a million hands can build a wall
A million hands can break it down
If a million hands can build a wall
A million hands can break it down
Ooooh[Outro: RuPaul + (Mary Lambert) + Nate Ruess + Together]
Just take my hand baby
Everybody say love
(All that matters is your love)
(Change it or break it)
(They can love or they can take it, take it all)
If a million hands can build a wall
A million hands can break it down
If a million hands can build a wall
A million hands can break it down
Ooooh",troye sivan,Hands (A Song For Orlando),http://www.metrolyrics.com/hands-a-song-for-orlando-lyrics-various-artists.html
"June Haverly, you always get your way
But, June Haverly, not today no not today
You're on top of the world
Just trying to stay on track
And they'll kiss your feet
While they stab your back
And watch your star it burn to blaze and cry
June Haverly, you always got your way
But not today
No not today
No not today
June Haverly, you're not to blame
No not to blame
And, June Haverly don't be ashamed
For all the pain
You're on top of the world
Just trying to stay on track
And they'll kiss your feet
While they stab your back
And watch your star it burn to blaze and cry
June Haverly
We miss you so
Why'd you go
Oh Why'd you go
You're on top of the world
Just trying to stay on track
And they'll kiss your feet
While they stab your back
And watch your star it burn to blaze and cry
June Haverly
We miss you so
Why'd you go
Oh why'd you go",troye sivan,June Haverly,http://www.metrolyrics.com/june-haverly-lyrics-troye-sivan.html
"Sweet life livin'
Pools and swimming
Drinks in bars and
Boys in cars and
Rooftop sitting
Skinny dipping
Shooting stars with you
Fat cigars andThat weekend up in the islands
They stop and stare
Flashes filling the silence
Of a Hollywood love affair
Waking up in the islands
Cause I saw you there
Lost and tryna beI was just tryna be cool
I was just tryna be like you
I'm a spark and you're a boom
What am I supposed to do?Mansion debut
Love it, do you?
Absent father
Pays his daughter
And her mama withdrew
From the life they once knew
She had a heart, but
She sold it off forThat weekend up in the islands
They stop and stare
Flashes filling the silence
Of a Hollywood love affair
Waking up in the islands
Cause I saw you there
Lost and tryna beI was just tryna be cool
I was just tryna be like you
I'm a spark and you're a boom
What am I supposed to do?Well, I've got that cigarette smoke
and Saint Laurent coat
But nothing is feeling right
I drink but I choke
I love but I don't, yeah
I was just tryna be cool
I was just tryna be like youI was just tryna be cool
I was just tryna be like you
I'm a spark and you're a boom
What am I supposed to do?Well, I've got that cigarette smoke
And Saint Laurent coat
But nothing is feeling right
I drink but I choke
I love but I don't, yeah
I was just tryna be cool
I was just tryna be like you",troye sivan,Cool,http://www.metrolyrics.com/cool-lyrics-troye-sivan.html
"Each morning I get up, I die a little
Can barely stand on my feet
Take a look in the mirror and cry
Lord, what you're doing to me
I spent all my years in believing you
But I just can't get no relief, LordSomebody
Ooh, somebody
Can anybody find me
Somebody to love?I work hard
Every day of my life
I work 'til I ache in my bones
At the end of the day
I take home my pay all on my own
I get down on my knees
And I start to pray
'Til the tears run down from my eyes, LordSomebody
Ooh, somebody
Can anybody find me
Somebody to love?Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Can anybody find me
Somebody to love?",troye sivan,Somebody To Love,http://www.metrolyrics.com/somebody-to-love-lyrics-troye-sivan.html
"[Verse 1]
I'll keep wearing these running shoes 'til I'm all worn out
And they're no use to me
No use to me
Gunning for a peace from this abuse
'Cause I'm all tired out and I'm no use to you
No use to you[Pre-Chorus]
And there's no rest for the wicked
So I'm screaming and I'm kicking to sleep
To sleep
The beliefs they're instilling
On the boys, on the children
On me, on me[Chorus]
I've been running, I've been running for a while
For a while
I've been running, I've been running for a while
For a while[Post-Chorus]
These running shoes weigh me down
These running shoes are wearing out
This running[Verse 2]
Carved his name in the carpet
Right where I spent all of my sleepless nights in that room
In that room
Can't get his face out of my mind
And God knows that I've tried and tried for you[Pre-Chorus]
And there's no rest for the wicked
So I'm screaming and I'm kicking to sleep
To sleep
The beliefs they're instilling
On the boys, on the children
On me, on me[Chorus]
I've been running, I've been running for a while
(Running, running)
For a while
(Running, running)
I've been running, I've been running for a while
(Running, running)
For a while
(Running, running)[Post-Chorus]
These running shoes weigh me down
(I've been running, I've been running for a while)
These running shoes are wearing out
This running
These running shoes weigh me down
(I've been running, I've been running for a while)
These running shoes are wearing out
This running
These running shoes weigh me down",troye sivan,Running Shoes,http://www.metrolyrics.com/running-shoes-lyrics-troye-sivan.html
"Oh and I, don't know how to feel
Just like that, 2013, it's been real
Oh and I, think I just shed a tear
2013, it's been a kick ass yearMiley went on twerked on stage,
Made the whole world fill with rage,
But she sold records, like she was taught
And then came around little old LordeSpeaking of royals, they had a baby
And then came out - Mr. Tom Daley!
The world's realising it's not a choice
I'm still Troye, I just happen to like boys.
(What? I like boys, have you seen their butts? Exactly!)Robin Thicke went to Number 1
Even though the song was sexist and dumb
Yeah that's right, I'm talking Blurred Lines
But oh shit wait, let's talk about Amanda Bynes!Everybody says she went a bit koo-koo
Telling Drake he should murder her hoo-hoo
We say she's the one who's going cray,
But here we are asking What The Fox Say?Oh and I, don't know how to feel
Just like that, 2013, it's been real
Oh and I, think I just shed a tear
2013, it's been a kick ass yearThe US Government needed a break,
Probably to go do the Harlem Shake
Catching Fire was good, dudes
Got me as excited as the Dylan Sprouse nudesThe 1D boys said This Is Us
Beyonce dropped an album without a fuss,
Rest in peace to Nelson Mandela,
To you Madiba, we're indebted foreverOh and I, don't know how to feel
Just like that, 2013, it's been real
Oh and I, think I just shed a tear
2013, it's been a kick ass year(Now do the Harlem Shake)
Oh and I, don't know how to feel
Just like that, 2013, it's been real
Oh and I, think I just shed a tear
2013, it's been a kick ass year",troye sivan,The 2013 Song,http://www.metrolyrics.com/the-2013-song-lyrics-troye-sivan.html
"You're a revelation
Won't you liberate me now
From a holy worldYou're a revolution
I will liberate you now
As the walls come downIt's a rocky road to say
Maybe I won't go
Hey dear, you're a wrecking ball
And you're here crushing all I'm toldEver I roam
Ever I roam
Further from home
Your hand I holdIt's a revelation
There's no hell in what I found
No kingdom shell
How the tides are changing
As you liberate me now
And the walls come down'Til the end
It's a rocky road to say
Maybe I won't go
Hey dear, you're a wrecking ball
And you're here crushing all I'm toldEver I roam
Ever I roam
Further from home
Your hand I hold
Ever I roam
Ever I roam
Ever I roam",troye sivan,Revelation (Vinyl Version),http://www.metrolyrics.com/revelation-vinyl-version-lyrics-troye-sivan.html
,troye sivan,I STILL HAVE YOU,http://www.metrolyrics.com/i-still-have-you-lyrics-troye-sivan.html
"One Direction took over the world
All the boys and Harry's curly curls
And Obama's back
I guess he's a hit
Thank you U.S 'cause Mitt Romney's a shit
Gangnam Style took over the tubes
The London Olympics were pretty huge.
Drake told people ""You Only Live Once.""
Hashtag YOLO song
Carly Jepsen said ""Call Me Maybe.""Justin said ""That's not my baby.""
In Twenty twelve Ooh-ooh Twenty twelve
In Twenty twelve. A-aah Twenty twelve
Kony, please, stop acting like a prick
The prudecer of that played with his
Cole Sprouse joined Tumblr, we said ""Hello.""
But now he's just somebody that we used to know
Somebody Somebody
That dude Felix, jumped out of the skyEveryone thought, he's gonna die
Swag, swag, swag on youPersonally, I started vlogging too
In Twenty twelve Ooh-ooh Twenty twelveIn Twenty twelve A-aah Twenty twelve
The world ended and we all got owned
Oh wait, shit, sorry
That was postponed
In Twenty twelve Ooh-ooh Twenty twelve
In Twenty twelve A-aah Twenty twelve
In Twenty twelve Ooh-ooh Twenty twelve
In Twenty twelve A-aah Twenty twelve",troye sivan,The 2012 Song,http://www.metrolyrics.com/the-2012-song-lyrics-troye-sivan.html
"I smell heartbreak on my hands
I feel sick to my stomach as I begin to stand
I see your outline in my bed
In the same spot I watched him rest his headI've done you wrong, I regret it
I write this song, trying to forget it
I feel this emptiness in my chest
It feels surreal, but I'm feeling stressedI need to do something
I fucked up for nothing
Now I gotta just tell someone,
Tell someone what I've donePlease bathe me now, wash me clean
Just set my heart on fire, like gasoline
Bathe me now, wash me clean
Just set my heart on fire, like gasoline
Oh, no, like gasolineI wake up the morning after
You call but I don't answer
And I can't look you in the eye,
No matter how hard I tryYou deserve forever,
Not a boy looking for better
But as long as you're still here,
I'mma try to keep you nearPlease bathe me now, wash me clean
Just set my heart on fire, like gasoline
Bathe me now, yeah, wash me clean
Just set my heart on fire, like gasolinePlease bathe me now, wash me clean
Just set my heart on fire, like gasoline
Bathe me now, yeah, wash me clean
Just set my heart on fire, like gasolineBathe me now, wash me clean
Just set my heart on fire, just like gasoline",troye sivan,Gasoline,http://www.metrolyrics.com/gasoline-lyrics-troye-sivan.html
"I got the good side of things
Left you with both of the rings
My fingers danced
And swayed in the breeze
The change in the wind took you down to your kneesI got the good side of you
Sent it out into the blue
The people danced
To the sound of your heart
The world sang along to it falling apartBut I sympathise
And I recognise
And baby, I apologise
That I got the good side
The good side of thingsI got the good side of life
Travelled the universe twice
So many thoughts I wanted to share
But I didn't call because it wouldn't be fairThen I got the good side of new
Found arms to fall right into
I know how it looked
It wasn't the plan
And someday I hope that you'll understandThat I sympathise
And I recognise
And baby, I apologise
That I got the good side
The good side of thingsI'm sure we'll meet in the spring
And catch up on everything
I'll say I'm proud of all that you've done
You taught me the ropes, and you taught me to loveBut I sympathise
And I recognise
And baby, I apologise
That I got the good side
The good side of thingsSympathise
Recognise
ApologiseThat I got the good side
The good side of things",troye sivan,The Good Side,http://www.metrolyrics.com/the-good-side-lyrics-troye-sivan.html
"Glow is low and it's dimming
And the silence is ringing
And I can almost feel your breath
I can almost feel the rest
Night is young and we're living
Hands move, moving steady
And the time is moving slower
I can feel we're getting closer, closerStanding in the eye of the storm
My eyes start to roam
To the curl of your lipsIn the center of eclipseIn total darkness I, I reach out and touch
My mind's gone on racing
On a horse that's escaping
And I'm ready to jump,
Yeah, I'm ready to swim
Life is chances that are taken
But nothing's ever broken
They're just pieces on the ground
New hands need to build themMy mind's gone on running
My hands cut looseYeah, but there's no need for answers
Just the things you gotta do
And I need you to trustThat I'm lost and we must
Get past all these rules
We must choose
To reach out and touch
Standing in the eye of the storm
My eyes start to roam
To the curl of your lips
In the center of eclipse
In total darkness I, reach out and...
Standing in the eye of the storm
My eyes start to roam
To the curl of your lips
In the center of eclipse
In total darkness I reach, I reach out and touch",troye sivan,Touch,http://www.metrolyrics.com/touch-lyrics-troye-sivan.html
"The sun sets longer
Where I am from
Where dreams go to die
While having funThe boys fix their cars and
Girls eat it up
Loving's so good when
Love is youngYeah, there's so much history in these streets
And mama's good eats
Oh Wonder on repeat
So much history in my head
The people I've left
The ones that I've kept
Have you heard me on the radio?
Did you turn it up?
On your blown-out stereo
In suburbia, ah-ah
Could be playing hide and seek from home
Can't replace my blood
Yeah, it seems I'm never letting go
Of suburbia, ah-ahSwallow nostalgia
Chase it with lime
Better than dwelling
And chasing timeMissing occasions
I can't rewind
Can't help but feel
I've lost what's mineYeah, there's so much history in these streets
And mama's good eats
Oh Wonder on repeat
So much history in my head
The people I've left
The ones that I've kept
Have you heard me on the radio?
Did you turn it up?
On your blown-out stereo
In suburbia, ah-ah
Could be playing hide and seek from home
Can't replace my blood
Yeah, it seems I'm never letting go
Of suburbia, ah-ahThey always say that nothing ever changes
Through the new lines that are on their faces
Yeah, they all say that nothing ever changes
Through the new lines that are on their faces, ohYeah, there's so much history in these streets
And mama's good eats
Oh Wonder on repeat
So much history in my head
The people I've left
The ones that I've kept
Have you heard me on the radio?
Did you turn it up?
On your blown-out stereo
In suburbia, ah-ah
Could be playing hide and seek from home
Can't replace my blood
Yeah, it seems I'm never letting go
Of suburbia, ah-ah",troye sivan,Suburbia,http://www.metrolyrics.com/suburbia-lyrics-troye-sivan.html
"I've been running, running, run
I've been running, running, run
I've been running, running, run
I've been running, running, runSo tell me how I'm gonna get past this wave to empty swimming pools
Cause I just wanna be at the start of after loving you
I plant my feet and I clench my teeth
I can't outrun what's coming after me
So tell me how I'm gonna get past this wave to empty swimming poolsBut I see a lighthouse in the distance calling my name
But I can't get there 'til I go through all of this pain
There's a glimmer of hope like an exhale of smoke in the sky
And sometimes you drain out all the shit that used to feel right
Empty swimming poolsI've been running, running, run
I've been running, running, run
I've been running, running, run
I've been running, running, runSo tell me how I'm gonna get past this wave to empty swimming pools
Tell me how I'm gonna feel less secure when I look at you
So I close my eyes and just visualize
The greener skies on the other side
So tell me how I'm gonna get past this wave to empty swimming poolsBut I see a lighthouse in the distance calling my name
But I can't get there 'til I go through all of this pain
There's a glimmer of hope like an exhale of smoke in the sky
And sometimes you drain out all the shit that used to feel right
Empty swimming pools
Empty swimming pools
Empty swimming pools
Empty swimming poolsI've been running, running, run
I've been running, running, run
I've been running, running, run
I've been running, running, run
I've been running, running, run
I've been running, running, run
I've been running, running, run
I've been running, running, run",troye sivan,Swimming Pools,http://www.metrolyrics.com/swimming-pools-lyrics-troye-sivan.html
,troye sivan,What A Heavenly Way To Die,http://www.metrolyrics.com/what-a-heavenly-way-to-die-lyrics-troye-sivan.html
"Valentines day is creeping up on me
Still staring at you on my computer screen
Writing a fan fic in the middle of the night
Because, you know, this will bring us closer, right?
""You've never met them"", the peasant cried
Shut the fuck up, bitch, do you want to die
I've told you before, are you deaf?
I've fallen in love with a gif
Otp, we're my otp
baby you and me
We'd be so sexy
Otp, we're my otp,
baby you and me
We'd be so sexy
Bieber fever, one direction infection
Whatever floats your boat, what's your addiction?
And you, tumblr, you make it so much worse
You make me feel the feels, right where it hurts!
I'll love you always, I'll love you 5ever
I'll love you as much as I love nutella!
Otp, we're my otp,
baby you and me
We'd be so sexy
Otp, we're my otp, baby you and me
We'd be so sexy",troye sivan,We're My Otp,http://www.metrolyrics.com/were-my-otp-lyrics-troye-sivan.html
"As the smile fell from your face, I fell with it
Our faces blue
There's a heart stain on the carpet
I left it, I left it with you
Yeah, the truth is that I'm sorry
Though I told you not to worry
I'm just some dumb kid
Trying to kid myself
That I got my shit togetherSo go, get to runnin', won't you hurry?
While it's light out, while it's early
Before I start to miss any part of this
And change my mind, whateverI say I wanna settle down
Build your hopes up like a tower
I'm giving you the run around
I'm just a lost boy
Not ready to be found
Not ready to be found
I'm just a lost boy
Not ready to be foundI don't care much for locks on the window
To keep me at bay
I'll leave you one last kiss on your pillow
Before I fly away
Yeah we knew from the beginning
That this wasn't never ending
Shouldn't stay too long
Cause we're both too young
To give into foreverI say I wanna settle down
Build your hopes up like a tower
I'm giving you the run around
I'm just a lost boy
Not ready to be found
Not ready to be found
I'm just a lost boySo what are you waiting for?
Cause someone could love you more
I'm just a lost boy, lost boy
So what are you waiting for?
Cause someone could love you more
I'm just a lost boy, lost boy
So what are you waiting for?
Cause someone could love you more
I'm just a lost boy, lost boy
So what are you waiting for?
Cause someone could love you more
I'm just a lost boy, lost boyI say I wanna settle down
Build your hopes up like a tower
I'm giving you the run around
I'm just a lost boy
Not ready to be found
Not ready to be found
I'm just a lost boy
Not ready to be found",troye sivan,Lost Boy,http://www.metrolyrics.com/lost-boy-lyrics-troye-sivan.html
"I sent you a postcard from Tokyo baby, you never picked it up",troye sivan,Postcard,http://www.metrolyrics.com/postcard-lyrics-troye-sivan.html
,troye sivan,Plum,http://www.metrolyrics.com/plum-lyrics-troye-sivan.html
"We are runnin' so fast
And we never look back
And whatever I lack, you make upWe make a really good team
Though not everyone sees
We got this crazy chemistry between usJump starting your car 'cause this city's a bore
Buying e-cigarettes at the convenience store
Making new clichés on our own little tour
Let's rideYou don't have to say I love you to say I love you
Forget all the shooting stars and all the silver moons
We've been making shades of purple out of red and blue
Sickeningly sweet like honey, don't need moneyAll I need is you
All I need is you, youWe try staying up late
But we both are light weights
Yeah we get off our face, too easyAnd we take jokes way too far
'Cause sometimes living's too hard
We're like two halves of one heart
We are, we are, we areYou don't have to say I love you to say I love you
Forget all the shooting stars and all the silver moons
We've been making shades of purple out of red and blue
Sickeningly sweet like honey, don't need money
All I need is you
All I need is you, youEat a pill stay and chill, you don't need to go
I'm about to bring emo back if you leave my home
I'd panic at the disco and you'd rather watch a TV show
Then I'll squeeze your booty real hard like I'm kneading doughPizza boy, I'm speeding for ya
We can get married tonight if you really wanna
Me in a cheap suit like a sleazy lawyer
And if you break this lil' heart, it'd be an honourYou don't have to say I love you to say I love you
Forget all the shooting stars and all the silver moons
We've been making shades of purple out of red and blue
Sickeningly sweet like honey, don't need money
All I need is you
All I need is you, you",troye sivan,For Him,http://www.metrolyrics.com/for-him-lyrics-troye-sivan.html
"Wild, wild, hey!Trying hard not to fall
On the way home
You were trying to wear me down, down
Kissing up on fences and up on walls
On the way home
I guess it's all working out, now'Cause there's still too long to the weekend
Too long till I drown in your hands
Too long since I've been a fool, ohLeave this blue neighbourhood
Never knew loving could hurt this good, oh
And it drives me wild'Cause when you look like that
I've never ever wanted to be so bad, oh
It drives me wildYou're driving me wild, wild, wild
You're driving me wild, wild, wild
You're driving me wildWild, wild, hey!White noise in my mind
Won't calm down
You're all I think about
Running on the music and night highs
But when the light's out it's me and you now, now'Cause there's still too long to the weekend
Too long till I drown in your hands
Too long since I've been a fool, ohLeave this blue neighbourhood
Never knew loving could hurt this good, oh
And it drives me wild'Cause when you look like that
I've never ever wanted to be so bad, oh
It drives me wildYou're driving me wild, wild, wild
You're driving me wild, wild, wild
You're driving me wild, wild, wild
You're driving me wild, wild, wildYou make my heart shake
Bend and break
But I can't turn away
And it's driving me wild
You're driving me wildYou make my heart shake
Bend and break
But I can't turn away
And it's driving me wild
You're driving me wildHey!Leave this blue neighbourhood
Never knew loving could hurt this good, oh
And it drives me wild'Cause when you look like that
I've never ever wanted to be so bad, oh
It drives me wildYou're driving me wild, wild, wild
You're driving me wild, wild, wild
You're driving me wild, wild, wild
You're driving me wild, wild, wildWild, wild, wild, hey!",troye sivan,Wild,http://www.metrolyrics.com/wild-lyrics-troye-sivan.html
"I want you all to myself
Don't leave none for nobody else
I am an animal with you",troye sivan,Animal,http://www.metrolyrics.com/animal-lyrics-troye-sivan.html
"Shine on, diamond
Don't make me wait another day
'Cause passion is passion
You know it just as well as meNow, let's stop running from love
Running from love
Let's stop, my baby
Let's stop running from us
Running from us
Let's stop, my babyOh my, my, my!
I die every night with you
Oh my, my, my!
Living for your every moveSpark up, buzz cut
I got my tongue between your teeth
Go slow, no, no, go fast
You like it just as much as meNow, let's stop running from love
Running from love
Let's stop, my baby
Let's stop running from us
Running from us
Let's stop, my babyOh my, my, my!
I die every night with you
Oh my, my, my!
Living for your every moveShould be the last night ever
Should be the last night we're apart
Got my name on this treasure
On this treasureOh my, my, my!
I die every night with you
Oh my, my, my!
Living for your every move",troye sivan,My My My!,http://www.metrolyrics.com/my-my-my-lyrics-troye-sivan.html
"Kiss me on the mouth and set me free
Sing me like a choir
I can be the subject of your dreams
Your sickening desire
Don't you want to see a man up close?
A phoenix in the fireSo kiss me on the mouth and set me free
But please don't biteYou can coax the cold right out of me
Drape me in your warmth
The rapture in the dark puts me at ease
The blind eye of the storm
Let's go for a walk down Easy Street
Where you can be rebornAnd kiss me on the mouth and set me free
But please, don't biteAah, I'm pulling on your heart to push my luck
Aah, cause who's got any time for growin' up?
Kiss me on the mouth... bite
Kiss me on the mouth... bite
Kiss me, kiss me on the mouth and set me free
Kiss me on the mouth and set me free
Kiss me on the mouth and set me free
Kiss me on the mouth and set me freeKiss me on the mouth and set me free
Sing me like a choir
I can be the subject of your dreams
Your sickening desire
Don't you wanna see a man up close
A phoenix in the fire
So kiss me on the mouth and set me free
But please don't bite",troye sivan,Bite,http://www.metrolyrics.com/bite-lyrics-troye-sivan.html
"The truth runs wild
Like a tear down a cheek
Trying to save face, and daddy heart break
I'm lying through my teethThis voice inside
Has been eating at me
Trying to replace the love that I fake
With what we both needThe truth runs wild
Like kids on concrete
Trying to sedate, my mind in its cage
And numb what I seeAwake, wide eyed
I'm screaming at me
Trying to keep faith and picture his face
Staring up at meWithout losing a piece of me
How do I get to heaven?
Without changing a part of me
How do I get to heaven?
All my time is wasted
Feeling like my heart's mistaken, oh
So if I'm losing a piece of me
Maybe I don't want heavenThe truth runs wild
Like the rain to the sea
Trying to set straight the lines that I trace
To find some releaseThis voice inside
Has been eating at me
Trying to embrace the picture I paint
And colour me freeWithout losing a piece of me
How do I get to heaven?
Without changing a part of me
How do I get to heaven?
All my time is wasted
Feeling like my heart's mistaken, oh
So if I'm losing a piece of me
Maybe I don't want heavenSo I'm counting to fifteen
Counting to fifteen, counting to fifteen
So I'm counting to fifteen
Counting to fifteen, counting to fifteen
So I'm counting to fifteen
Counting to fifteen, counting to fifteen
So I'm counting to fifteen
Counting to fifteen, counting to fifteen
Without losing a piece of me
How do I get to heaven?
Without changing a part of me
How do I get to heaven?
All my time is wasted
Feeling like my heart's mistaken, oh
So if I'm losing a piece of me
Maybe I don't want heaven
The truth runs wild
Like a tear down a cheek",troye sivan,Heaven,http://www.metrolyrics.com/heaven-lyrics-troye-sivan.html
"I wanna sleep next to you
But that's all I wanna do right now
And I wanna come home to you
But home is just a room full of my safest sounds'Cause you know that I can't trust myself with my 3AM shadow
I'd rather fuel a fantasy than deal with this aloneI wanna sleep next to you
But that's all I wanna do right now
So come over now and talk me downI wanna hold hands with you
But that's all I wanna do right now
And I wanna get close to you
'Cause your hands and lips still know their way aroundAnd I know I like to draw that line, when it starts to get too real
But the less time that I spend with you, the less you need to healI wanna sleep next to you
But that's all I wanna do right now
So come over now and talk me downTalk me downSo if you don't mind, I'll walk that line
Stuck on the bridge between us
Gray areas and expectations
But I'm not the one if we're honest, yeahBut I wanna sleep next to you
And I wanna come home to you
I wanna hold hands with you
I wanna be close to youBut I wanna sleep next to you
And that's all I wanna do right now
And I wanna come home to you
But home is just a room full of my safest sounds
So come over now
And talk me down",troye sivan,Talk Me Down,http://www.metrolyrics.com/talk-me-down-lyrics-troye-sivan.html
"Remember when we first met?
You said: ""Light my cigarette""
So I lied to my mom and dad
And jumped the fence and I ran
But we couldn't go very far
'Cause you locked your keys in your car
So you sat and stared at my lips
And I could already feel your kissLong nights, daydreams
Sugar and smoke rings, I've been a fool
But strawberries and cigarettes always taste like you
Headlights, on me
Racing to 60, I've been a fool
But strawberries and cigarettes always taste like
Blue eyes, black jeans
Lighters and candy, I've been a fool
But strawberries and cigarettes always taste like youRemember when you taught me fate
Said it all be worth the wait
Like that night in the back of the cab
When your fingers walked in mine
Next day, nothing on my phone
But I can still smell you on my clothes
Always hoping things would change
But we went right back to your gameLong nights, daydreams
Sugar and smoke rings, I've been a fool
But strawberries and cigarettes always taste like you
Headlights, on me
Racing to 60, I've been a fool
But strawberries and cigarettes always taste like
Blue eyes, black jeans
Lighters and candy, I've been a fool
But strawberries and cigarettes always taste like youAnd even if I run away
And give our heart a harder day
Still strawberries and cigarettes always taste like you
You always leave me wanting more
I can't shake my hunger for
Strawberries and cigarettes always taste like you
Yeah, they always taste like you
You
Long nights, daydreams
With that sugar and smoke rings
Always taste like youHeadlights, on me
Racing to 60, I've been a fool
But strawberries and cigarettes always taste like
Blue eyes, black jeans
Lighters and candy, I've been a fool
But strawberries and cigarettes always taste like you",troye sivan,Strawberries & Cigarettes,http://www.metrolyrics.com/strawberries-cigarettes-lyrics-troye-sivan.html
"The weight of a simple human emotion
Weighs me down more than the tank ever did
The pain, it's determined and demanding
To ache, but I'm okayAnd I don't want to let this go
I don't want to lose control
I just want to see the stars with you
And I don't want to say goodbye
Someone tell me why
I just want to see the stars with youYou lost, a part of your existence
In the war, against yourself
Oh, the lights, they light up in lights of sadness
Telling you, it's time to goAnd I don't want to let this go
I don't want to lose control
I just want to see the stars with you
And I don't want to say goodbye
Someone tell me why
I just want to see the stars with youDon't give it up just yet
Stay grand for one more minute,
Don't give it up just yet
Stay grandDon't give it up just yet
Stay grand for one more minute,
Don't give it up just yet
Stay grandDon't give it up just yet
Stay grand for one more minute,
Don't give it up just yet
Stay grandAnd I don't want to let this go
I don't want to lose control
I just want to see the stars with you
And I don't want to say goodbye
Someone tell me why
I just want to see the stars with youWith you",troye sivan,The Fault In Our Stars,http://www.metrolyrics.com/the-fault-in-our-stars-lyrics-troye-sivan.html
