,gogobebe_0_OK
gogobebe_0_OK,0.0
44f4a79e49f7ffcec038573e94cdab5d1b98cda6_0_OK,4.76837158203125e-07
Egotistic_0_OK,0.48026388253244334
Decalcomanie_0_OK,0.7830695134108024
Wolves_0_OK,0.8406004667786835
