,Angel_0_OK
Angel_0_OK,0.9999999999999996
Hollywood_0_OK,0.9998033327286081
RainySeason_0_OK,0.9997488496213944
ja_0_OK,0.9997425768079568
wf_0_OK,0.999663205226969
