,Egotistic_0_OK
Egotistic_0_OK,1.0000000000000002
gogobebe_0_OK,0.9998744742609333
44f4a79e49f7ffcec038573e94cdab5d1b98cda6_0_OK,0.9998744742609333
Decalcomanie_0_OK,0.9998261765011979
SidetoSide_0_OK,0.9998127162573061
