,Conan Gray - Grow_0_OK
Conan Gray - Grow_0_OK,0.0
ILoveToo_0_OK,0.9140197754601466
Bloom_0_OK,0.952848850269495
SidetoSide_0_OK,0.9804235843497668
NO THANXXX_0_OK,1.2162853488216414
