,Break up with your girlfriend_0_OK
Break up with your girlfriend_0_OK,1.0000000000000004
NO THANXXX_0_OK,0.9998063005117332
EpikHigh-NOTHANXXX_0_OK,0.9998063005117332
gogobebe_0_OK,0.9996822420503909
44f4a79e49f7ffcec038573e94cdab5d1b98cda6_0_OK,0.9996822420503909
