num,audio_vector
00480,"[ 2.13165775e-01  4.93738800e-01  1.86323881e-01  3.87870818e-01
  1.84994668e-01  1.24072984e-01  2.06340179e-01  2.50468880e-01
  2.66272545e-01  2.91423082e-01  1.30406678e-01  1.83416590e-01
  1.81726411e-01  3.54182869e-01  4.09982383e-01  2.09714070e-01
 -4.16471720e+00  1.74111919e+01 -1.58164692e+00  8.77837276e+00
  2.65627885e+00 -8.05922627e-01 -1.16005230e+00 -2.49925375e+00
  7.91071272e+00  6.63271809e+00 -7.77030647e-01  4.37152910e+00
 -1.78099883e+00 -9.83878040e+00  1.23810902e+01  2.22896171e+00
  6.92898850e-03 -1.17294136e-02  9.35985747e-04 -3.36298678e-03
 -1.86495954e-03 -1.39562378e-03  4.29667240e-03  4.02593383e-03
 -3.72927922e-03 -2.66365822e-03 -1.82488497e-03 -1.04633356e-03
  5.13637372e-03  6.90669280e-03 -5.85858231e-03 -1.72476942e-03]"
00481,"[ 3.04571092e-01  9.43435550e-01  2.97835380e-01  5.69001138e-01
  1.94173411e-01  1.49144396e-01  2.87461877e-01  3.48075479e-01
  4.93833512e-01  4.37383801e-01  1.70256108e-01  3.55954289e-01
  2.46121362e-01  6.28977120e-01  7.17424512e-01  2.87949175e-01
 -4.05324984e+00  1.65448208e+01 -1.48456943e+00  8.04260731e+00
  2.50471425e+00 -7.72162855e-01 -1.38914156e+00 -2.07794785e+00
  7.46718836e+00  6.13212252e+00 -7.23811090e-01  4.49750042e+00
 -1.88568687e+00 -9.18681240e+00  1.19003334e+01  1.83174527e+00
  9.31301178e-04 -5.81097399e-03  1.61369794e-03 -2.79838101e-03
  9.81372646e-05  1.30519112e-03 -4.25586795e-03  2.04033551e-03
 -1.25421316e-03 -1.35753807e-03  1.61970496e-03 -3.37591538e-05
  4.47591146e-04  3.09879046e-03 -6.87829450e-03 -2.64109404e-03]"
00482,"[ 1.48222327e-01  5.58003545e-01  2.34135121e-01  4.48688537e-01
  1.58028543e-01  1.82571977e-01  2.06110224e-01  2.48462319e-01
  3.49985927e-01  2.90705889e-01  1.63671792e-01  2.74854928e-01
  2.26150066e-01  3.81343901e-01  4.30683494e-01  2.39452958e-01
 -3.98643398e+00  1.67371540e+01 -1.44106102e+00  8.42049694e+00
  2.48817682e+00 -7.78476536e-01 -1.23314476e+00 -2.22162366e+00
  7.65924168e+00  6.39009285e+00 -6.63487852e-01  4.49451542e+00
 -1.86097467e+00 -9.40496349e+00  1.20813208e+01  2.02994823e+00
 -1.45929746e-03  6.40125560e-03  1.33484959e-03  2.17362856e-03
  1.30537483e-03 -3.17895381e-03 -2.43140400e-03  7.04453542e-04
  3.49060694e-03  1.84299498e-03 -3.01113909e-04  2.75900170e-03
  3.73838294e-04  1.16282854e-03  4.00318447e-03  2.18645375e-03]"
00483,"[ 4.33713794e-01  1.02228737e+00  2.24887326e-01  6.29528642e-01
  2.88847774e-01  1.92302778e-01  3.64148915e-01  3.92103016e-01
  5.83611310e-01  5.21429300e-01  2.19661430e-01  3.56510460e-01
  4.33091104e-01  6.76908791e-01  7.73286581e-01  2.96124279e-01
 -3.64232326e+00  1.56726131e+01 -1.40278018e+00  7.62456894e+00
  2.36387777e+00 -7.94959307e-01 -1.35207176e+00 -1.85568058e+00
  7.05774593e+00  5.72338057e+00 -7.84435689e-01  4.30746698e+00
 -1.83478427e+00 -8.67005730e+00  1.10655594e+01  1.86790633e+00
 -4.89498433e-03  1.23383184e-02 -1.75021780e-03  6.96677224e-03
  2.21596798e-03  1.13749619e-03  3.75382276e-04 -3.41334544e-03
  6.00454746e-03  8.27234321e-03 -2.21737980e-03  2.33271081e-03
 -1.40658015e-03 -8.74271250e-03  4.62490167e-03  6.21626138e-04]"
00484,"[ 3.72406542e-01  1.24215317e+00  1.74104750e-01  8.33449244e-01
  2.01721281e-01  1.89757705e-01  4.81491923e-01  5.98614752e-01
  6.94059193e-01  7.00902939e-01  2.31053755e-01  3.35796595e-01
  4.03885603e-01  9.15857792e-01  9.78736818e-01  3.34120154e-01
 -3.45327020e+00  1.33148079e+01 -6.75621867e-01  6.02199984e+00
  2.20943832e+00 -4.70744848e-01 -1.45829701e+00 -1.09748006e+00
  5.81222963e+00  4.55417109e+00 -5.22469103e-01  3.87673688e+00
 -2.06481600e+00 -6.67266750e+00  9.37801838e+00  7.90086985e-01
 -1.91731611e-03  7.90574102e-03 -2.39300392e-03  3.57524554e-03
  2.16291246e-03 -1.03676231e-03  1.27543987e-03 -1.00164596e-03
  4.02075052e-03  4.68890025e-03  3.72683542e-04  1.49765942e-03
  9.85240198e-04 -8.83246079e-03  5.20149052e-03 -1.48247750e-03]"
00485,"[ 4.52223033e-01  1.57193184e+00  3.55048299e-01  9.31205332e-01
  2.08461493e-01  1.22888461e-01  4.06823188e-01  3.12697530e-01
  8.77461135e-01  6.08737707e-01  1.79819092e-01  5.73866069e-01
  4.02034312e-01  1.04489887e+00  1.27584898e+00  2.78647929e-01
 -3.63473773e+00  1.52056875e+01 -1.32846403e+00  7.25883579e+00
  2.22855306e+00 -6.16763294e-01 -1.35284746e+00 -1.60598910e+00
  6.87202454e+00  5.49474859e+00 -7.61935532e-01  4.25982332e+00
 -1.89803803e+00 -8.28314972e+00  1.10103111e+01  1.52775061e+00
 -2.88630882e-03  3.72310378e-03 -1.65705275e-03  1.75388348e-03
 -1.65681528e-03  2.66281140e-04 -2.41613047e-04 -2.73893583e-03
  1.35747999e-03  3.68189608e-03 -1.74169790e-03 -2.40925031e-03
  1.06638632e-04 -3.32028540e-03  5.49113852e-03  8.65872217e-04]"
00486,"[ 2.46962726e-01  7.93254435e-01  2.42391720e-01  5.63898265e-01
  1.82331517e-01  1.25995860e-01  2.52284497e-01  3.11942786e-01
  4.05266434e-01  4.02218670e-01  1.46082461e-01  2.49236077e-01
  2.38311037e-01  5.56238472e-01  5.64167440e-01  3.23182106e-01
 -3.60081315e+00  1.50513191e+01 -1.13449943e+00  7.26993513e+00
  2.30678606e+00 -7.76913226e-01 -1.01788259e+00 -1.94995713e+00
  6.59206581e+00  5.49431419e+00 -7.76265621e-01  3.71445704e+00
 -1.52965438e+00 -8.26091385e+00  1.05958443e+01  1.66149867e+00
  3.77973226e-03 -7.44237451e-03  1.58412239e-03  1.22826018e-03
  2.32463515e-03 -1.47543198e-03  2.13365464e-03 -2.89311725e-03
 -2.73669275e-03 -3.41481633e-04 -1.37487933e-03 -2.80059861e-03
  5.32774309e-03 -3.47966822e-04 -2.07665028e-03  1.94457950e-03]"
00487,"[ 2.84937471e-01  7.76983440e-01  1.82733670e-01  5.76470613e-01
  1.72759727e-01  1.60762757e-01  3.29246074e-01  4.54262972e-01
  4.51917887e-01  4.95148063e-01  1.42761067e-01  2.59476155e-01
  2.83843130e-01  5.85326314e-01  6.24606311e-01  2.68927097e-01
 -3.91598296e+00  1.61068420e+01 -1.39865017e+00  7.67170763e+00
  2.42171907e+00 -7.01823890e-01 -1.50800085e+00 -1.73648572e+00
  7.24564886e+00  5.75043678e+00 -6.86315536e-01  4.43548346e+00
 -2.31616569e+00 -8.80490494e+00  1.15237474e+01  1.56845522e+00
 -1.71764182e-03 -3.17885529e-03 -1.82025873e-03 -3.44325335e-04
  1.35917669e-03 -9.80200103e-04 -3.51189395e-03 -6.26725137e-04
 -4.68318075e-03 -1.65718743e-03  2.34559070e-03 -4.66291721e-04
 -1.81255560e-03  5.02164038e-03 -1.87160215e-03 -2.24477511e-03]"
00488,"[ 2.06825331e-01  5.82095206e-01  2.05057383e-01  3.93806398e-01
  1.62487403e-01  1.44265234e-01  2.28694096e-01  3.24926674e-01
  3.24102998e-01  3.28902662e-01  1.27738431e-01  2.70309955e-01
  2.31512412e-01  4.05249119e-01  4.85936373e-01  1.97034538e-01
 -4.05070257e+00  1.69729996e+01 -1.55806077e+00  8.44929504e+00
  2.59810424e+00 -8.06603551e-01 -1.20426595e+00 -2.31047916e+00
  7.73220539e+00  6.42391014e+00 -7.22650111e-01  4.50237989e+00
 -1.78957593e+00 -9.54927921e+00  1.21803417e+01  2.07111883e+00
  8.37186463e-04  8.23935892e-04 -3.21261547e-03  2.69352269e-03
 -1.43210959e-03 -1.18704204e-03  8.15470122e-04  1.26935478e-04
 -1.59861695e-04  2.38195546e-03  5.46339103e-04  4.39033549e-04
  1.45909598e-03  7.62259858e-04 -1.86566002e-03  1.89701372e-03]"
00489,"[ 1.50097951e-01  3.72579128e-01  2.05681995e-01  2.27042690e-01
  1.23124823e-01  1.34080157e-01  1.47582799e-01  2.07587793e-01
  1.94863975e-01  1.75113097e-01  9.74067003e-02  1.79176345e-01
  2.36343116e-01  2.50354290e-01  3.69888753e-01  1.49290636e-01
 -4.21926498e+00  1.75492420e+01 -1.45557654e+00  8.86451912e+00
  2.69743633e+00 -8.98116410e-01 -1.02726567e+00 -2.65622211e+00
  8.24298000e+00  6.82537842e+00 -8.94492090e-01  4.47053623e+00
 -1.74648881e+00 -9.99359703e+00  1.25483084e+01  2.24123454e+00
 -2.18665447e-03  1.10011203e-02  1.07849065e-03  2.32005017e-03
  1.81541891e-03  1.40047799e-03 -2.44863669e-03 -4.86833927e-04
  7.08688019e-03  3.05255560e-03 -5.69649232e-04  2.00513795e-03
 -4.37405960e-03 -2.12281382e-03  5.65267628e-03 -7.96541444e-04]"
00490,"[ 3.58665496e-01  1.24307358e+00  2.05614015e-01  7.26901412e-01
  2.77965486e-01  1.85007572e-01  2.66666710e-01  4.06450987e-01
  7.21467078e-01  5.34812450e-01  1.36339664e-01  3.70264679e-01
  3.21800083e-01  7.89790332e-01  8.90376210e-01  2.15638787e-01
 -3.45982790e+00  1.44956465e+01 -1.29066789e+00  6.74909210e+00
  2.30650330e+00 -6.40220225e-01 -1.57116759e+00 -1.29151893e+00
  6.44221592e+00  5.11415625e+00 -7.35747337e-01  4.42130089e+00
 -1.97350430e+00 -7.75832462e+00  1.04508314e+01  1.37383008e+00
  1.04095640e-03 -8.74588632e-05  3.52565078e-03 -2.78215123e-04
  5.33434061e-04  1.18895585e-03 -3.84602091e-03  1.04662852e-03
 -1.91733368e-04  1.85573203e-04  4.29533613e-04  8.37643432e-04
 -3.03717149e-03  2.48284218e-03 -2.08960639e-03 -3.57674610e-04]"
00491,"[ 3.13555419e-01  7.01865911e-01  1.29013002e-01  3.66691768e-01
  2.06945404e-01  8.32275599e-02  2.12087542e-01  2.08959013e-01
  3.97157788e-01  2.85600156e-01  1.04976602e-01  2.11993724e-01
  3.65000308e-01  4.26916987e-01  4.60259199e-01  1.67790756e-01
 -3.39869595e+00  1.46045818e+01 -1.20692444e+00  6.98621607e+00
  2.15998006e+00 -7.16128469e-01 -1.32412434e+00 -1.55058515e+00
  6.37769461e+00  5.19854641e+00 -7.74493098e-01  4.08058119e+00
 -1.69952703e+00 -7.92002726e+00  1.03571568e+01  1.61181092e+00
 -2.22783211e-03  6.23048269e-03 -1.02082188e-03  2.56372925e-03
  2.44459968e-03  8.76040094e-04 -1.49735159e-03  6.19090648e-04
  1.04853231e-04  1.00165860e-03  2.71793079e-03  2.67052549e-03
 -5.01062536e-03 -6.14826292e-03  3.66843460e-03 -3.10706354e-03]"
00492,"[ 2.18455076e-01  5.23775876e-01  1.89695582e-01  3.32508892e-01
  1.80405125e-01  1.77555218e-01  2.07665876e-01  3.77902061e-01
  3.44456822e-01  3.42392176e-01  1.70169979e-01  2.07039237e-01
  1.83133528e-01  3.99518192e-01  4.49095011e-01  1.84127897e-01
 -4.30829477e+00  1.70744514e+01 -1.48006284e+00  8.39889336e+00
  2.62761712e+00 -6.88075721e-01 -1.38670361e+00 -2.27714729e+00
  7.81876707e+00  6.42426538e+00 -6.78779602e-01  4.66534948e+00
 -2.09477973e+00 -9.57930374e+00  1.24480362e+01  1.83775365e+00
  1.61420942e-03 -1.46553251e-03  1.41333464e-03 -2.30007701e-04
 -7.17648584e-04  3.92015543e-03  2.69342793e-03 -6.99898371e-04
 -2.64112868e-03  1.19726984e-03 -9.52438443e-04  1.75089918e-04
  2.26793381e-03 -2.64991858e-03 -7.30033614e-04  1.29436198e-03]"
00493,"[ 1.20891839e-01  3.09813678e-01  1.54395759e-01  2.18828380e-01
  1.01821408e-01  1.40999734e-01  1.23337463e-01  1.80781305e-01
  1.82465672e-01  1.72695562e-01  8.41550529e-02  1.27382785e-01
  1.92853525e-01  2.13488236e-01  2.59818465e-01  1.47883713e-01
 -4.18494368e+00  1.69744778e+01 -1.47122931e+00  8.20083427e+00
  2.72585773e+00 -7.67960727e-01 -1.25061226e+00 -2.19622469e+00
  7.84075546e+00  6.30314589e+00 -7.83340454e-01  4.51043129e+00
 -1.84888816e+00 -9.47746944e+00  1.19751787e+01  1.95825434e+00
 -8.13583024e-05 -2.80453609e-03 -1.01528705e-03  8.94070691e-04
 -4.72069806e-04  1.36423499e-03  4.35418935e-04  1.71546498e-04
  2.14278189e-04 -2.91212298e-03  9.77661365e-04 -3.55334363e-04
  1.51208400e-03  3.91149113e-05  6.68193540e-04 -2.03042509e-03]"
00494,"[ 4.89189059e-01  1.73935103e+00  3.64899665e-01  1.05689585e+00
  2.46061206e-01  1.36957526e-01  4.19534981e-01  5.45068562e-01
  9.36598599e-01  8.28422010e-01  1.48308188e-01  5.70493042e-01
  3.67432505e-01  1.14934027e+00  1.37162173e+00  3.53992850e-01
 -3.29441690e+00  1.44223127e+01 -1.38342834e+00  6.88211823e+00
  2.00688481e+00 -6.40095711e-01 -1.21079874e+00 -1.77483654e+00
  6.35728931e+00  5.36586809e+00 -8.86609316e-01  4.01057243e+00
 -1.46879661e+00 -7.80591297e+00  1.04658957e+01  1.53122497e+00
  2.37005873e-03 -1.34864037e-02  3.44212461e-03 -5.24329935e-03
 -8.43446224e-04  1.42785620e-03 -2.40887499e-03  5.23117344e-03
 -4.98800145e-03 -9.25570217e-03 -3.00891869e-03 -3.51588797e-03
  3.66657336e-04  6.71123185e-03 -1.03344948e-02 -1.22798381e-03]"
00495,"[ 2.94576198e-01  7.36331761e-01  1.83822364e-01  5.09800196e-01
  2.10324019e-01  1.09685712e-01  3.32790554e-01  4.25948113e-01
  4.37208354e-01  5.04673898e-01  1.85895547e-01  3.30022782e-01
  2.83504903e-01  5.24337173e-01  5.86053669e-01  2.50388950e-01
 -3.62200046e+00  1.57368355e+01 -1.57093239e+00  7.69908285e+00
  2.18876314e+00 -7.36369729e-01 -1.29098296e+00 -1.94918025e+00
  6.88064384e+00  5.87859535e+00 -7.56000817e-01  4.22235489e+00
 -1.72675693e+00 -8.68342209e+00  1.12883015e+01  1.85245526e+00
  1.38452165e-03  2.81134222e-04  1.60356796e-03  2.73392037e-03
 -5.07021562e-05 -7.19775565e-04  1.70053788e-03  9.11248291e-04
  1.05257218e-03  1.25525344e-04 -2.86702939e-03 -1.24810088e-04
  2.53815006e-03 -1.97774427e-03 -2.39500633e-04  2.34636461e-03]"
00496,"[ 3.36851448e-01  1.03447533e+00  2.38478437e-01  6.86432540e-01
  2.04082221e-01  1.47620261e-01  4.04798359e-01  6.85629249e-01
  5.79636157e-01  6.80786490e-01  2.08428189e-01  3.66416961e-01
  2.95610428e-01  8.02601755e-01  8.38116169e-01  3.51385921e-01
 -4.29859877e+00  1.67971630e+01 -1.38682628e+00  8.07869530e+00
  2.40735459e+00 -6.99405849e-01 -1.41869545e+00 -2.27452898e+00
  7.61906958e+00  6.09030771e+00 -7.08731234e-01  4.31516123e+00
 -2.40201807e+00 -9.39356327e+00  1.21208935e+01  1.80254960e+00
  4.74486290e-03 -1.37123878e-02  2.68918836e-03 -1.05142186e-02
  1.64019858e-03 -4.06480581e-03 -3.67798160e-03  1.05825098e-02
 -7.53459054e-03 -8.90591562e-03  1.97680457e-03 -7.12779852e-05
  6.36862639e-04  1.28819209e-02 -1.18666439e-02  1.89789162e-03]"
00497,"[ 3.34413618e-01  1.17248285e+00  2.91727960e-01  7.45633662e-01
  1.97424605e-01  1.96859106e-01  2.68792689e-01  4.39824194e-01
  6.39372885e-01  5.34235716e-01  1.90780863e-01  3.95444721e-01
  2.71737367e-01  8.28895152e-01  9.36001122e-01  2.89224982e-01
 -3.92639518e+00  1.61918640e+01 -1.55583847e+00  7.87730169e+00
  2.32980132e+00 -6.56234622e-01 -1.51960242e+00 -1.86812139e+00
  7.29838943e+00  5.99331522e+00 -6.99123323e-01  4.62962961e+00
 -1.92997146e+00 -9.00787163e+00  1.17496042e+01  1.81364131e+00
 -2.34227608e-03  1.19035672e-02 -2.25743231e-03  1.05435920e-02
  2.85186701e-03 -2.38814514e-03 -1.76457004e-04 -3.02713383e-03
  5.00857626e-03  7.68094644e-03 -3.91050097e-03  2.53784911e-03
 -1.52602906e-03 -7.97388289e-03  8.41010738e-03  1.31151029e-03]"
00498,"[ 3.36413682e-01  9.59692001e-01  1.97254926e-01  6.56211197e-01
  1.65932477e-01  1.31388128e-01  2.91268915e-01  5.04680037e-01
  5.45948386e-01  5.96240163e-01  1.57100990e-01  2.59524643e-01
  3.12864810e-01  7.22151458e-01  7.78459132e-01  3.09814841e-01
 -3.96238160e+00  1.54640856e+01 -1.23449016e+00  7.10675383e+00
  2.37593484e+00 -5.05550265e-01 -1.39206862e+00 -1.86476350e+00
  6.85245275e+00  5.44556665e+00 -7.53612161e-01  4.08755159e+00
 -2.28168941e+00 -8.40862656e+00  1.09456539e+01  1.48929417e+00
  3.85211064e-04 -6.82596264e-03  2.19514406e-03 -3.74935835e-03
 -1.57686126e-03  6.10905835e-04  1.82183367e-03 -4.02026579e-04
 -5.95388963e-03 -6.41635341e-04 -1.92802794e-03 -6.74235515e-03
  6.17423501e-04  2.58470804e-03 -7.78483733e-03 -1.29139525e-03]"
00499,"[ 4.25162554e-01  1.37981677e+00  2.20962927e-01  8.37522149e-01
  2.89307952e-01  1.79879472e-01  2.53263175e-01  4.13819224e-01
  7.73234010e-01  5.57679713e-01  1.88509047e-01  3.65005821e-01
  3.42952847e-01  9.39948678e-01  9.78088617e-01  3.35298598e-01
 -3.94798875e+00  1.68205166e+01 -1.48588157e+00  8.30578518e+00
  2.56450081e+00 -8.18703055e-01 -1.42052341e+00 -2.06794214e+00
  7.72890425e+00  6.05981874e+00 -7.36482561e-01  4.61467552e+00
 -2.16226482e+00 -9.45118237e+00  1.19719753e+01  2.01870084e+00
 -2.53404308e-03  1.26848302e-02  2.58461278e-05  7.53635525e-03
  1.60707317e-03  2.08839074e-04  1.05698521e-03 -3.52729831e-03
  3.62000914e-03  4.06853867e-03 -2.19585804e-04  1.39693878e-03
  6.50196121e-04 -5.95961473e-03  8.30219342e-03  3.67959468e-04]"
00500,"[ 1.95960566e-01  5.96393764e-01  1.83798075e-01  4.01871145e-01
  1.49279326e-01  1.89912871e-01  2.54480153e-01  3.23061407e-01
  3.69369179e-01  3.48225623e-01  1.68282852e-01  2.62680203e-01
  2.19848722e-01  4.31882441e-01  5.45725644e-01  1.81359231e-01
 -3.86049747e+00  1.57298956e+01 -1.37552953e+00  7.34386969e+00
  2.35230279e+00 -6.13634109e-01 -1.52686143e+00 -1.61709690e+00
  7.10334635e+00  5.55071306e+00 -6.30355477e-01  4.52592134e+00
 -2.21915889e+00 -8.55070114e+00  1.13738146e+01  1.51761878e+00
 -1.72834417e-03  7.41119262e-03 -5.95597885e-04  4.15215941e-03
  1.86017945e-03  6.75259110e-04 -2.76840472e-03  1.36087555e-03
  6.87759045e-03  3.67358301e-03  1.41932058e-03  5.45383366e-03
 -4.48652898e-03 -5.27256880e-03  5.15060955e-03  1.74081657e-03]"
00501,"[ 6.77337885e-01  2.23222828e+00  3.73729289e-01  1.32822204e+00
  3.14162403e-01  1.36196330e-01  4.72738087e-01  5.71575284e-01
  1.17767370e+00  1.00161672e+00  1.52487203e-01  7.44206727e-01
  4.89708900e-01  1.45150995e+00  1.76191628e+00  4.32727218e-01
 -2.97518396e+00  1.30302181e+01 -1.06014800e+00  5.94559765e+00
  1.92056608e+00 -7.22711742e-01 -1.04688215e+00 -1.42764080e+00
  5.66576815e+00  4.71592522e+00 -9.30207253e-01  3.59606957e+00
 -1.36249590e+00 -6.89960957e+00  9.28624439e+00  1.19061053e+00
 -1.49735745e-03  1.15032379e-03 -3.41866516e-04  1.94352789e-03
  3.71617257e-04  1.71201536e-03  8.39601223e-04 -2.65704961e-03
 -9.58526746e-05  7.95452259e-04 -1.73362822e-03 -1.41324370e-03
  1.94623546e-03 -2.00245217e-03  3.58057582e-03  1.18209145e-03]"
00502,"[ 3.91612291e-01  1.28070378e+00  2.90032089e-01  7.69977212e-01
  2.23272368e-01  1.59798414e-01  2.63066262e-01  3.95491719e-01
  6.40021086e-01  5.89525640e-01  1.43645406e-01  3.87460619e-01
  2.70538360e-01  8.52753520e-01  9.65885520e-01  3.20475817e-01
 -2.91064692e+00  1.30823011e+01 -1.03913116e+00  6.06083536e+00
  1.96827888e+00 -6.74712241e-01 -8.50838542e-01 -1.49322295e+00
  5.61008787e+00  4.69376421e+00 -8.69236231e-01  3.46649957e+00
 -1.13954711e+00 -6.98952484e+00  9.12310410e+00  1.42425215e+00
 -2.70376603e-04  5.12070126e-05 -1.94180012e-03  1.46639500e-03
 -7.65967573e-04  2.23937335e-03 -2.06533988e-03  4.48870672e-04
  2.97134656e-03 -1.87937521e-03  3.77913526e-03  5.23198874e-04
  2.11415650e-03 -3.23796884e-04  3.70760045e-03  4.37161950e-03]"
00503,"[ 8.97362381e-02  1.78719446e-01  1.58575967e-01  1.37631759e-01
  1.16529562e-01  1.41150892e-01  1.06422223e-01  1.52464524e-01
  1.31946206e-01  1.39596522e-01  1.32452473e-01  1.07801571e-01
  1.23101562e-01  1.12856314e-01  1.48264095e-01  1.29017070e-01
 -3.92805362e+00  1.76776466e+01 -1.80091882e+00  8.85058212e+00
  2.66678500e+00 -9.54856038e-01 -1.38227868e+00 -2.28890061e+00
  8.04942608e+00  6.48251677e+00 -7.05616534e-01  4.72113085e+00
 -2.05319691e+00 -9.95525360e+00  1.25240622e+01  2.14091945e+00
 -1.43131486e-03  2.93924870e-03 -8.60061910e-04  7.83292656e-04
 -2.14641930e-04 -5.72111617e-05  1.32300405e-03 -6.24977625e-05
  2.10843433e-03  4.44039728e-03  1.94322961e-03  1.09829658e-03
 -3.21535473e-04 -3.26319637e-04  4.08022628e-03 -2.37196684e-04]"
00504,"[ 2.96622068e-01  9.94427621e-01  2.38092735e-01  6.76396787e-01
  1.64581582e-01  1.93282127e-01  3.75278860e-01  5.09408057e-01
  5.47270536e-01  6.03030920e-01  2.01745063e-01  3.06204379e-01
  3.45472395e-01  7.65301883e-01  8.31095576e-01  3.04054022e-01
 -4.17462111e+00  1.60849247e+01 -1.27978158e+00  7.51676607e+00
  2.50652838e+00 -5.95141172e-01 -1.55648506e+00 -1.80284393e+00
  7.29189348e+00  5.81488323e+00 -6.88393652e-01  4.54832792e+00
 -2.37289000e+00 -8.79054356e+00  1.15705013e+01  1.49473238e+00
 -1.54447708e-03  4.15020519e-03 -8.75868986e-04  3.14597187e-03
 -9.40481312e-04 -3.02821681e-03  8.44861013e-04 -2.22274929e-03
  2.63438571e-03  2.64608351e-03 -2.77363512e-03 -8.67843628e-05
  2.13331264e-04 -1.50230705e-03  2.50017134e-03  3.10307423e-03]"
00505,"[ 3.32415730e-01  8.53825092e-01  2.12292388e-01  4.93611425e-01
  1.90746918e-01  1.30815327e-01  3.52150679e-01  3.96141410e-01
  4.85239357e-01  4.36458766e-01  1.77540258e-01  3.92625421e-01
  3.80211622e-01  5.85251868e-01  7.42949009e-01  2.44750038e-01
 -4.15072966e+00  1.62821465e+01 -1.12443650e+00  7.87100935e+00
  2.44484973e+00 -7.55910158e-01 -1.20539761e+00 -2.12809896e+00
  7.43360043e+00  6.11228037e+00 -7.65037894e-01  4.19883537e+00
 -1.92428255e+00 -9.10954189e+00  1.16398058e+01  1.78789198e+00
 -5.04832339e-03  4.09536484e-03 -2.52509003e-03  1.51913390e-03
  4.54299216e-04 -3.68805395e-04 -1.06403862e-03  1.49874427e-03
 -1.01264929e-03  1.32449366e-03  4.50008700e-06  4.24901644e-04
 -3.49415762e-03 -2.61430863e-03  4.73353190e-03 -3.57299623e-03]"
00506,"[ 1.46885440e-01  4.66651678e-01  2.10412055e-01  3.28498870e-01
  1.55518323e-01  1.67626902e-01  2.25337923e-01  2.68294394e-01
  2.45694488e-01  2.64846683e-01  1.60566375e-01  2.30318114e-01
  2.58325100e-01  3.50567162e-01  4.13742751e-01  1.90267920e-01
 -3.82917905e+00  1.66007195e+01 -1.73340642e+00  8.20218086e+00
  2.44663358e+00 -8.83584976e-01 -1.60385966e+00 -1.90348721e+00
  7.38944435e+00  5.98845291e+00 -6.22360170e-01  4.61837196e+00
 -1.82757866e+00 -9.21604156e+00  1.18723087e+01  2.04121947e+00
  2.16900844e-03 -1.64150784e-03 -8.90315598e-04 -1.31663094e-03
  2.92307291e-05 -1.48777142e-04  2.19603965e-03 -4.23228435e-03
  1.99087868e-03  9.81072075e-05 -9.43479598e-04 -3.33686517e-03
  1.65240760e-03 -2.83367613e-04 -1.45620770e-04  2.01745446e-03]"
00507,"[ 4.72260982e-01  1.06589437e+00  2.10272774e-01  6.32481813e-01
  3.06675255e-01  1.57872096e-01  3.33241373e-01  3.65316093e-01
  6.01541221e-01  4.74140853e-01  1.97750434e-01  3.52734119e-01
  5.91626108e-01  6.92425728e-01  8.02271664e-01  3.27651918e-01
 -3.79741573e+00  1.59568624e+01 -1.37811458e+00  7.79242325e+00
  2.45066738e+00 -6.67103469e-01 -1.24467003e+00 -2.22790074e+00
  7.31149054e+00  5.95154810e+00 -1.02588165e+00  4.21805000e+00
 -2.00323105e+00 -8.85522652e+00  1.14693594e+01  1.81039834e+00
  1.78735226e-03 -4.66016215e-03 -8.95958935e-04  3.02571619e-03
  1.69362141e-03 -1.05182037e-03  1.01077588e-03 -3.16642798e-04
 -1.92125129e-03 -2.36462324e-04  7.28731864e-04  2.66986729e-03
  8.37555235e-04  2.20411354e-03 -8.23108559e-04  3.54277693e-03]"
00508,"[ 2.29445696e-01  4.26800579e-01  2.56453216e-01  2.38643602e-01
  1.76029354e-01  1.38648629e-01  1.77533463e-01  2.48490795e-01
  2.60193646e-01  2.46064097e-01  1.28924057e-01  2.11681709e-01
  2.78803736e-01  2.82875061e-01  3.35376024e-01  1.71493664e-01
 -4.35965252e+00  1.82797832e+01 -1.75393951e+00  9.41011524e+00
  2.60465193e+00 -7.85980761e-01 -1.25040388e+00 -2.79062009e+00
  8.45710278e+00  7.16442680e+00 -8.13895881e-01  4.73807716e+00
 -1.98153973e+00 -1.05527658e+01  1.31870193e+01  2.47730231e+00
  1.36744619e-03  2.80154057e-03  3.44549030e-03  5.02119309e-03
  1.65693831e-03  2.71139033e-03 -1.37204046e-03 -1.47024332e-03
 -1.89790665e-03  1.56316390e-03 -7.72564903e-04  1.86467374e-03
  1.16400153e-03 -2.43926863e-03  3.08901021e-03  6.19640717e-03]"
