num,audio_vector
01609,"[ 2.46752635e-01  7.67408371e-01  2.21497312e-01  5.32913864e-01
  1.72158971e-01  1.79649696e-01  3.24522138e-01  4.74569559e-01
  4.52228516e-01  5.17975748e-01  2.38312095e-01  2.52692908e-01
  3.09837401e-01  6.17394090e-01  6.29888713e-01  2.49430820e-01
 -4.06560612e+00  1.64632626e+01 -1.49025631e+00  7.79313707e+00
  2.56200981e+00 -7.36142874e-01 -1.61082721e+00 -1.91584063e+00
  7.55240297e+00  5.90558767e+00 -8.28412533e-01  4.63630724e+00
 -2.20679235e+00 -9.01133442e+00  1.18883047e+01  1.64186275e+00
  1.31573891e-03 -1.72822088e-03 -1.99709947e-04  2.94153507e-04
 -2.60458797e-03 -2.45762177e-04  4.64071752e-03  3.56425714e-04
 -3.57284403e-03  1.06025965e-04 -2.20497749e-03 -2.64734947e-03
  3.37728336e-03 -2.12885376e-04  1.10257385e-04  2.90449104e-04]"
01610,"[ 4.57656711e-01  1.46539664e+00  3.10479552e-01  8.61299813e-01
  3.11416894e-01  1.47746012e-01  4.12200660e-01  4.39262211e-01
  7.85870731e-01  5.79294860e-01  2.71241486e-01  5.02790511e-01
  4.95549500e-01  9.44231749e-01  1.05741191e+00  3.23033094e-01
 -3.52463698e+00  1.51821461e+01 -1.41308177e+00  7.25890112e+00
  2.28538013e+00 -6.79275036e-01 -1.51138175e+00 -1.52202499e+00
  6.82696199e+00  5.39620066e+00 -7.54269183e-01  4.41427612e+00
 -2.04853964e+00 -8.27669525e+00  1.08966846e+01  1.63855660e+00
  1.17272215e-03 -9.82349754e-04 -1.95766310e-03 -2.88031448e-03
 -2.77547245e-04 -2.33020799e-03  1.52896528e-03  5.58233096e-04
 -2.20169369e-04 -2.08815958e-04 -1.06416170e-03 -1.29815350e-03
  1.11580806e-03  8.65414611e-04 -3.66119849e-03 -5.50550910e-04]"
01611,"[ 1.61967784e-01  3.92805070e-01  1.47273511e-01  2.92846084e-01
  1.25839278e-01  1.45400763e-01  1.64330930e-01  2.83982486e-01
  2.51651347e-01  2.85131097e-01  1.03654936e-01  2.10863903e-01
  2.02811092e-01  2.90041596e-01  3.70934010e-01  1.48687258e-01
 -4.09169626e+00  1.69028854e+01 -1.46090019e+00  8.26610470e+00
  2.47775793e+00 -7.99369037e-01 -1.21346569e+00 -2.21955490e+00
  7.77159500e+00  6.31947088e+00 -6.87057495e-01  4.52462339e+00
 -1.88182604e+00 -9.50605297e+00  1.22228651e+01  1.82531989e+00
  8.93511324e-04  4.14711797e-04  8.68054282e-04 -9.40145590e-04
  1.06383083e-03  2.25140530e-03 -2.37305927e-03 -1.06953963e-03
 -6.58474417e-04  1.04929647e-04 -5.59867638e-04  2.03944679e-04
  9.13278415e-04 -1.52646578e-03  1.52018539e-03  8.16479707e-04]"
01612,"[ 1.96962401e-01  7.60674238e-01  2.42171764e-01  5.35350442e-01
  1.69931024e-01  1.30532637e-01  2.64892638e-01  4.14034903e-01
  4.25859421e-01  4.53970522e-01  1.36426285e-01  2.77790308e-01
  2.50997484e-01  5.75202465e-01  6.15812063e-01  2.74621874e-01
 -4.06565905e+00  1.68014393e+01 -1.55365121e+00  8.20557308e+00
  2.55232286e+00 -6.82349801e-01 -1.44341362e+00 -2.07942748e+00
  7.60968018e+00  6.02256298e+00 -6.74114764e-01  4.51581907e+00
 -2.20833969e+00 -9.33527946e+00  1.19866791e+01  1.95039940e+00
  2.23590115e-03 -6.64412466e-03  2.50138266e-03 -2.93641824e-03
  7.14829844e-04  1.49312883e-04 -1.63616960e-03  2.51611711e-03
 -5.48534719e-03 -6.12565493e-03  7.47856358e-04  2.66854885e-03
 -1.50902251e-03  3.53184521e-03 -1.59307219e-03  1.47406872e-06]"
01613,"[ 5.33750236e-01  1.65420854e+00  2.84859359e-01  9.40489471e-01
  2.95500636e-01  1.65219784e-01  3.22184861e-01  5.26091158e-01
  8.85602891e-01  7.45377660e-01  1.81340307e-01  4.81954455e-01
  3.54512423e-01  1.12393463e+00  1.27352595e+00  3.48284930e-01
 -3.75648403e+00  1.53247232e+01 -1.34094107e+00  7.20655966e+00
  2.33467484e+00 -7.08936870e-01 -1.59107769e+00 -1.46427989e+00
  6.87092686e+00  5.39433908e+00 -6.57262027e-01  4.43155146e+00
 -2.15258861e+00 -8.29920864e+00  1.09764948e+01  1.56458461e+00
 -2.51159199e-04 -3.64861937e-04 -2.35642060e-04 -1.02578167e-03
  8.75016308e-04  7.56722740e-04 -9.43106846e-04  2.72327228e-03
  1.95606753e-03 -1.29790337e-03  9.01554640e-04  2.46434691e-03
 -4.35947601e-03  3.34864294e-03 -8.52082530e-04 -9.68576496e-04]"
01614,"[ 3.88771385e-01  1.25498366e+00  2.91364908e-01  8.11894178e-01
  2.51854479e-01  2.20426291e-01  3.46356302e-01  4.71964240e-01
  6.60366058e-01  6.04176819e-01  2.16844946e-01  3.64660650e-01
  3.78955334e-01  8.71947527e-01  9.53085899e-01  3.68680686e-01
 -3.96273565e+00  1.60366955e+01 -1.19597256e+00  7.59788704e+00
  2.49010038e+00 -7.40472257e-01 -1.32621157e+00 -1.91179812e+00
  7.19389009e+00  5.81183386e+00 -7.69400835e-01  4.17252970e+00
 -2.31790209e+00 -8.79873371e+00  1.14023333e+01  1.45277512e+00
 -1.22420401e-03  5.64632049e-03 -8.12698124e-04  2.75566486e-03
  1.77880905e-03 -3.17845161e-03 -1.24882314e-03 -2.07246477e-03
  3.76244488e-03  3.27260830e-03  3.46030387e-04  3.29007043e-03
 -6.60619675e-04 -2.66606074e-03  7.67171994e-03  1.45798132e-03]"
01615,"[ 3.20262909e-01  9.01080012e-01  2.28203937e-01  5.66961944e-01
  2.08458096e-01  1.53309792e-01  2.80943781e-01  2.93972790e-01
  4.91528034e-01  4.09652263e-01  1.42764688e-01  3.50636601e-01
  3.09700429e-01  5.78276694e-01  6.86490357e-01  2.09058255e-01
 -3.81121993e+00  1.59163198e+01 -1.28545702e+00  7.79648733e+00
  2.33149290e+00 -7.96790183e-01 -1.18752289e+00 -2.01133823e+00
  7.17238188e+00  5.99828625e+00 -8.67033005e-01  4.17222643e+00
 -1.67479098e+00 -8.84398079e+00  1.13892660e+01  1.79106140e+00
 -8.10139200e-04  5.50725521e-03  6.68151384e-04  5.97353674e-04
  1.83174524e-03 -5.29123550e-04 -2.67000295e-03 -9.82171450e-04
  1.34174131e-03  3.84655773e-03 -3.42544773e-04  3.29205725e-03
 -5.95662138e-04 -2.46915043e-04  1.96210951e-03  1.21300114e-03]"
01616,"[ 4.97832865e-01  1.50844276e+00  2.84182489e-01  9.10765588e-01
  2.95708090e-01  1.73883021e-01  4.07006592e-01  5.37999213e-01
  7.81155229e-01  6.86072648e-01  2.34295577e-01  4.06216234e-01
  5.27177989e-01  1.02264023e+00  1.07580340e+00  4.01503593e-01
 -3.38192010e+00  1.41863251e+01 -1.05404568e+00  6.67714882e+00
  2.22070861e+00 -6.76670551e-01 -1.27190840e+00 -1.52579629e+00
  6.31463671e+00  5.11460018e+00 -8.10044467e-01  3.94647861e+00
 -1.80518854e+00 -7.57570982e+00  1.00319433e+01  1.37563896e+00
  9.62821846e-04 -2.42861520e-03  1.94594700e-03 -3.37230344e-04
 -9.34728955e-04 -1.61666254e-03  3.86148567e-03 -1.63135601e-03
  2.57142945e-03  4.77706775e-04 -2.30350731e-03 -1.88247057e-03
  2.42132280e-04 -9.22344689e-04  2.20778457e-03 -1.25797883e-03]"
01617,"[ 1.93611860e-01  5.49962640e-01  1.76801473e-01  4.11604375e-01
  1.33452892e-01  1.29780769e-01  3.14155340e-01  4.38271940e-01
  3.04030418e-01  4.11151171e-01  1.67759165e-01  2.75340468e-01
  2.76840627e-01  4.40678030e-01  4.49268132e-01  2.18061790e-01
 -4.16323614e+00  1.68222294e+01 -1.50675762e+00  8.05410480e+00
  2.66061831e+00 -6.65750563e-01 -1.35092461e+00 -2.18016958e+00
  7.63367462e+00  6.16292858e+00 -7.60496855e-01  4.55180883e+00
 -2.11133838e+00 -9.35478783e+00  1.20540133e+01  1.91782200e+00
  2.96369068e-03 -3.68464706e-03 -4.96136072e-04 -2.29337378e-03
  1.97693120e-03 -1.93438660e-04 -1.96462529e-03 -1.68117575e-03
 -4.48351844e-03 -6.83619426e-05 -9.58967540e-04 -6.31112828e-04
  2.07448795e-03  1.17733947e-03 -7.76429462e-04  2.64037114e-04]"
01618,"[ 1.59402996e-01  4.17257577e-01  1.43525153e-01  3.00973475e-01
  1.20799616e-01  1.05968282e-01  1.25089288e-01  1.86154380e-01
  2.42453620e-01  2.14399710e-01  8.65810663e-02  1.35944620e-01
  1.21680491e-01  2.97676295e-01  3.12226266e-01  1.68581814e-01
 -4.01307774e+00  1.69716969e+01 -1.73551118e+00  8.44560719e+00
  2.75552177e+00 -6.94797695e-01 -1.52553034e+00 -1.86829400e+00
  7.77540874e+00  6.22683954e+00 -6.77634239e-01  4.70970488e+00
 -1.81309772e+00 -9.45884132e+00  1.19871225e+01  2.16437292e+00
 -2.54733236e-03  5.52351251e-03 -3.05848244e-03  4.27018272e-03
  2.02712187e-03 -2.05492948e-03  1.54137815e-03 -1.14057691e-03
  3.25942651e-03  1.54923578e-03  2.23954016e-03  1.22272459e-03
  3.47207499e-04 -5.13263238e-03  1.16206785e-02  1.81544286e-03]"
01619,"[ 1.92544594e-01  7.48166025e-01  2.30735973e-01  4.99894023e-01
  1.66653693e-01  1.81792557e-01  2.00227290e-01  3.45708787e-01
  4.45488453e-01  3.92338932e-01  1.85896173e-01  2.33410403e-01
  2.17915580e-01  5.40144622e-01  5.80092788e-01  2.47266114e-01
 -4.14810467e+00  1.68698101e+01 -1.31591439e+00  8.29967308e+00
  2.65996146e+00 -8.48864734e-01 -1.05103505e+00 -2.54787159e+00
  7.70437145e+00  6.44653225e+00 -8.11858535e-01  4.26227045e+00
 -1.78952527e+00 -9.49877262e+00  1.19483967e+01  1.95669830e+00
 -3.49141084e-03  9.98448103e-03 -1.48953841e-03  5.52366636e-03
 -1.77372215e-05 -3.72897738e-04  1.87303139e-03 -3.52694693e-03
  6.31768683e-03  6.89741587e-03 -9.56260241e-04 -5.64161529e-04
 -1.38524429e-03 -6.90459899e-03  8.51962913e-03  2.27681541e-03]"
01620,"[ 2.37965852e-01  9.00672793e-01  2.49158174e-01  6.99525893e-01
  2.14167982e-01  1.67967275e-01  3.25714916e-01  5.10388434e-01
  5.37705719e-01  5.14198899e-01  1.77671790e-01  3.21822912e-01
  2.85702974e-01  6.82832658e-01  7.45143652e-01  4.03614879e-01
 -3.94511056e+00  1.59732094e+01 -1.18318272e+00  7.61351824e+00
  2.44569302e+00 -6.99487567e-01 -1.27875364e+00 -1.99934947e+00
  7.22581959e+00  5.80729008e+00 -7.61261463e-01  4.17738724e+00
 -2.25576067e+00 -8.80586338e+00  1.14774675e+01  1.60489547e+00
 -5.91667391e-03  1.01304115e-02 -2.70041429e-03  4.03695942e-03
  1.92465359e-03 -1.11717562e-03  2.24780142e-03 -5.13858062e-03
  2.63842864e-03  3.33771492e-03 -7.45924811e-04 -8.70200304e-04
 -7.76910629e-04 -5.13813333e-03  1.18541921e-02  9.99624021e-05]"
01621,"[ 5.90806842e-01  1.54378283e+00  3.23531240e-01  9.09102023e-01
  3.74674261e-01  1.69521287e-01  5.17632544e-01  6.35432839e-01
  8.38714242e-01  7.48962581e-01  2.88566619e-01  4.80927974e-01
  6.97773099e-01  1.03970766e+00  1.19539428e+00  4.55606520e-01
 -3.87311792e+00  1.56319752e+01 -1.28024852e+00  7.52107430e+00
  2.23963332e+00 -6.94012046e-01 -1.33604586e+00 -2.01366162e+00
  7.03149652e+00  5.71374226e+00 -8.05452466e-01  4.06986952e+00
 -2.07119036e+00 -8.64157486e+00  1.11777782e+01  1.73458469e+00
  4.18182698e-03  1.10125949e-04  4.95165660e-03  5.14516464e-04
  2.31218007e-04 -1.70898756e-03  1.12167564e-03 -1.46838488e-03
  2.50132369e-03 -7.22541259e-04 -1.29362091e-03  4.24033378e-03
  1.13934992e-03  2.03859602e-03 -2.82731219e-03 -6.38567994e-04]"
01622,"[ 3.37471008e-01  1.23761129e+00  2.97374487e-01  7.62794375e-01
  1.82265207e-01  1.27394632e-01  2.58361101e-01  3.68070990e-01
  7.30459213e-01  5.74001670e-01  1.73068330e-01  4.10873085e-01
  3.15550178e-01  8.85066211e-01  1.00607538e+00  4.05610859e-01
 -3.79138041e+00  1.51890707e+01 -1.30025506e+00  7.03420925e+00
  2.30879474e+00 -5.86216092e-01 -1.48752940e+00 -1.59116697e+00
  6.91366053e+00  5.45654392e+00 -6.79443121e-01  4.43707848e+00
 -2.05407190e+00 -8.21421242e+00  1.10009909e+01  1.51680493e+00
  9.60937677e-04 -8.89667283e-03  4.75174755e-04 -7.19586753e-03
 -4.97196729e-04  9.52631904e-04 -2.09398023e-03  4.15581465e-03
 -5.15429281e-03 -6.41196304e-03  1.31081710e-03 -1.11472505e-03
 -4.64388626e-03  9.09779724e-03 -9.53182400e-03 -4.64946987e-03]"
01623,"[ 4.37807500e-01  1.42069089e+00  3.61338317e-01  9.19555664e-01
  2.69727230e-01  1.43921196e-01  3.85895312e-01  5.38735747e-01
  7.25303531e-01  6.56306446e-01  2.26779088e-01  4.77992833e-01
  4.08779860e-01  9.88546431e-01  1.12032747e+00  4.17807579e-01
 -3.63236976e+00  1.52719574e+01 -1.29506099e+00  7.34795570e+00
  2.24038291e+00 -8.22079420e-01 -1.18680310e+00 -2.06814051e+00
  6.63085413e+00  5.58493185e+00 -7.48521030e-01  3.96424484e+00
 -1.75908375e+00 -8.43193054e+00  1.08060026e+01  1.74704134e+00
  5.56159019e-03 -3.19580747e-03  2.85220961e-05  3.48718146e-03
 -1.35323991e-03 -1.06064835e-03  2.16150010e-03  2.67336256e-04
  3.12185695e-05 -8.49038108e-04 -3.48213649e-03  1.24615278e-03
  3.72649946e-03 -1.28754897e-03 -1.25155286e-03  6.42435227e-03]"
01624,"[ 1.24258034e-01  4.45854634e-01  1.73242629e-01  2.80321091e-01
  1.38839439e-01  1.61802992e-01  2.05208614e-01  2.35086605e-01
  2.78387636e-01  2.53898293e-01  1.16001308e-01  1.87239110e-01
  1.86283723e-01  2.89284974e-01  3.44614536e-01  1.40543178e-01
 -3.47475624e+00  1.49748535e+01 -1.37769294e+00  7.04387236e+00
  2.29123950e+00 -5.50240874e-01 -1.58741999e+00 -1.34261036e+00
  6.69693565e+00  5.29935980e+00 -8.12301040e-01  4.38239288e+00
 -1.94421804e+00 -8.05742741e+00  1.07667818e+01  1.46749961e+00
 -2.01076422e-03 -1.12302894e-03 -4.10693578e-04 -1.74532793e-03
 -2.20739943e-04 -1.54560225e-04 -2.55722960e-03  9.96078818e-04
  9.94580424e-04 -1.17584477e-03  2.45300177e-03 -1.79075278e-04
 -2.14522924e-03  2.33391411e-03  4.12578257e-04  1.05846820e-03]"
01625,"[ 3.38327110e-01  1.03213704e+00  2.27896407e-01  6.95710480e-01
  2.38422871e-01  1.93023831e-01  4.41520482e-01  6.32269382e-01
  5.95779657e-01  6.25845730e-01  2.52372921e-01  3.47950161e-01
  3.64034772e-01  7.73505449e-01  7.75972784e-01  3.04328620e-01
 -4.10907650e+00  1.63004608e+01 -1.42391956e+00  7.68342113e+00
  2.44004154e+00 -6.32370591e-01 -1.54817677e+00 -1.89572310e+00
  7.31986523e+00  5.86897326e+00 -6.36111438e-01  4.46098042e+00
 -2.11271596e+00 -8.90123558e+00  1.16732674e+01  1.60395181e+00
 -2.09048059e-03  4.31948034e-03  7.25076367e-04  5.55405861e-03
 -1.38113718e-03 -8.07401812e-04  6.30049506e-03 -1.03060414e-02
  2.63250689e-03  7.32065877e-03 -2.59017193e-03 -1.86457033e-03
  4.85617572e-03 -8.96153593e-03  9.56207259e-03  1.06987204e-03]"
01626,"[ 2.78629780e-01  9.83414352e-01  2.89572537e-01  6.05064750e-01
  1.89169154e-01  1.51181191e-01  2.42335632e-01  3.14908922e-01
  5.21852374e-01  4.58701193e-01  1.20039903e-01  3.75418305e-01
  2.72131711e-01  6.72283471e-01  7.49735177e-01  2.99528778e-01
 -3.54056835e+00  1.49707861e+01 -1.22386849e+00  7.03912544e+00
  2.30530715e+00 -7.13861525e-01 -1.53592050e+00 -1.31408858e+00
  6.63265419e+00  5.19513750e+00 -6.32791281e-01  4.34216356e+00
 -2.00434589e+00 -8.10399342e+00  1.06496191e+01  1.51684868e+00
 -2.16319520e-04  4.25186932e-03 -3.09466233e-04  1.67772301e-03
  7.86532194e-04  1.58744254e-03 -4.06106568e-04 -8.64129800e-04
  2.66464959e-03  3.61040158e-03  3.26254620e-04  1.92386982e-03
 -1.78665432e-04 -7.15117067e-03  1.27591944e-03 -5.34061056e-04]"
01627,"[ 6.00567102e-01  2.00159502e+00  3.98052156e-01  1.17488849e+00
  3.36775661e-01  1.73461869e-01  3.78131717e-01  5.06072998e-01
  1.01750576e+00  8.17638457e-01  2.22357705e-01  5.79529822e-01
  4.73411024e-01  1.29591739e+00  1.52162135e+00  4.01276022e-01
 -3.71094656e+00  1.53691673e+01 -1.28447568e+00  7.41294146e+00
  2.35140586e+00 -7.10975766e-01 -1.28255117e+00 -1.94978797e+00
  6.95537329e+00  5.78537178e+00 -8.74614000e-01  4.26331282e+00
 -1.78113413e+00 -8.44237900e+00  1.10357933e+01  1.65663731e+00
  4.70979372e-03 -1.71357770e-02  3.59193764e-03 -1.12811271e-02
 -5.88767880e-03  1.94783859e-03 -3.16079642e-04  5.20613127e-03
 -9.16992293e-03 -7.47039736e-03 -6.72554709e-04 -8.07171092e-03
  2.41274973e-03  1.76957769e-02 -1.72943295e-02 -4.94572699e-03]"
01628,"[ 1.57225981e-01  3.64709020e-01  1.53177038e-01  3.00965399e-01
  1.36479795e-01  1.56325728e-01  1.47922024e-01  2.57277578e-01
  2.49519512e-01  2.47553438e-01  1.25081033e-01  1.28676564e-01
  1.80839166e-01  2.91382313e-01  3.05093735e-01  1.93752870e-01
 -3.59859324e+00  1.63368282e+01 -1.43268418e+00  8.65271473e+00
  2.46882629e+00 -9.60157871e-01 -1.03343713e+00 -2.38010716e+00
  7.73255777e+00  6.58705568e+00 -1.04539931e+00  4.31456423e+00
 -1.12951517e+00 -9.37462330e+00  1.17150946e+01  2.39149785e+00
 -1.96770470e-03  1.04488267e-03 -1.36342390e-03 -2.78868227e-04
  5.09176499e-05  1.66923113e-03 -1.04146801e-03 -1.61008804e-03
  1.93260776e-03  1.18509826e-03  1.28399409e-03  1.15887732e-05
 -3.04342462e-04 -1.58172184e-03 -1.04686338e-03  1.66168554e-03]"
01629,"[ 3.81219298e-01  1.12713099e+00  2.61334270e-01  7.56669283e-01
  2.66511738e-01  1.85033664e-01  3.04649472e-01  4.82623070e-01
  6.50321126e-01  6.25563323e-01  2.06173092e-01  3.03969175e-01
  3.97833914e-01  8.14668179e-01  8.70318234e-01  3.61369520e-01
 -4.08205032e+00  1.66242275e+01 -1.40335023e+00  8.22530365e+00
  2.44932580e+00 -8.08538377e-01 -1.24695718e+00 -2.34577417e+00
  7.57550859e+00  6.29633570e+00 -7.77728915e-01  4.36946440e+00
 -1.82004404e+00 -9.32048225e+00  1.19668999e+01  1.91836047e+00
  3.02698877e-04  4.82877096e-04  4.61692357e-04  2.60246615e-03
  2.83030643e-03  2.33029612e-04  5.57824237e-04 -5.28147205e-04
 -5.16794686e-04  1.49307445e-03  6.89337906e-07  2.01309288e-03
 -4.28197985e-04 -2.83525133e-03  5.55118434e-03  3.70717966e-05]"
01630,"[ 2.32098192e-01  5.94453394e-01  1.78402215e-01  3.56895179e-01
  1.57651752e-01  1.26077011e-01  1.86457559e-01  2.67364860e-01
  2.91290730e-01  2.85196811e-01  1.61319703e-01  1.80098921e-01
  2.06415609e-01  4.02063400e-01  4.35880989e-01  1.60740837e-01
 -4.09952021e+00  1.73477402e+01 -1.75179875e+00  8.77755451e+00
  2.64753199e+00 -7.91771352e-01 -1.65756476e+00 -1.95889056e+00
  7.94313431e+00  6.46602297e+00 -6.67864144e-01  4.90555954e+00
 -1.94255495e+00 -9.73495770e+00  1.24738750e+01  2.14809060e+00
  1.94890988e-03 -3.18584687e-03 -1.88603335e-03 -2.73893328e-03
 -1.75033930e-03  2.49187718e-03  8.16110999e-04  5.42372185e-03
 -2.17532500e-04  2.91493204e-04 -1.12146305e-03 -1.63475061e-03
 -2.57019864e-03  2.91004751e-03 -3.93244955e-03 -1.81953112e-03]"
01631,"[ 2.56459981e-01  8.57962489e-01  2.31917500e-01  5.01986086e-01
  1.48963705e-01  1.15539916e-01  1.76355824e-01  3.44004542e-01
  4.85469609e-01  4.20678198e-01  1.17875606e-01  2.71555871e-01
  2.29371205e-01  5.79776406e-01  7.25159109e-01  2.22388342e-01
 -3.87078547e+00  1.63104572e+01 -1.58731556e+00  7.98329306e+00
  2.49051690e+00 -7.52103984e-01 -1.41792047e+00 -1.94612825e+00
  7.34848738e+00  5.94493818e+00 -7.33870268e-01  4.46057129e+00
 -1.74631035e+00 -9.05307865e+00  1.15720139e+01  2.08484006e+00
 -6.39207852e-04  5.62395805e-03 -1.93337689e-03  4.42228562e-03
  5.35411712e-04  2.22076310e-03  2.32056331e-03  5.56837672e-04
  2.82486382e-03  4.40802941e-03 -3.48350304e-05  2.40585743e-03
 -1.92489685e-03 -5.29335605e-03  5.22758818e-03  1.34458476e-03]"
01632,"[ 1.40983462e-01  2.80998856e-01  2.02323005e-01  1.89962372e-01
  1.00017138e-01  1.55487925e-01  8.56719539e-02  1.67933583e-01
  1.78160742e-01  1.42686740e-01  1.71462074e-01  1.37366444e-01
  1.46795407e-01  2.34369725e-01  2.46622965e-01  8.14324245e-02
 -3.71150613e+00  1.54928303e+01 -1.52093112e+00  7.23656940e+00
  2.39670587e+00 -7.36507058e-01 -1.88769472e+00 -1.30050719e+00
  6.98189878e+00  5.29454041e+00 -6.02986455e-01  4.77115488e+00
 -2.23569155e+00 -8.37988091e+00  1.11249332e+01  1.63838196e+00
  1.09122859e-04 -4.73992437e-04 -5.55302343e-04  1.41532401e-03
  1.62261164e-04 -1.05647068e-04 -1.48746702e-05 -7.93938326e-04
  5.69712402e-04 -1.68187292e-03 -1.93349075e-03  5.51562024e-04
  2.89774654e-03 -1.73379417e-03 -1.19657598e-05  1.25083913e-04]"
01633,"[ 3.60463887e-01  1.28390622e+00  2.95885563e-01  8.40604067e-01
  2.29072347e-01  1.98211595e-01  3.76492411e-01  5.81850708e-01
  7.20113933e-01  6.79276228e-01  2.43517801e-01  4.16269779e-01
  3.63219410e-01  9.48706567e-01  9.57029581e-01  3.86768490e-01
 -3.99806809e+00  1.60664825e+01 -1.32221806e+00  7.64685822e+00
  2.50444031e+00 -6.61570430e-01 -1.62957335e+00 -1.78247797e+00
  7.28632021e+00  5.80161428e+00 -7.20116735e-01  4.49335098e+00
 -2.14524841e+00 -8.72611809e+00  1.14603529e+01  1.50564182e+00
 -2.32681658e-03  6.75404989e-03 -8.83492394e-04  4.31330999e-03
 -4.24177983e-04  9.17408806e-04 -7.20825651e-04 -2.32345681e-03
  5.47596634e-03  7.27010385e-03 -5.75551692e-04 -4.93139283e-07
  6.83896053e-04 -4.28417911e-03  5.95760345e-03  5.11984158e-04]"
01634,"[ 2.64960229e-01  1.01490605e+00  3.12802315e-01  7.65559435e-01
  2.16279581e-01  2.05875918e-01  4.17022288e-01  5.29213727e-01
  5.70606053e-01  5.85594714e-01  2.04349801e-01  3.78312171e-01
  3.31896305e-01  7.66705811e-01  8.27064633e-01  3.68953258e-01
 -4.10928440e+00  1.68163548e+01 -1.39314210e+00  8.27417469e+00
  2.69232893e+00 -7.08372414e-01 -1.46653712e+00 -2.05735421e+00
  7.62299156e+00  6.13347054e+00 -7.80611575e-01  4.42102242e+00
 -2.23198366e+00 -9.38184738e+00  1.18862963e+01  1.93915868e+00
  1.59308238e-03 -7.89179354e-03 -1.06210064e-03 -2.65735439e-03
 -1.81310860e-03  9.40745187e-04  2.88782243e-03 -1.97503429e-05
 -1.52099234e-03 -1.95225895e-03  1.71500967e-03 -4.75231552e-03
 -3.11585573e-04  7.59949643e-03 -3.12597527e-03 -2.22840358e-03]"
01635,"[ 3.45640153e-01  1.10985160e+00  1.85803831e-01  7.93399632e-01
  2.27696359e-01  1.89668998e-01  3.48166764e-01  6.50965869e-01
  6.91847622e-01  7.38019884e-01  1.77510485e-01  3.07562917e-01
  2.74004102e-01  8.53091955e-01  8.95697713e-01  3.29811215e-01
 -3.69396663e+00  1.58879128e+01 -1.24255419e+00  8.03608894e+00
  2.37025189e+00 -7.45821238e-01 -1.02558458e+00 -2.21760392e+00
  7.26754379e+00  6.24523735e+00 -9.27226841e-01  4.14311981e+00
 -1.36854899e+00 -8.90730762e+00  1.13476791e+01  1.98307848e+00
  4.88531437e-03 -9.14327711e-03  1.67156145e-03 -4.99588200e-03
 -5.30284185e-04  2.47950553e-03  7.05700280e-04  4.05950933e-05
 -2.30181727e-03 -1.78569555e-03 -1.47145133e-03 -3.74215536e-03
  2.01503977e-03  3.25795320e-03 -4.92885276e-03  7.61083558e-04]"
01636,"[ 1.73284158e-01  5.86822510e-01  1.86863974e-01  4.31180626e-01
  1.69530556e-01  1.51476875e-01  1.93489626e-01  3.30071241e-01
  3.05246025e-01  3.76085073e-01  1.30682752e-01  2.06300691e-01
  2.18439028e-01  4.47669446e-01  4.73703295e-01  1.90170467e-01
 -4.27410412e+00  1.74874630e+01 -1.52634227e+00  8.76532459e+00
  2.62713528e+00 -7.57899702e-01 -1.32630777e+00 -2.35718799e+00
  8.11202812e+00  6.58347893e+00 -6.78505659e-01  4.74080038e+00
 -2.14599729e+00 -9.85428524e+00  1.27574797e+01  1.99617600e+00
  2.97898309e-03 -1.32405147e-02 -1.42933084e-04 -7.23896984e-03
 -1.16427790e-03  1.84158261e-03 -3.98528996e-03  7.98941805e-03
 -9.22401542e-03 -6.83924377e-03  1.00550164e-03 -2.49783707e-04
 -2.49221819e-03  1.01901843e-02 -1.13317681e-02  2.81361943e-05]"
01637,"[ 2.05901951e-01  6.22952104e-01  1.76365569e-01  4.21806425e-01
  1.28970027e-01  1.13108844e-01  2.51130164e-01  3.05366874e-01
  3.37454200e-01  3.40140194e-01  1.23965494e-01  2.44338527e-01
  2.12338224e-01  4.40792024e-01  4.86258328e-01  1.65429160e-01
 -3.86504245e+00  1.56455660e+01 -1.41192973e+00  7.34420061e+00
  2.42472982e+00 -7.40898490e-01 -1.65168273e+00 -1.59072781e+00
  6.94507122e+00  5.50439215e+00 -7.15804994e-01  4.48517418e+00
 -2.14637589e+00 -8.40461445e+00  1.12462311e+01  1.47855806e+00
  3.87845895e-04  4.05518214e-03  1.50959907e-03  1.91837906e-03
  1.86042679e-03  7.60414598e-04  2.22985879e-03 -3.18440349e-03
 -3.30731400e-04  1.89358251e-03 -1.03411180e-03  5.35042367e-04
 -4.46653009e-04 -4.54927102e-04  1.45795406e-03  1.08588735e-03]"
