,wf_0_OK
wf_0_OK,0.9999999999999999
ja_0_OK,0.9999782244261206
RainySeason_0_OK,0.9998942889551805
Lie_0_OK,0.9998790690127627
Hollywood_0_OK,0.9997814369126372
