no,track,singer,singerID,mp3URL
5001,Freestyle,Lil Reese,1bPxKZtCdjB1aj1csBJpdS,https://p.scdn.co/mp3-preview/7340ba91f1f8e7767221869e5f205d8dec2d4bb4?cid=92ac8297791c442aa3ad223eab515b17
5002,Put It In a Love Song (feat. Beyonc矇 Knowles),Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,https://p.scdn.co/mp3-preview/8f28b26180050fd0cfdc07e268d33287647ecb61?cid=92ac8297791c442aa3ad223eab515b17
5003,Call It Off,Washed Out,5juOkIIy18sFw9L30syt1Z,https://p.scdn.co/mp3-preview/0733912700c59fa2d0ac6e945d77a28675bd0dd0?cid=92ac8297791c442aa3ad223eab515b17
5004,Nothing,"Car, the Garden",7c1HgFDe8ogy5NOZ1ANCJQ,https://p.scdn.co/mp3-preview/26219fdd64559aa05492d8dabe043c4bab88452d?cid=92ac8297791c442aa3ad223eab515b17
5005,Ven Conmigo (Solamente T繳),Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,https://p.scdn.co/mp3-preview/422fa94ef3d78a460b2314c472286b17044fe186?cid=92ac8297791c442aa3ad223eab515b17
5006,Let It Happen,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,https://p.scdn.co/mp3-preview/25484db212c433d982128824757ce1e0c68efec0?cid=92ac8297791c442aa3ad223eab515b17
5007,Slight night shiver,M83,63MQldklfxkjYDoUE4Tppz,https://p.scdn.co/mp3-preview/76bd5721adc362a086c0d513099fd77cf6cb2afc?cid=92ac8297791c442aa3ad223eab515b17
5008,You Dont Want My Love,The Shirelles,0x83OBqixqdCHnStP5VMcn,https://p.scdn.co/mp3-preview/46d8be3841194d227619b83a7b5ede6556633dca?cid=92ac8297791c442aa3ad223eab515b17
5009,Voices In My Head/Stick To The Plan,Big Sean,0c173mlxpT3dSFRgMO8XPh,https://p.scdn.co/mp3-preview/036c97ad3acf722e184a611e0155e3a07cc1b532?cid=92ac8297791c442aa3ad223eab515b17
5010,Saint,Blood Orange,6LEeAFiJF8OuPx747e1wxR,https://p.scdn.co/mp3-preview/ebb417d388da01b3bfc1f5e37b77712052a4298b?cid=92ac8297791c442aa3ad223eab515b17
5011,A No No,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,https://p.scdn.co/mp3-preview/d37b7b19f05978953edf29a80f978a35eebcda40?cid=92ac8297791c442aa3ad223eab515b17
5012,Biking,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,https://p.scdn.co/mp3-preview/35a608d4813f00f58d1c99b018531184d0c1e242?cid=92ac8297791c442aa3ad223eab515b17
5013,Save Yourself,Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,https://p.scdn.co/mp3-preview/8e2d6e882102f058847d6376dc09504b00185270?cid=92ac8297791c442aa3ad223eab515b17
5014,The BRITs,Robbie Williams,2HcwFjNelS49kFbfvMxQYw,https://p.scdn.co/mp3-preview/cbf06b2eee129938b54df5e51f18f839098bb005?cid=92ac8297791c442aa3ad223eab515b17
5015,Forever Blue,Little River Band,6clbbhnIqpHnqxwtOWcilg,https://p.scdn.co/mp3-preview/1271b05e0fe09ee5f1863bddc7291edb04c14ff8?cid=92ac8297791c442aa3ad223eab515b17
5016,Home Now,No Doubt,0cQbJU1aAzvbEmTuljWLlF,https://p.scdn.co/mp3-preview/8dec61f95741f7855dcfd9cbdd4d6befb11d9126?cid=92ac8297791c442aa3ad223eab515b17
5017,Howd You Have Me,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,https://p.scdn.co/mp3-preview/217cb6ee3171d4fac4dc556719ee826447e4d435?cid=92ac8297791c442aa3ad223eab515b17
5018,Stay Away from You,Riff Raff,31IZdHrCZ5pRhLz4zBxN3o,https://p.scdn.co/mp3-preview/0ff04ab9bb908ca07b95eeb184971c5fedd96098?cid=92ac8297791c442aa3ad223eab515b17
5019,Bag,French Montana,6vXTefBL93Dj5IqAWq6OTv,https://p.scdn.co/mp3-preview/c1626c9e4409945ce4c0c0af598f935c667122e8?cid=92ac8297791c442aa3ad223eab515b17
5020,Then Theres You,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,https://p.scdn.co/mp3-preview/f8c19550ba8503f63b56468afd29f8670a24667e?cid=92ac8297791c442aa3ad223eab515b17
5021,Waste (feat. Lady Chann),Lily Allen,13saZpZnCDWOI9D4IJhp1f,https://p.scdn.co/mp3-preview/4d1e6eb7d81975e824a1aee815f422ba82ec736c?cid=92ac8297791c442aa3ad223eab515b17
5022,Redzone Killer,Seal,5GtMEZEeFFsuHY8ad4kOxv,https://p.scdn.co/mp3-preview/948296d2468aa0c7aba958fa48aab08368f91db8?cid=92ac8297791c442aa3ad223eab515b17
5023,You Matter To Me,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,https://p.scdn.co/mp3-preview/892e8016ecf1c7048536f53bf31f3c28a0648771?cid=92ac8297791c442aa3ad223eab515b17
5024,Skeleton Coast,Cayucas,7LLcRttKjV6PeJOlCNCYon,https://p.scdn.co/mp3-preview/bf94dfa677677646aa26f58705a19d7684e7b3d7?cid=92ac8297791c442aa3ad223eab515b17
5025,Awake,Tycho,5oOhM2DFWab8XhSdQiITry,https://p.scdn.co/mp3-preview/6359d7d3468e40bcd94d32d52c040ba005c25f4e?cid=92ac8297791c442aa3ad223eab515b17
5026,Maybe Youll Be There,Bob Dylan,74ASZWbe4lXaubB36ztrGX,https://p.scdn.co/mp3-preview/bb9622243989bc8e169584c150bacea91e2c057b?cid=92ac8297791c442aa3ad223eab515b17
5027,Soul & <3,Chrome Sparks,2pTCZ9C1fXdaVlv6d5EIXM,https://p.scdn.co/mp3-preview/8a903b5631a1ac88662111b1590ed808ee8d1120?cid=92ac8297791c442aa3ad223eab515b17
5028,Cold Irons Bound,Bob Dylan,74ASZWbe4lXaubB36ztrGX,https://p.scdn.co/mp3-preview/c44d3b276c520cf70aa85b4af9cdc7522d2a36e6?cid=92ac8297791c442aa3ad223eab515b17
5029,Never Take Friendship Personal,Anberlin,5v61OSg53KaQxGMpErkBNp,https://p.scdn.co/mp3-preview/5ea2a8204c924fc42515f42debd6b5c51663d957?cid=92ac8297791c442aa3ad223eab515b17
5030,You Get,Cat Power,6G7OerKc3eBO9sVkRNopFC,https://p.scdn.co/mp3-preview/2ae8ba111926e462c7de33e6aab0fd7587ad6978?cid=92ac8297791c442aa3ad223eab515b17
5031,If I Aint Got You - Unplugged,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,https://p.scdn.co/mp3-preview/f4716da1672fb15544f30fd8c4ecb8f92dc00b30?cid=92ac8297791c442aa3ad223eab515b17
5032,Just to be the One,Glen Hansard,3Caot8EtHX6wLpNF2wRzS0,https://p.scdn.co/mp3-preview/60956f8a22edde678004bbda1d52c924145115a8?cid=92ac8297791c442aa3ad223eab515b17
5033,Faces,Gavin James,25tMQOrIU4LlUo6Sv8v5SE,https://p.scdn.co/mp3-preview/6ab61abaf1892aec06f510a768547009af5861c8?cid=92ac8297791c442aa3ad223eab515b17
5034,A Minute (Intro),Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,https://p.scdn.co/mp3-preview/62de88565322340656d611a73822a0cea3654da7?cid=92ac8297791c442aa3ad223eab515b17
5035,Nobody,Martin Jensen,4ehtJnVumNf6xzSCDk8aLB,https://p.scdn.co/mp3-preview/98dc12d5fec638254df218b292edbad8ce2c365c?cid=92ac8297791c442aa3ad223eab515b17
