no,track,singer,singerID,mp3URL
4001,I Dont Sell Molly No More,ILOVEMAKONNEN,3aGFCoR8xGN6DKwvdzeSja,https://p.scdn.co/mp3-preview/cd2a91d24fa6745d9ca13d383da3170d78386212?cid=92ac8297791c442aa3ad223eab515b17
4002,Whole Lot,21 Savage,1URnnhqYAYcrqrcwql10ft,https://p.scdn.co/mp3-preview/cf74e5712c21b4ab36a2e692b883e7458d31454d?cid=92ac8297791c442aa3ad223eab515b17
4003,Santa Claus Is Coming To Town (Intro),Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,https://p.scdn.co/mp3-preview/16927acdb2dcdff8c8606d721c76f91588a20b75?cid=92ac8297791c442aa3ad223eab515b17
4004,Girls It Aint Easy,Dusty Springfield,5zaXYwewAXedKNCff45U5l,https://p.scdn.co/mp3-preview/6123739a5d2948bfda255fee831279cc24dd3169?cid=92ac8297791c442aa3ad223eab515b17
4005,Easy,Gavin James,25tMQOrIU4LlUo6Sv8v5SE,https://p.scdn.co/mp3-preview/ae198b4e1bd478f0c1d3826a4c77692bdaf6f0b3?cid=92ac8297791c442aa3ad223eab515b17
4006,Right For Me,Justin Timberlake,31TPClRtHm23RisEBtV3X7,https://p.scdn.co/mp3-preview/9870e8afe978a840393423a8859437f81d1b3ea0?cid=92ac8297791c442aa3ad223eab515b17
4007,Rest Your Love,The Vamps,7gAppWoH7pcYmphCVTXkzs,https://p.scdn.co/mp3-preview/00f91f6457c8ef8516bd97a5b66e1b83370be519?cid=92ac8297791c442aa3ad223eab515b17
4008,Tough Guy and Fighting,Kevin Hart,3rHl3rSgCnHhOlVB87ZxyF,https://p.scdn.co/mp3-preview/805b55ea7b73835a6de3439d6afc02818ed198d0?cid=92ac8297791c442aa3ad223eab515b17
4009,Wake Up,Funkadelic,450o9jw6AtiQlQkHCdH6Ru,https://p.scdn.co/mp3-preview/783e775c0c7570a81b79d4db698994f7eebeeed1?cid=92ac8297791c442aa3ad223eab515b17
4010,Sock It To Me,Joe Cuba,5MlfccEEOw6kihsT8eQtbh,https://p.scdn.co/mp3-preview/c5fe8697d012941d02a7cd660a843fb0c2a4dbc7?cid=92ac8297791c442aa3ad223eab515b17
4011,Who Knew,Lil Dicky,1tqhsYv8yBBdwANFNzHtcr,https://p.scdn.co/mp3-preview/8edf7d8cf5ee9e2611be5342858805b87664189f?cid=92ac8297791c442aa3ad223eab515b17
4012,News,Foxygen,55LHFEtIplWhsfyWZUwkf4,https://p.scdn.co/mp3-preview/18a16ee507f219530b707a3686fb7ed072dd6abe?cid=92ac8297791c442aa3ad223eab515b17
4013,Skin,Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,https://p.scdn.co/mp3-preview/1c09841042286a93339b34973bb2e2c7673946ab?cid=92ac8297791c442aa3ad223eab515b17
4014,Talk Shit Like a Preacher,Future,1RyvyyTE3xzB2ZywiAwp0i,https://p.scdn.co/mp3-preview/c5bdb1f4db440e8b1f797704b19de92e504d5201?cid=92ac8297791c442aa3ad223eab515b17
4015,Right Into Your Love,James TW,0B3N0ZINFWvizfa8bKiz4v,https://p.scdn.co/mp3-preview/ff114a2cc182849b70a764004ccb13cec28c8db9?cid=92ac8297791c442aa3ad223eab515b17
4016,Elvis Decanter,The Vandals,4AqIRTZF6DDmKmdorgFug6,https://p.scdn.co/mp3-preview/ac465394bef6fa9bdfabbc2ae9b8c7dd8887311b?cid=92ac8297791c442aa3ad223eab515b17
4017,Its On Us (Benefiting the Its On Us Campaign),AJR,6s22t5Y3prQHyaHWUN1R1C,https://p.scdn.co/mp3-preview/126b3655f6e8fee1139c09846e5f13d0094b4060?cid=92ac8297791c442aa3ad223eab515b17
4018,Wedding Ring,Glen Hansard,3Caot8EtHX6wLpNF2wRzS0,https://p.scdn.co/mp3-preview/c3ec28e203af8e89fde9065c542c5f4afdb1e582?cid=92ac8297791c442aa3ad223eab515b17
4019,Awakenings,Sarah McLachlan,4NgNsOXSwIzXlUIJcpnNUp,https://p.scdn.co/mp3-preview/6cdfa0656bc27910f57cd74ace6773113018f377?cid=92ac8297791c442aa3ad223eab515b17
4020,Straight to Hell,The Clash,3RGLhK1IP9jnYFH4BRFJBS,https://p.scdn.co/mp3-preview/8035d8f82ba06e1f559fec69fed8a097d1c043eb?cid=92ac8297791c442aa3ad223eab515b17
4021,Raw Milk,Parquet Courts,23NIwARd4vPbxt3wwNnJ6k,https://p.scdn.co/mp3-preview/0d9fbf7723e332137280be1cab08a22553fc2c55?cid=92ac8297791c442aa3ad223eab515b17
4022,Growing Apart (To Get Closer),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,https://p.scdn.co/mp3-preview/9fcaf30e73add5717a2e116ad6f3acf34f334bad?cid=92ac8297791c442aa3ad223eab515b17
4023,Hey! Get Out Of My Way,The Cardigans,1tqZaCwM57UFKjWoYwMLrw,https://p.scdn.co/mp3-preview/c9291ab94cec2989444b54eca740450ccead3807?cid=92ac8297791c442aa3ad223eab515b17
4024,That Was Lulu,Richard Marx,0grdhNhiRLFBaFVyybqsj6,https://p.scdn.co/mp3-preview/398ec8fa9535cc5ecb1810c5cb0ce90168bfb4f2?cid=92ac8297791c442aa3ad223eab515b17
4025,Lemme Freak For Real Tho (Outro),Lil Dicky,1tqhsYv8yBBdwANFNzHtcr,https://p.scdn.co/mp3-preview/7d4b94a59a72d7599e13dc320fea5fa63729c2ab?cid=92ac8297791c442aa3ad223eab515b17
4026,Your House,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,https://p.scdn.co/mp3-preview/a900ea8f16ad0a54ebd6fa4734ee344cc51d595c?cid=92ac8297791c442aa3ad223eab515b17
4027,Falling,HAIM,4Ui2kfOqGujY81UcPrb5KE,https://p.scdn.co/mp3-preview/f6d331218e9e05025f836d5ad13970417d4604cd?cid=92ac8297791c442aa3ad223eab515b17
4028,Stick It To The Pimp,Peaches,1gkSl4XpHIHI4I1WQbfXOE,https://p.scdn.co/mp3-preview/74420216fd170b273b55459ded891d462d7ef025?cid=92ac8297791c442aa3ad223eab515b17
4029,Scrape Away,The Jam,2P560DaOMNDUACoH8ZhOCR,https://p.scdn.co/mp3-preview/b1c76b9607efa66882f4b27b225aa54ee7cb0374?cid=92ac8297791c442aa3ad223eab515b17
4030,Wherever You Go,Beach House,56ZTgzPBDge0OvCGgMO3OY,https://p.scdn.co/mp3-preview/8117a8749fd9cda99952ef053cefd3708ac93d66?cid=92ac8297791c442aa3ad223eab515b17
4031,I Do It,Big Sean,0c173mlxpT3dSFRgMO8XPh,https://p.scdn.co/mp3-preview/ae6587ab3c6c4bcb6edb262e2c032727bdca3bc8?cid=92ac8297791c442aa3ad223eab515b17
4032,Claiming the City,Macklemore,3JhNCzhSMTxs9WLGJJxWOY,https://p.scdn.co/mp3-preview/1f06e59e89eb3a57dd73eb1807b965c192260cc4?cid=92ac8297791c442aa3ad223eab515b17
4033,Rigamortus,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,https://p.scdn.co/mp3-preview/66bc9fbd7971dca5018b9d7a5472e69faa7ea42d?cid=92ac8297791c442aa3ad223eab515b17
4034,Mr. Dream Merchant,Dusty Springfield,5zaXYwewAXedKNCff45U5l,https://p.scdn.co/mp3-preview/d7fc0cb60846e3b40c024471ab179c1faae6c0ae?cid=92ac8297791c442aa3ad223eab515b17
4035,Make You Mine,Kwabs,0r0KdmVS1Er3kaFnl1KPog,https://p.scdn.co/mp3-preview/510b5258e4ab58f17b7dd31454fc711ed3eedc09?cid=92ac8297791c442aa3ad223eab515b17
4036,Shes a Dream,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,https://p.scdn.co/mp3-preview/865626d530b6899568f5b172900a618ba26b05c5?cid=92ac8297791c442aa3ad223eab515b17
4037,Miracle Drug,U2,51Blml2LZPmy7TTiAg47vQ,https://p.scdn.co/mp3-preview/bd85d87606fcf3a7b7d1f6fc09d90f1ea76dd854?cid=92ac8297791c442aa3ad223eab515b17
4038,The Gallery,Muse,12Chz98pHFMPJEknJQMWvI,https://p.scdn.co/mp3-preview/fadfaa476e966cee9da3124e0be533fb61d71ad6?cid=92ac8297791c442aa3ad223eab515b17
4039,10月11日,Shamir,7JgXEHI1oEiQICAMeCsKTj,https://p.scdn.co/mp3-preview/00800b17242674a337f1fc36c395a4cae88b86f4?cid=92ac8297791c442aa3ad223eab515b17
4040,The Turnaround,Eels,3zunDAtRDg7kflREzWAhxl,https://p.scdn.co/mp3-preview/62f90b84e067dbaa86ca9ac2b201636915fe0e2b?cid=92ac8297791c442aa3ad223eab515b17
4041,Clear Blue Eyes,Amos Lee,0QrowybipCKUDnq5y10PD2,https://p.scdn.co/mp3-preview/bb01964fc00596a4b14a106389e84694818e493b?cid=92ac8297791c442aa3ad223eab515b17
4042,Feel It,Young Thug,50co4Is1HCEo8bhOyUWKpn,https://p.scdn.co/mp3-preview/6400cd4e7d0ac037faea96a5c44cb763106da753?cid=92ac8297791c442aa3ad223eab515b17
4043,Y.O.D.O,Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,https://p.scdn.co/mp3-preview/3ba6b9f2374c854fef480f236277084fbcaa580a?cid=92ac8297791c442aa3ad223eab515b17
4044,She Know,Father,10AY17ALos2o3akPqrPydw,https://p.scdn.co/mp3-preview/8468f4f8cd5a1fe04b393c2fc30d293cefc4c066?cid=92ac8297791c442aa3ad223eab515b17
4045,Inside Your Heart,Ty Segall,58XGUNsRNu3cVOIOYk5chx,https://p.scdn.co/mp3-preview/8c23f24c2984481f271900212f0664693c208e55?cid=92ac8297791c442aa3ad223eab515b17
4046,She Drives Me Crazy,Tyrone Wells,5zeCSgiRyezbfLiGOpKAsR,https://p.scdn.co/mp3-preview/393ea3e71af3b8150ebd4feebfc5ed885d634d71?cid=92ac8297791c442aa3ad223eab515b17
4047,Send My Love to Linda,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,https://p.scdn.co/mp3-preview/df29993045b51dcad38331e78236273879400095?cid=92ac8297791c442aa3ad223eab515b17
4048,Goodbye Yellow Brick Road,Elton John,3PhoLpVuITZKcymswpck5b,https://p.scdn.co/mp3-preview/963131c560890e2867d52045ce9a4016bdeb293d?cid=92ac8297791c442aa3ad223eab515b17
4049,Intro,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,https://p.scdn.co/mp3-preview/d99859d5219eb9f12c288f12e23d3069660491b0?cid=92ac8297791c442aa3ad223eab515b17
4050,Settle Down,No Doubt,0cQbJU1aAzvbEmTuljWLlF,https://p.scdn.co/mp3-preview/9f2620b8341001b134c3104e529a0ae181b68b68?cid=92ac8297791c442aa3ad223eab515b17
4051,Loveline,Autre Ne Veut,7MC5zmK3iZHzPqGZEVSROe,https://p.scdn.co/mp3-preview/3fa4c791b8fc9c45405ac0142d35b746a29aac3a?cid=92ac8297791c442aa3ad223eab515b17
4052,Schwag,Ty Segall,58XGUNsRNu3cVOIOYk5chx,https://p.scdn.co/mp3-preview/c6e5cd336e92eb2c3db87674b7b961b597b82046?cid=92ac8297791c442aa3ad223eab515b17
4053,Begging To You,Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,https://p.scdn.co/mp3-preview/2994e5d7198ff3f144fb3610247af8dacf8bf348?cid=92ac8297791c442aa3ad223eab515b17
4054,No Promises,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,https://p.scdn.co/mp3-preview/35208fe8e2cd887ec6daf5d46ced8858e1a55844?cid=92ac8297791c442aa3ad223eab515b17
4055,I Shot Ya,French Montana,6vXTefBL93Dj5IqAWq6OTv,https://p.scdn.co/mp3-preview/6b26ff6adbd242a96c03b4cad9e28d3b47d78e82?cid=92ac8297791c442aa3ad223eab515b17
4056,Comforting Lie,No Doubt,0cQbJU1aAzvbEmTuljWLlF,https://p.scdn.co/mp3-preview/47bdf0dfd7f8919ee421e2c8b8bee2de92bdd0dc?cid=92ac8297791c442aa3ad223eab515b17
4057,American Dreams,Papa Roach,4RddZ3iHvSpGV4dvATac9X,https://p.scdn.co/mp3-preview/9a352a7bf0d1307bf332c843686941d26630ff67?cid=92ac8297791c442aa3ad223eab515b17
4058,River Of Blood,Eric Burdon,3miNucraVWk4hdVsIxn7id,https://p.scdn.co/mp3-preview/994c30e4494b7f23f81636b9383c671307c94580?cid=92ac8297791c442aa3ad223eab515b17
4059,Back To The Earth,Jason Mraz,4phGZZrJZRo4ElhRtViYdl,https://p.scdn.co/mp3-preview/d7c918275dec08c4d4b45cbb501eaef621601df1?cid=92ac8297791c442aa3ad223eab515b17
4060,Come Around,Stars Go Dim,4O5EDKGt6YC5IXkOArVqk3,https://p.scdn.co/mp3-preview/da4ed8a3a99f39301f4a83ba720783c71cd79fad?cid=92ac8297791c442aa3ad223eab515b17
4061,Gypsy,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,https://p.scdn.co/mp3-preview/3f9ac6636afa632d92e24c2adb3d776536002fa4?cid=92ac8297791c442aa3ad223eab515b17
4062,Golden Light,Twin Shadow,6fLrPFLWLSCrp7gcTZXcKb,https://p.scdn.co/mp3-preview/e149f6b3c20570006d52340458eeaf3027248559?cid=92ac8297791c442aa3ad223eab515b17
4063,Sun In The Night,Lighthouse Family,6edGSAX5dVpeJVwu1Q0NwJ,https://p.scdn.co/mp3-preview/2149e942328716897a6cb618fe233f87914a0756?cid=92ac8297791c442aa3ad223eab515b17
4064,PHANTOM BRICKWORKS II,Bibio,0qzzGu8qpbXYpzgV52wOFT,https://p.scdn.co/mp3-preview/882477ee0cb335129e589c17535247f1d14d9714?cid=92ac8297791c442aa3ad223eab515b17
4065,The Christmas Song,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,https://p.scdn.co/mp3-preview/b7a674928675837ddcf3a44434343ff776bcdcdf?cid=92ac8297791c442aa3ad223eab515b17
4066,Laydown,Prince,5a2EaR3hamoenG9rDuVn8j,https://p.scdn.co/mp3-preview/6538372638866f8af6ec51364024a960a1f3b46f?cid=92ac8297791c442aa3ad223eab515b17
4067,Oxygen,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,https://p.scdn.co/mp3-preview/e47379481ca797268446fd7089a401081124f645?cid=92ac8297791c442aa3ad223eab515b17
4068,Dusk At Maureens,The Rapture,166Dz1GX3xonSQ3Z6CQW26,https://p.scdn.co/mp3-preview/0daabfa605e31d46e8d654781a84ecb80da0c262?cid=92ac8297791c442aa3ad223eab515b17
4069,You Get My Love,P!nk,1KCSPY1glIKqW2TotWuXOR,https://p.scdn.co/mp3-preview/9d30b6fa1c5dca19878b222df3af0bcb9157238a?cid=92ac8297791c442aa3ad223eab515b17
4070,Dreams,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,https://p.scdn.co/mp3-preview/7a452d4ecc3ae7c6b2e7ae8caff86197d3724312?cid=92ac8297791c442aa3ad223eab515b17
4071,Less Speed,Chief Keef,15iVAtD3s3FsQR4w1v6M0P,https://p.scdn.co/mp3-preview/7b52a3d3de7b918268415aac4b1335b5ea3c8271?cid=92ac8297791c442aa3ad223eab515b17
4072,Kid 606 In Love With The Underground,The Rapture,166Dz1GX3xonSQ3Z6CQW26,https://p.scdn.co/mp3-preview/f6d82fd7a7ae2e9d3bed470329ea6250444dbc3c?cid=92ac8297791c442aa3ad223eab515b17
4073,Do Me a Favour,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,https://p.scdn.co/mp3-preview/39773b85ef90077257b570ded6b61fde3cab4953?cid=92ac8297791c442aa3ad223eab515b17
4074,Beach House,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,https://p.scdn.co/mp3-preview/01ff42ee1cc560eae761555da6ad3e7650205174?cid=92ac8297791c442aa3ad223eab515b17
4075,I Could Be Wrong,The Starting Line,3E3xrZtBU5ORqcmX78v5YZ,https://p.scdn.co/mp3-preview/c375bb6252e3f38b263a9436a975f5ae66bebb00?cid=92ac8297791c442aa3ad223eab515b17
4076,Wide Open,The Rapture,166Dz1GX3xonSQ3Z6CQW26,https://p.scdn.co/mp3-preview/861211fd8438ed6e78e1b125728fe3acf1f1b17f?cid=92ac8297791c442aa3ad223eab515b17
4077,Say Aha - Tom Nevilles Gold Dust Dub,Santigold,6Jrxnp0JgqmeUX1veU591p,https://p.scdn.co/mp3-preview/03f3159553d72b3b35081152b30308ad9542fef2?cid=92ac8297791c442aa3ad223eab515b17
4078,Hes So Fine - Remastered 2000,The Chiffons,05sIdEkXAYDbDDdv3T56Oj,https://p.scdn.co/mp3-preview/b6c327c8c40b71cec0e087e4c88f916db667c3e7?cid=92ac8297791c442aa3ad223eab515b17
4079,Amor Fati,Washed Out,5juOkIIy18sFw9L30syt1Z,https://p.scdn.co/mp3-preview/7829f8ae07a581e97961e03cf50eedcfdf016489?cid=92ac8297791c442aa3ad223eab515b17
4080,Sexy Socialite,Chromeo,2mV8aJphiSHYJf43DxL7Gt,https://p.scdn.co/mp3-preview/8a3bdde6a32e5aa730946d4a891334852076e339?cid=92ac8297791c442aa3ad223eab515b17
4081,Im Alive,Seal,5GtMEZEeFFsuHY8ad4kOxv,https://p.scdn.co/mp3-preview/20972973e152c4003366e88e1bb7d9efa24e4e1c?cid=92ac8297791c442aa3ad223eab515b17
4082,Castles In The Snow,Twin Shadow,6fLrPFLWLSCrp7gcTZXcKb,https://p.scdn.co/mp3-preview/5b9d7845710f359475c78fe348ff5124aaaf91b7?cid=92ac8297791c442aa3ad223eab515b17
4083,A Million Lights,DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,https://p.scdn.co/mp3-preview/c0b00a97a5b3faf63b3f5b59da1229677575b7b5?cid=92ac8297791c442aa3ad223eab515b17
4084,Intimate,Crystal Castles,7K3zpFXBvPcvzhj7zlGJdO,https://p.scdn.co/mp3-preview/ed91474886e1d7b570ff288bb4c0f09977563170?cid=92ac8297791c442aa3ad223eab515b17
4085,Sonika lomou,Amadou & Mariam,3KH7WsR2JZQ94Ik8SyabU6,https://p.scdn.co/mp3-preview/4a88daf02008cc8c152d160d6fb675f50742a601?cid=92ac8297791c442aa3ad223eab515b17
4086,Delia,Bob Dylan,74ASZWbe4lXaubB36ztrGX,https://p.scdn.co/mp3-preview/df042a0d29592e2cc9f134593d11c24517de4335?cid=92ac8297791c442aa3ad223eab515b17
4087,Mrs. Interpret,Atmosphere,1GAS0rb4L8VTPvizAx2O9J,https://p.scdn.co/mp3-preview/de8503ca5b9d9324002fb8db44444fa93f1e94e8?cid=92ac8297791c442aa3ad223eab515b17
4088,All Shooters,Future,1RyvyyTE3xzB2ZywiAwp0i,https://p.scdn.co/mp3-preview/424e1cc69129a42997cf27d03609fd52d1d92dba?cid=92ac8297791c442aa3ad223eab515b17
4089,Tough Walk,The Sonics,2g3PKH7Z1Ofn5oGR6oDjLy,https://p.scdn.co/mp3-preview/a93b44a6af261df7d9e0ece18bfe617af2833472?cid=92ac8297791c442aa3ad223eab515b17
4090,Ill Be Home For Christmas,Stars Go Dim,4O5EDKGt6YC5IXkOArVqk3,https://p.scdn.co/mp3-preview/b087141374d931e5f56c10ed6c933cdd26e8f72d?cid=92ac8297791c442aa3ad223eab515b17
4091,Uptight (Everythings Alright) - BBC Saturday Club 24/1/66,Dusty Springfield,5zaXYwewAXedKNCff45U5l,https://p.scdn.co/mp3-preview/050422307746048c146ba97ec625d9d86a98f3c6?cid=92ac8297791c442aa3ad223eab515b17
4092,Chapter Ten,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,https://p.scdn.co/mp3-preview/0db7ffd049149da4d329a9d8e7e0b75cf5b031ab?cid=92ac8297791c442aa3ad223eab515b17
4093,Silent Scream,Richard Marx,0grdhNhiRLFBaFVyybqsj6,https://p.scdn.co/mp3-preview/21f9050d0637ac6381fcf965ea09f98bcc5c6ec5?cid=92ac8297791c442aa3ad223eab515b17
4094,guidance,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,https://p.scdn.co/mp3-preview/06e0ad1b56aadb7e53dc75d574adcf40d52342ca?cid=92ac8297791c442aa3ad223eab515b17
