no,track,singer,singerID,mp3URL
9001,Dance With My Father,Richard Marx,0grdhNhiRLFBaFVyybqsj6,https://p.scdn.co/mp3-preview/7cebad6299726a50d5d141a3df852400a2ea7c61?cid=92ac8297791c442aa3ad223eab515b17
9002,Confrontation,The Rapture,166Dz1GX3xonSQ3Z6CQW26,https://p.scdn.co/mp3-preview/2482b06caaeb5e4fe20eb4d00c92842f94d375c1?cid=92ac8297791c442aa3ad223eab515b17
9003,Dont Stop Me Now,The Vandals,4AqIRTZF6DDmKmdorgFug6,https://p.scdn.co/mp3-preview/6ef0128c621a3f3285ba7d8419bd31f22641476b?cid=92ac8297791c442aa3ad223eab515b17
9004,Moon River,Westlife,5Z1CCuBsyhEHngq3U5IraY,https://p.scdn.co/mp3-preview/c48fee1fb73d94d3709bc7522ed9d81258ebfbc2?cid=92ac8297791c442aa3ad223eab515b17
9005,Pound Cake / Paris Morton Music 2,Drake,3TVXtAsR1Inumwj472S9r4,https://p.scdn.co/mp3-preview/7a845b73df1aef8a4721a711646513978b506f94?cid=92ac8297791c442aa3ad223eab515b17
9006,One Time,Migos,6oMuImdp5ZcFhWP0ESe6mG,https://p.scdn.co/mp3-preview/54b2ac39b81932df975f9531550fd8304cf1cd8e?cid=92ac8297791c442aa3ad223eab515b17
9007,I AM YOU,YNW Melly,1cNDP5yjU5vjeR8qMf4grg,https://p.scdn.co/mp3-preview/66b5cc5e0a09d2ad2e36e082291261019e159cca?cid=92ac8297791c442aa3ad223eab515b17
9008,Adrenaline,Lauv,5JZ7CnR6gTvEMKX4g70Amv,https://p.scdn.co/mp3-preview/b81b2630812807fdf55511eda515ee7fd427c2e6?cid=92ac8297791c442aa3ad223eab515b17
9009,World Go Round,No Doubt,0cQbJU1aAzvbEmTuljWLlF,https://p.scdn.co/mp3-preview/714212734b1a36d2b3f8603cfa3f66b9b1d051de?cid=92ac8297791c442aa3ad223eab515b17
9010,El Muro,Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,https://p.scdn.co/mp3-preview/91f676ea2fbf83f8bde882aeb7fc04db2ead4ac2?cid=92ac8297791c442aa3ad223eab515b17
9011,Boy (I Need You),Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,https://p.scdn.co/mp3-preview/5e784bd909f13f0f060666edaca77e0d09afdf92?cid=92ac8297791c442aa3ad223eab515b17
9012,Chlorine - Alt Mix,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,https://p.scdn.co/mp3-preview/98abf72619065b2917b323d9e179ec34829568fc?cid=92ac8297791c442aa3ad223eab515b17
9013,Lie to Me,Future,1RyvyyTE3xzB2ZywiAwp0i,https://p.scdn.co/mp3-preview/24d971658356e2b81488953f31cda1f16cb7bf4a?cid=92ac8297791c442aa3ad223eab515b17
9014,Fools Wear Crowns,Hercules & Love Affair,1WHoAjAWGx5qLsgzpaOk7W,https://p.scdn.co/mp3-preview/c6430e11a6803f74a6d5ec296e4d698f8a738a73?cid=92ac8297791c442aa3ad223eab515b17
9015,Desert Woman,ZHU,28j8lBWDdDSHSSt5oPlsX2,https://p.scdn.co/mp3-preview/0ed463c9b792d4cda9bc7b08f7c59839bcbef800?cid=92ac8297791c442aa3ad223eab515b17
