no,track,singer,singerID,mp3URL
1541,Touch The Hand,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,https://p.scdn.co/mp3-preview/c0aab98f16302aad6747d99f8d6ab516c3b2821f?cid=92ac8297791c442aa3ad223eab515b17
1542,Angel,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,https://p.scdn.co/mp3-preview/a9e111ea46af8fba239ee908f87b31ec22da952c?cid=92ac8297791c442aa3ad223eab515b17
1543,Lift You Up,Zeds Dead,67qogtRNI0GjUr8PlaG6Zh,https://p.scdn.co/mp3-preview/a85eb5b257ee598459856ee22614a6a5b87a8838?cid=92ac8297791c442aa3ad223eab515b17
1544,Kaleidoscope Dream,Miguel,360IAlyVv4PCEVjgyMZrxK,https://p.scdn.co/mp3-preview/3131a078573c44b700ddd7b0ee6c40429782a3aa?cid=92ac8297791c442aa3ad223eab515b17
1545,Spring Bells,Guillemots,3zD5liDjbqljSRorrrcEjs,https://p.scdn.co/mp3-preview/24858d338e077be978920e7474926db168599fa5?cid=92ac8297791c442aa3ad223eab515b17
1546,Neighborhood #1 (Tunnels),Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,https://p.scdn.co/mp3-preview/5864c6774e3b465bdd73acc807b15bd830fdbbdb?cid=92ac8297791c442aa3ad223eab515b17
1547,Aint Gonna Happen,Chief Keef,15iVAtD3s3FsQR4w1v6M0P,https://p.scdn.co/mp3-preview/11c8ba60941e3306e21ad8d3908afdb6684af8f7?cid=92ac8297791c442aa3ad223eab515b17
1548,Mack the Knife,Westlife,5Z1CCuBsyhEHngq3U5IraY,https://p.scdn.co/mp3-preview/28db17127dc303872c0418f8a904fc54bc7dda8e?cid=92ac8297791c442aa3ad223eab515b17
1549,Lights Out,Eric Burdon,3miNucraVWk4hdVsIxn7id,https://p.scdn.co/mp3-preview/ae3da00fd0712d0cecd4d74b3604035d6bf73866?cid=92ac8297791c442aa3ad223eab515b17
1550,Turning Tables,Adele,4dpARuHxo51G3z768sgnrY,https://p.scdn.co/mp3-preview/685191c52e95f002c4cada912f39d05106135d4c?cid=92ac8297791c442aa3ad223eab515b17
1551,Tango,Eric Burdon,3miNucraVWk4hdVsIxn7id,https://p.scdn.co/mp3-preview/26bd0d1b52b0927f82f18db6b30bd77bbccef5ea?cid=92ac8297791c442aa3ad223eab515b17
1552,Fuckin Niggaz Bitches,21 Savage,1URnnhqYAYcrqrcwql10ft,https://p.scdn.co/mp3-preview/5b225a9ee0845f6445a251b11d83107ec8002f3a?cid=92ac8297791c442aa3ad223eab515b17
1553,Im Losing Myself,Brazilian Girls,6HdYUuBeK3g2MA2wGVCDcn,https://p.scdn.co/mp3-preview/456ac1f39f8b6bce3a57df2bb044a1482218b120?cid=92ac8297791c442aa3ad223eab515b17
1554,My Biggest Fear,Kevin Hart,3rHl3rSgCnHhOlVB87ZxyF,https://p.scdn.co/mp3-preview/7bcb158f22d711870b7c3134de15b531f89c23b1?cid=92ac8297791c442aa3ad223eab515b17
1555,The Life And Death Of Mr. Badmouth,PJ Harvey,12VaqyEhgwDRuFfEqbnrpz,https://p.scdn.co/mp3-preview/34b186f681a59f6ef07ecd17a36cce0cc4cf9508?cid=92ac8297791c442aa3ad223eab515b17
1556,Video Girl,FKA twigs,6nB0iY1cjSY1KyhYyuIIKH,https://p.scdn.co/mp3-preview/0713fe178078ac3886a0886158d711e049480a4a?cid=92ac8297791c442aa3ad223eab515b17
1557,God from the Machine,Santigold,6Jrxnp0JgqmeUX1veU591p,https://p.scdn.co/mp3-preview/7c70815f2a2afeab30ab1127dc4bd4c9048243aa?cid=92ac8297791c442aa3ad223eab515b17
1558,Sweet Potato,Sia,5WUlDfRSoLAfcVSX1WnrxN,https://p.scdn.co/mp3-preview/eab1f4675a9867e49a753ed6ad2ff6c5e39ba4f2?cid=92ac8297791c442aa3ad223eab515b17
1559,On Lankershim,Foxygen,55LHFEtIplWhsfyWZUwkf4,https://p.scdn.co/mp3-preview/614718c1722bf471cc0a45cdd386f9524f437369?cid=92ac8297791c442aa3ad223eab515b17
1560,The Closing Door,Glen Hansard,3Caot8EtHX6wLpNF2wRzS0,https://p.scdn.co/mp3-preview/3b3bb36f3a3f46893a89ca3ca30b8121b6f6bda3?cid=92ac8297791c442aa3ad223eab515b17
1561,Wiggle Wiggle,Bob Dylan,74ASZWbe4lXaubB36ztrGX,https://p.scdn.co/mp3-preview/35e1118e60c0f21375828fc06478b495af357eff?cid=92ac8297791c442aa3ad223eab515b17
1562,No Place That Far,Westlife,5Z1CCuBsyhEHngq3U5IraY,https://p.scdn.co/mp3-preview/ffa4125467abc1a7ee2e7101ce510ff17d0fc977?cid=92ac8297791c442aa3ad223eab515b17
1563,What The World Needs Now,Cat Power,6G7OerKc3eBO9sVkRNopFC,https://p.scdn.co/mp3-preview/8778758d2419e801f4e377054167e57cb279d917?cid=92ac8297791c442aa3ad223eab515b17
1564,Next 2 U (feat. Kiki Halliday),Matt DiMona,1PMiXPKjsgXEDDcfIRNVaq,https://p.scdn.co/mp3-preview/a44aa421c2984e2f10e2dffea40f6adfc187a991?cid=92ac8297791c442aa3ad223eab515b17
1565,You and I,Washed Out,5juOkIIy18sFw9L30syt1Z,https://p.scdn.co/mp3-preview/8e76148b4a23ad9292dbde97285140bd9777bc76?cid=92ac8297791c442aa3ad223eab515b17
1566,Here Comes Santa Claus,Bob Dylan,74ASZWbe4lXaubB36ztrGX,https://p.scdn.co/mp3-preview/6dc6076e67b8e261bbcbdf945a50e1b6e05f6359?cid=92ac8297791c442aa3ad223eab515b17
1567,Damage,Future,1RyvyyTE3xzB2ZywiAwp0i,https://p.scdn.co/mp3-preview/dd902fe3331b06eb96dbe266dbefaaa48147e72b?cid=92ac8297791c442aa3ad223eab515b17
1568,Flex on My Ex,Riff Raff,31IZdHrCZ5pRhLz4zBxN3o,https://p.scdn.co/mp3-preview/47a67b8b99e1c059eed00ce8b00743f48afa4769?cid=92ac8297791c442aa3ad223eab515b17
1569,Steady (feat. Tory Lanez),Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,https://p.scdn.co/mp3-preview/e48a96dd60d774a33fc215f46f7cad86abb0ad4d?cid=92ac8297791c442aa3ad223eab515b17
1570,Plus quailleurs,Céline Dion,4S9EykWXhStSc15wEx8QFK,https://p.scdn.co/mp3-preview/19f749960e325a22307c1839aaf7f76957f81e28?cid=92ac8297791c442aa3ad223eab515b17
1571,Ache,No Doubt,0cQbJU1aAzvbEmTuljWLlF,https://p.scdn.co/mp3-preview/32a940e0b7c5866bbd9b015d6a779e70140c6148?cid=92ac8297791c442aa3ad223eab515b17
1572,Western Questions,Timber Timbre,7HeVXdOdMhLslVputGTZFQ,https://p.scdn.co/mp3-preview/657fdc6a541cdfd72ad8b7e6e5504c102c38a8ed?cid=92ac8297791c442aa3ad223eab515b17
1573,Alive,Jessie J,2gsggkzM5R49q6jpPvazou,https://p.scdn.co/mp3-preview/7f3572d3a373599dae6bd016cac1aea16d802b0f?cid=92ac8297791c442aa3ad223eab515b17
1574,Movement Girl,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,https://p.scdn.co/mp3-preview/4ec24e13451b394689dd3468642738822a33ff13?cid=92ac8297791c442aa3ad223eab515b17
1575,Unfair,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,https://p.scdn.co/mp3-preview/589a414a130d666e38035a7adcd37cc947a4a5fa?cid=92ac8297791c442aa3ad223eab515b17
