no,track,singer,singerID,mp3URL
12001,1994,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,https://p.scdn.co/mp3-preview/bb9d0f5370bfc17228efc4958b0e54a3a92c911d?cid=92ac8297791c442aa3ad223eab515b17
12002,Horny - D-Influence Mix,Mark Morrison,6V3F8MZrOKdT9fU686ybE9,https://p.scdn.co/mp3-preview/d7f3dcfd92c02ac50a5fad9355d14ab3f18af968?cid=92ac8297791c442aa3ad223eab515b17
12003,Electric Bird,Sia,5WUlDfRSoLAfcVSX1WnrxN,https://p.scdn.co/mp3-preview/1d744f8c8890145f153912e6f399c35f048715f7?cid=92ac8297791c442aa3ad223eab515b17
12004,West Girl Scout Road,The Starting Line,3E3xrZtBU5ORqcmX78v5YZ,https://p.scdn.co/mp3-preview/b2ec503c63144bb5d94cf94144ac6b1fb053f03c?cid=92ac8297791c442aa3ad223eab515b17
12005,Rotten to the Core,Ty Segall,58XGUNsRNu3cVOIOYk5chx,https://p.scdn.co/mp3-preview/7f0db2da0015cfaab20563aada29494575efbdeb?cid=92ac8297791c442aa3ad223eab515b17
12006,Sandra,Dusty Springfield,5zaXYwewAXedKNCff45U5l,https://p.scdn.co/mp3-preview/04527a2abf553cd0c2af1a5ea3e03550992270a6?cid=92ac8297791c442aa3ad223eab515b17
12007,Aria,Tyrone Wells,5zeCSgiRyezbfLiGOpKAsR,https://p.scdn.co/mp3-preview/efdc67acbfc53381f0014f374c80a097ef22345c?cid=92ac8297791c442aa3ad223eab515b17
12008,LEANiNNN (feat. Ghetty),Riff Raff,31IZdHrCZ5pRhLz4zBxN3o,https://p.scdn.co/mp3-preview/3525d27f6876698a654dda077d197fecad3072d6?cid=92ac8297791c442aa3ad223eab515b17
12009,Sunbathing Animal,Parquet Courts,23NIwARd4vPbxt3wwNnJ6k,https://p.scdn.co/mp3-preview/a919c1222dbd6106b33bbf699aae091325097e74?cid=92ac8297791c442aa3ad223eab515b17
12010,DipSet,Lil Yachty,6icQOAFXDZKsumw3YXyusw,https://p.scdn.co/mp3-preview/eba9cc7ef64199efb683ee2c4793091d6ed19cf3?cid=92ac8297791c442aa3ad223eab515b17
12011,Julia Brightly,Caribou,4aEnNH9PuU1HF3TsZTru54,https://p.scdn.co/mp3-preview/23ab570ca05ad6ffe99cae3e8413aedb20993940?cid=92ac8297791c442aa3ad223eab515b17
12012,Part Of Me,ASTR,3GJhraAgCA8s8XHENnDsXq,https://p.scdn.co/mp3-preview/3a26a2b5307df305ee0d2dff671b319d00bc7132?cid=92ac8297791c442aa3ad223eab515b17
12013,Mr. Bojangles - Remastered,Nina Simone,7G1GBhoKtEPnP86X2PvEYO,https://p.scdn.co/mp3-preview/8cd60f9bb7976b3b2446917ce72736e7b3d097d3?cid=92ac8297791c442aa3ad223eab515b17
12014,Love Me Now,William Onyeabor,755pQSGUy6rtPrUCbnJTvi,https://p.scdn.co/mp3-preview/1e00e59d23924578835ba277d92b43879ec71a40?cid=92ac8297791c442aa3ad223eab515b17
12015,Cicadas,Deerhunter,38zTZcuN7nFvVJ6auhc6V3,https://p.scdn.co/mp3-preview/8d64ab460e0a3dc709d44222ea7551d6530a2693?cid=92ac8297791c442aa3ad223eab515b17
12016,Map of the Problematique,Muse,12Chz98pHFMPJEknJQMWvI,https://p.scdn.co/mp3-preview/acb5b1b0522237f021af432207d61ca0fca28d48?cid=92ac8297791c442aa3ad223eab515b17
12017,Murder Mami,Rick Ross,1sBkRIssrMs1AbVkOJbc7a,https://p.scdn.co/mp3-preview/4c5ad051dc628939f8f279f08374fb59c3510fbb?cid=92ac8297791c442aa3ad223eab515b17
12018,Real Love,Clean Bandit,6MDME20pz9RveH9rEXvrOM,https://p.scdn.co/mp3-preview/750f8fd634ec377d86d5ed6535437334793c1b2c?cid=92ac8297791c442aa3ad223eab515b17
12019,Sticky Like Glue,Prince,5a2EaR3hamoenG9rDuVn8j,https://p.scdn.co/mp3-preview/9b793aae3b95d36b8bc9eec851007c456343ef32?cid=92ac8297791c442aa3ad223eab515b17
12020,I Bruise Easily,Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,https://p.scdn.co/mp3-preview/4e0b7bab2e9c0186917089f2e8dc32206bd9a693?cid=92ac8297791c442aa3ad223eab515b17
12021,Canine Euthenasia (BBC),The Vandals,4AqIRTZF6DDmKmdorgFug6,https://p.scdn.co/mp3-preview/f933bdba90f7089b0fab1f1c5f97a4296f4ed48f?cid=92ac8297791c442aa3ad223eab515b17
12022,Surprise,Family of the Year,7zsin6IgVsR1rqSRCNYDwq,https://p.scdn.co/mp3-preview/849b51a0af1d774a45001af6ee9e8f74030796f8?cid=92ac8297791c442aa3ad223eab515b17
12023,Fly,Tyrone Wells,5zeCSgiRyezbfLiGOpKAsR,https://p.scdn.co/mp3-preview/7d4b609126218f2872b8d92c67d3d867d1dd7565?cid=92ac8297791c442aa3ad223eab515b17
12024,This Broken Heart,The Sonics,2g3PKH7Z1Ofn5oGR6oDjLy,https://p.scdn.co/mp3-preview/9859240b77861f96b80aea6d37badc76d416c599?cid=92ac8297791c442aa3ad223eab515b17
12025,Wailin,The Sonics,2g3PKH7Z1Ofn5oGR6oDjLy,https://p.scdn.co/mp3-preview/489a8bc5e62adf818f5e498742dc46e7f3afd962?cid=92ac8297791c442aa3ad223eab515b17
12026,Gatas En La Disco,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,https://p.scdn.co/mp3-preview/c984a517075b27d7ca65d749de6b2de2ff70e8a1?cid=92ac8297791c442aa3ad223eab515b17
12027,Please Be My Boyfriend,The Shirelles,0x83OBqixqdCHnStP5VMcn,https://p.scdn.co/mp3-preview/f731638ad20bbd63971c07caff062dfcbe293311?cid=92ac8297791c442aa3ad223eab515b17
