,SidetoSide_0_OK
SidetoSide_0_OK,1.0000000000000002
Egotistic_0_OK,0.9998127162573061
gogobebe_0_OK,0.999752865330386
44f4a79e49f7ffcec038573e94cdab5d1b98cda6_0_OK,0.999752865330386
MYMYMY_0_OK,0.9997480514944128
