,petedavidson_0_OK
petedavidson_0_OK,0.0
MYMYMY_0_OK,0.6953965847126145
Bloom_0_OK,1.0091607535201068
SidetoSide_0_OK,1.2793955245666988
Roy Bliar - Grow Up_0_OK,1.3494456653035451
