,Wolves_0_OK
Wolves_0_OK,0.9999999999999998
Decalcomanie_0_OK,0.9998935198668599
gogobebe_0_OK,0.9997490570412235
44f4a79e49f7ffcec038573e94cdab5d1b98cda6_0_OK,0.9997490570412235
EpikHigh-Decalcomanie_0_OK,0.9997130762606148
